pick_overall,team,player_name,college,years_played,games_played,total_mins_played,total_pts,total_rebounds,total_assists,fg_percent,three_pt_percent,ft_percent,win_shares,win_shares_per_48,draft_year,mins_per_game,pts_per_game,rebounds_per_game,assists_per_game,round_picked,pick_in_round
1,BRK,Derrick Coleman,Syracuse,15,781,25903,12884,7232,1985,0.447,0.295,0.769,64.3,0.119,1990,33.2,16.5,9.3,2.5,1,1
2,OKC,Gary Payton,Oregon State,17,1335,47117,21813,5269,8966,0.466,0.317,0.729,145.5,0.148,1990,35.3,16.3,3.9,6.7,1,2
3,DEN,Mahmoud Abdul-Rauf,LSU,9,586,15628,8553,1087,2079,0.442,0.354,0.905,25.2,0.077,1990,26.7,14.6,1.9,3.5,1,3
4,ORL,Dennis Scott,Georgia Tech,10,629,17983,8094,1774,1296,0.417,0.397,0.793,33.4,0.089,1990,28.6,12.9,2.8,2.1,1,4
5,CHA,Kendall Gill,Illinois,15,966,29481,12914,4002,2945,0.434,0.3,0.754,47.8,0.078,1990,30.5,13.4,4.1,3,1,5
6,MIN,Felton Spencer,Louisville,12,640,12298,3354,3436,213,0.484,0,0.658,20.9,0.081,1990,19.2,5.2,5.4,0.3,1,6
7,SAC,Lionel Simmons,La Salle,7,454,13472,5833,2833,1498,0.433,0.305,0.771,16.9,0.06,1990,29.7,12.8,6.2,3.3,1,7
8,LAC,Bo Kimble,Loyola Marymount,3,105,1336,574,162,98,0.386,0.291,0.728,0.1,0.004,1990,12.7,5.5,1.5,0.9,1,8
9,MIA,Willie Burton,Minnesota,8,316,6666,3243,932,393,0.424,0.345,0.786,9.1,0.065,1990,21.1,10.3,2.9,1.2,1,9
10,ATL,Rumeal Robinson,Michigan,6,336,6098,2546,606,1179,0.432,0.344,0.611,5.2,0.041,1990,18.1,7.6,1.8,3.5,1,10
11,GSW,Tyrone Hill,Xavier,14,801,22388,7532,6854,647,0.502,0,0.643,56.2,0.12,1990,28,9.4,8.6,0.8,1,11
12,HOU,Alec Kessler,Georgia,4,210,2937,1084,751,81,0.426,0.417,0.744,2,0.033,1990,14,5.2,3.6,0.4,1,12
13,LAC,Loy Vaught,Michigan,11,689,16993,6984,4881,652,0.504,0.244,0.718,35.8,0.101,1990,24.7,10.1,7.1,0.9,1,13
14,SAC,Travis Mays,Texas,3,115,2964,1273,233,326,0.41,0.362,0.749,2.4,0.039,1990,25.8,11.1,2,2.8,1,14
15,MIA,Dave Jamerson,Ohio University,3,90,594,306,77,61,0.392,0.277,0.86,0.2,0.018,1990,6.6,3.4,0.9,0.7,1,15
16,MIL,Terry Mills,Michigan,11,678,16422,7175,3680,891,0.457,0.384,0.781,33.3,0.097,1990,24.2,10.6,5.4,1.3,1,16
17,NYK,Jerrod Mustaf,Maryland,4,179,1902,721,452,99,0.449,0,0.648,1.7,0.043,1990,10.6,4,2.5,0.6,1,17
18,SAC,Duane Causwell,Temple,11,541,9409,2648,2273,243,0.507,0.286,0.618,15.8,0.081,1990,17.4,4.9,4.2,0.4,1,18
19,BOS,Dee Brown,Jacksonville University,12,608,16843,6758,1569,2227,0.436,0.357,0.825,33.4,0.095,1990,27.7,11.1,2.6,3.7,1,19
20,MIN,Gerald Glass,Ole Miss,4,201,3347,1553,512,298,0.433,0.236,0.643,1.8,0.025,1990,16.7,7.7,2.5,1.5,1,20
21,PHO,Jayson Williams,St. John's,9,475,9805,3472,3584,287,0.44,0.125,0.606,20,0.098,1990,20.6,7.3,7.5,0.6,1,21
22,BRK,Tate George,UConn,4,177,2019,736,180,325,0.414,0.071,0.82,1.3,0.032,1990,11.4,4.2,1,1.8,1,22
23,SAC,Anthony Bonner,Saint Louis,6,318,7372,2199,1726,442,0.468,0.125,0.59,10.8,0.07,1990,23.2,6.9,5.4,1.4,1,23
24,SAS,Dwayne Schintzius,Florida,8,217,1950,587,536,93,0.404,0.125,0.638,1,0.024,1990,9,2.7,2.5,0.4,1,24
25,POR,Alaa Abdelnaby,Duke,5,256,3200,1465,846,85,0.502,0,0.701,4.8,0.072,1990,12.5,5.7,3.3,0.3,1,25
26,DET,Lance Blanks,Texas,3,142,1045,289,110,117,0.436,0.253,0.667,0.7,0.031,1990,7.4,2,0.8,0.8,1,26
27,LAL,Elden Campbell,Clemson,15,1044,25776,10805,6116,1199,0.46,0.054,0.699,62.8,0.117,1990,24.7,10.3,5.9,1.1,1,27
28,GSW,Les Jepsen,Iowa,2,52,192,53,67,2,0.333,0,0.65,0.1,0.031,1990,3.7,1,1.3,0,2,1
29,CHI,Toni Kukoč,NA,13,846,22212,9810,3555,3119,0.447,0.335,0.729,59.6,0.129,1990,26.3,11.6,4.2,3.7,2,2
30,MIA,Carl Herrera,Houston,8,465,8042,2481,1690,261,0.476,0.143,0.643,9,0.054,1990,17.3,5.3,3.6,0.6,2,3
31,PHO,Negele Knight,Dayton,6,276,4513,1699,351,780,0.436,0.263,0.73,4.2,0.044,1990,16.4,6.2,1.3,2.8,2,4
32,PHI,Brian Oliver,Georgia Tech,4,118,1182,389,123,114,0.388,0.227,0.705,-0.5,-0.02,1990,10,3.3,1,1,2,5
33,UTA,Walter Palmer,Dartmouth College,2,48,209,100,65,11,0.412,0,0.667,-0.1,-0.013,1990,4.4,2.1,1.4,0.2,2,6
34,GSW,Kevin Pritchard,Kansas,4,94,1125,340,90,152,0.399,0.186,0.79,0.4,0.017,1990,12,3.6,1,1.6,2,7
35,WAS,Greg Foster,Texas-El Paso,13,656,7974,2538,1691,351,0.44,0.225,0.748,5.6,0.033,1990,12.2,3.9,2.6,0.5,2,8
36,ATL,Trevor Wilson,UCLA,4,103,1609,591,353,99,0.456,0,0.567,0.8,0.023,1990,15.6,5.7,3.4,1,2,9
37,WAS,A.J. English,Virginia Union University,2,151,3108,1502,315,320,0.435,0.138,0.778,1.1,0.017,1990,20.6,9.9,2.1,2.1,2,10
38,OKC,Jud Buechler,Arizona,12,720,8444,2385,1266,560,0.433,0.366,0.633,16.5,0.094,1990,11.7,3.3,1.8,0.8,2,11
39,CHA,Steve Scheffler,Purdue,7,174,918,331,180,26,0.558,0.2,0.759,2.9,0.153,1990,5.3,1.9,1,0.1,2,12
40,SAC,Bimbo Coles,Virginia Tech,14,852,20319,6628,1820,3313,0.425,0.267,0.811,27.4,0.065,1990,23.8,7.8,2.1,3.9,2,13
41,ATL,Steve Bardo,Illinois,3,33,299,73,60,44,0.329,0.1,0.696,-0.1,-0.02,1990,9.1,2.2,1.8,1.3,2,14
42,DEN,Marcus Liberty,Illinois,4,267,4568,1942,925,244,0.417,0.34,0.664,4,0.042,1990,17.1,7.3,3.5,0.9,2,15
43,SAS,Tony Massenburg,Maryland,13,683,12291,4238,2964,266,0.47,0.091,0.705,15.6,0.061,1990,18,6.2,4.3,0.4,2,16
44,MIL,Steve Henson,Kansas State,7,238,2282,739,176,465,0.403,0.432,0.869,3.8,0.079,1990,9.6,3.1,0.7,2,2,17
45,IND,Antonio Davis,Texas-El Paso,13,903,26084,9041,6755,1017,0.448,0.087,0.727,59.6,0.11,1990,28.9,10,7.5,1.1,2,18
46,IND,Kenny Williams,Elizabeth City State University,4,260,2918,1247,693,161,0.511,0,0.68,7.4,0.122,1990,11.2,4.8,2.7,0.6,2,19
47,PHI,Derek Strong,Xavier,10,456,8548,3088,2213,291,0.43,0.18,0.786,18.5,0.104,1990,18.7,6.8,4.9,0.6,2,20
48,PHO,Cedric Ceballos,Cal State Fullerton,11,609,14712,8693,3258,723,0.5,0.309,0.753,40.4,0.132,1990,24.2,14.3,5.3,1.2,2,21
50,PHO,Miloš Babić,Tennessee Technological University,2,21,87,37,20,10,0.375,0,0.65,-0.1,-0.028,1990,4.1,1.8,1,0.5,2,23
51,LAL,Tony Smith,Marquette,9,457,7295,2504,735,881,0.431,0.307,0.69,6.7,0.044,1990,16,5.5,1.6,1.9,2,24
52,CLE,Stefano Rusconi,NA,1,7,30,8,6,3,0.333,0,0.4,-0.1,-0.104,1990,4.3,1.1,0.9,0.4,2,25
54,SAS,Sean Higgins,Michigan,6,220,3334,1375,402,226,0.428,0.321,0.85,0.4,0.006,1990,15.2,6.3,1.8,1,2,27
1,CHA,Larry Johnson,UNLV,10,707,25685,11450,5300,2298,0.484,0.332,0.766,69.7,0.13,1991,36.3,16.2,7.5,3.3,1,1
2,BRK,Kenny Anderson,Georgia Tech,14,858,25868,10789,2641,5196,0.421,0.346,0.79,62.5,0.116,1991,30.1,12.6,3.1,6.1,1,2
3,SAC,Billy Owens,Syracuse,10,600,17619,7026,4016,1704,0.481,0.291,0.629,28.6,0.078,1991,29.4,11.7,6.7,2.8,1,3
4,DEN,Dikembe Mutombo,Georgetown,18,1196,36791,11729,12359,1240,0.518,0,0.684,117,0.153,1991,30.8,9.8,10.3,1,1,4
5,MIA,Steve Smith,Michigan State,14,942,28855,13430,3060,2922,0.44,0.358,0.845,83.7,0.139,1991,30.6,14.3,3.2,3.1,1,5
6,DAL,Doug Smith,Missouri,5,296,5833,2356,1234,400,0.425,0.083,0.773,3,0.024,1991,19.7,8,4.2,1.4,1,6
7,MIN,Luc Longley,New Mexico,10,567,12006,4090,2794,836,0.462,0,0.76,17.5,0.07,1991,21.2,7.2,4.9,1.5,1,7
8,DEN,Mark Macon,Temple,6,251,5018,1685,467,428,0.384,0.27,0.735,0.1,0.001,1991,20,6.7,1.9,1.7,1,8
9,ATL,Stacey Augmon,UNLV,15,1001,21658,7990,3216,1561,0.469,0.152,0.728,43.8,0.097,1991,21.6,8,3.2,1.6,1,9
10,ORL,Bison Dele,Arizona,8,413,10004,4536,2564,440,0.528,0.143,0.691,22.8,0.109,1991,24.2,11,6.2,1.1,1,10
11,CLE,Terrell Brandon,Oregon,11,724,21545,9994,2174,4407,0.448,0.355,0.873,65.9,0.147,1991,29.8,13.8,3,6.1,1,11
12,NYK,Greg Anthony,UNLV,11,757,15850,5497,1417,2997,0.403,0.349,0.733,35.9,0.109,1991,20.9,7.3,1.9,4,1,12
13,IND,Dale Davis,Clemson,16,1094,29606,8706,8605,978,0.53,0,0.562,86.9,0.141,1991,27.1,8,7.9,0.9,1,13
14,OKC,Rich King,Nebraska,4,72,309,135,74,21,0.393,0,0.662,0.2,0.036,1991,4.3,1.9,1,0.3,1,14
15,ATL,Anthony Avent,Seton Hall,6,352,6729,1958,1584,278,0.403,0,0.686,0.3,0.002,1991,19.1,5.6,4.5,0.8,1,15
16,GSW,Chris Gatling,Old Dominion,11,700,13760,7232,3741,461,0.513,0.249,0.66,32.1,0.112,1991,19.7,10.3,5.3,0.7,1,16
17,GSW,Victor Alexander,Iowa State,5,286,5755,2542,1384,257,0.518,0.286,0.634,8.8,0.073,1991,20.1,8.9,4.8,0.9,1,17
18,MIL,Kevin Brooks,Louisiana,3,126,1031,417,141,48,0.401,0.2,0.859,-0.1,-0.004,1991,8.2,3.3,1.1,0.4,1,18
19,WAS,LaBradford Smith,Louisville,3,183,3131,1218,271,394,0.432,0.298,0.813,1.5,0.024,1991,17.1,6.7,1.5,2.2,1,19
20,HOU,John Turner,Phillips University,1,42,345,117,78,12,0.439,0,0.525,-0.1,-0.021,1991,8.2,2.8,1.9,0.3,1,20
21,UTA,Eric Murdock,Providence,9,508,11882,5118,1261,2467,0.438,0.343,0.786,25.6,0.103,1991,23.4,10.1,2.5,4.9,1,21
22,LAC,LeRon Ellis,Syracuse,3,91,857,277,220,29,0.433,0,0.613,1.2,0.069,1991,9.4,3,2.4,0.3,1,22
23,ORL,Stanley Roberts,LSU,8,300,5869,2555,1549,189,0.499,0,0.514,8.1,0.066,1991,19.6,8.5,5.2,0.6,1,23
24,BOS,Rick Fox,UNC,13,930,23723,8966,3517,2649,0.45,0.349,0.77,44.7,0.09,1991,25.5,9.6,3.8,2.8,1,24
26,CHI,Mark Randall,Kansas,4,127,883,332,160,56,0.443,0.154,0.722,1,0.054,1991,7,2.6,1.3,0.4,1,26
27,SAC,Pete Chilcutt,UNC,9,584,8394,2494,1935,488,0.441,0.381,0.696,10.6,0.06,1991,14.4,4.3,3.3,0.8,1,27
28,CHA,Kevin Lynch,Minnesota,2,95,1143,310,120,108,0.436,0.333,0.726,0.4,0.016,1991,12,3.3,1.3,1.1,2,1
30,ATL,Rodney Monroe,NC State,1,38,313,131,33,27,0.368,0.222,0.826,-0.2,-0.035,1991,8.2,3.4,0.9,0.7,2,3
31,SAC,Randy Brown,New Mexico State,12,655,11533,3148,1173,1420,0.417,0.2,0.691,11,0.046,1991,17.6,4.8,1.8,2.2,2,4
32,PHO,Chad Gallagher,Creighton,1,2,3,6,0,0,1,0,0,0.1,1.442,1991,1.5,3,0,0,2,5
33,DAL,Donald Hodge,Temple,5,249,3501,1182,809,191,0.437,0.286,0.711,1.8,0.025,1991,14.1,4.7,3.2,0.8,2,6
34,MIN,Myron Brown,Slippery Rock University of Pennsylvania,1,4,23,9,3,6,0.667,0.333,0,0,0.032,1991,5.8,2.3,0.8,1.5,2,7
35,DAL,Mike Iuzzolino,Saint Francis University,2,122,3049,1096,238,522,0.457,0.404,0.798,3.7,0.058,1991,25,9,2,4.3,2,8
36,ORL,Chris Corchiani,NC State,3,112,1313,416,129,243,0.421,0.269,0.816,1.6,0.058,1991,11.7,3.7,1.2,2.2,2,9
37,LAC,Elliot Perry,Memphis,10,549,9501,3449,742,1699,0.459,0.359,0.783,14,0.071,1991,17.3,6.3,1.4,3.1,2,10
39,CLE,Jimmy Oliver,Purdue,5,78,856,331,80,55,0.407,0.34,0.772,0.3,0.018,1991,11,4.2,1,0.7,2,12
40,DET,Doug Overton,La Salle,11,499,7275,2253,654,1038,0.412,0.319,0.816,2.5,0.016,1991,14.6,4.5,1.3,2.1,2,13
41,IND,Sean Green,Iona College,3,84,671,352,85,45,0.386,0.246,0.62,-1.3,-0.095,1991,8,4.2,1,0.5,2,14
43,GSW,Lamont Strothers,Christopher Newport University,2,13,155,60,15,14,0.329,0.133,0.714,-0.5,-0.142,1991,11.9,4.6,1.2,1.1,2,16
45,MIL,Bobby Phills,Southern University and A&M College,9,467,13426,5153,1469,1246,0.443,0.39,0.738,27.2,0.097,1991,28.7,11,3.1,2.7,2,18
46,PHO,Richard Dumas,Oklahoma State,3,102,2226,1080,351,111,0.509,0.231,0.694,4.5,0.097,1991,21.8,10.6,3.4,1.1,2,19
48,UTA,Isaac Austin,Arizona State,9,432,8350,3285,2030,538,0.446,0.176,0.67,9.2,0.053,1991,19.3,7.6,4.7,1.2,2,21
49,SAS,Greg Sutton,Oral Roberts,3,168,1946,761,153,284,0.396,0.361,0.743,1,0.024,1991,11.6,4.5,0.9,1.7,2,22
51,HOU,Žan Tabak,NA,6,247,3607,1233,883,165,0.506,0,0.525,2.4,0.032,1991,14.6,5,3.6,0.7,2,24
1,ORL,Shaquille O'Neal,LSU,19,1207,41918,28596,13099,3026,0.582,0.045,0.527,181.7,0.208,1992,34.7,23.7,10.9,2.5,1,1
2,CHA,Alonzo Mourning,Georgetown,15,838,25975,14311,7137,946,0.527,0.247,0.692,89.7,0.166,1992,31,17.1,8.5,1.1,1,2
3,MIN,Christian Laettner,Duke,13,868,25760,11121,5806,2224,0.48,0.261,0.82,64.9,0.121,1992,29.7,12.8,6.7,2.6,1,3
4,DAL,Jim Jackson,Ohio State,14,885,29067,12690,4152,2851,0.428,0.365,0.825,35.8,0.059,1992,32.8,14.3,4.7,3.2,1,4
5,DEN,LaPhonso Ellis,Notre Dame,11,624,17616,7410,4032,981,0.452,0.302,0.73,32.8,0.089,1992,28.2,11.9,6.5,1.6,1,5
6,WAS,Tom Gugliotta,NC State,13,763,23556,9895,5589,2140,0.451,0.284,0.757,40.2,0.082,1992,30.9,13,7.3,2.8,1,6
7,SAC,Walt Williams,Maryland,11,708,18818,8385,2794,1637,0.425,0.379,0.743,33.9,0.087,1992,26.6,11.8,3.9,2.3,1,7
8,MIL,Todd Day,Arkansas,8,483,12214,5917,1649,713,0.406,0.345,0.739,17.5,0.069,1992,25.3,12.3,3.4,1.5,1,8
9,PHI,Clarence Weatherspoon,Southern Miss,13,915,27736,10483,6846,1346,0.471,0.196,0.743,58.4,0.101,1992,30.3,11.5,7.5,1.5,1,9
10,ATL,Adam Keefe,Stanford,9,617,10334,3107,2556,427,0.502,0.071,0.714,24.9,0.116,1992,16.7,5,4.1,0.7,1,10
11,HOU,Robert Horry,Alabama,16,1107,27069,7715,5269,2343,0.425,0.341,0.726,66.3,0.118,1992,24.5,7,4.8,2.1,1,11
12,MIA,Harold Miner,USC,4,200,3748,1801,432,245,0.46,0.311,0.785,4.2,0.053,1992,18.7,9,2.2,1.2,1,12
13,DEN,Bryant Stith,Virginia,10,586,16417,5946,1983,1178,0.424,0.329,0.841,29.5,0.086,1992,28,10.1,3.4,2,1,13
14,IND,Malik Sealy,St. John's,8,493,11720,4955,1585,816,0.426,0.292,0.809,17.1,0.07,1992,23.8,10.1,3.2,1.7,1,14
15,LAL,Anthony Peeler,Missouri,13,827,20464,8017,2136,1956,0.427,0.384,0.799,30.7,0.072,1992,24.7,9.7,2.6,2.4,1,15
16,LAC,Randy Woods,La Salle,4,151,1093,356,93,257,0.34,0.305,0.683,0.6,0.026,1992,7.2,2.4,0.6,1.7,1,16
17,OKC,Doug Christie,Pepperdine,15,827,26079,9301,3382,2992,0.426,0.354,0.821,55.7,0.102,1992,31.5,11.2,4.1,3.6,1,17
18,SAS,Tracy Murray,UCLA,12,659,12103,5943,1649,508,0.43,0.388,0.829,24.1,0.096,1992,18.4,9,2.5,0.8,1,18
19,DET,Don MacLean,UCLA,9,319,6679,3490,1210,404,0.455,0.284,0.765,9.4,0.067,1992,20.9,10.9,3.8,1.3,1,19
20,NYK,Hubert Davis,UNC,12,685,15143,5583,1045,1172,0.458,0.441,0.837,27.7,0.088,1992,22.1,8.2,1.5,1.7,1,20
21,BOS,Jon Barry,Georgia Tech,14,821,13880,4715,1513,1784,0.434,0.392,0.848,37.2,0.129,1992,16.9,5.7,1.8,2.2,1,21
22,PHO,Oliver Miller,Arkansas,9,493,11338,3625,2893,1061,0.534,0.116,0.639,21.1,0.089,1992,23,7.4,5.9,2.2,1,22
23,MIL,Lee Mayberry,Arkansas,7,496,10337,2546,642,1767,0.415,0.377,0.659,7.9,0.036,1992,20.8,5.1,1.3,3.6,1,23
24,GSW,Latrell Sprewell,Alabama,13,913,35270,16712,3724,3664,0.425,0.337,0.804,56.3,0.077,1992,38.6,18.3,4.1,4,1,24
25,LAC,Elmore Spencer,UNLV,5,157,2641,923,555,109,0.516,0,0.58,0,0.001,1992,16.8,5.9,3.5,0.7,1,25
26,POR,Dave Johnson,Syracuse,2,59,475,204,64,17,0.365,0.2,0.663,-0.3,-0.032,1992,8.1,3.5,1.1,0.3,1,26
27,CHI,Byron Houston,Oklahoma State,4,214,2674,835,648,114,0.456,0.256,0.676,3.9,0.069,1992,12.5,3.9,3,0.5,1,27
28,MIN,Marlon Maxey,Texas-El Paso,2,98,1146,479,363,22,0.542,0,0.685,2.6,0.109,1992,11.7,4.9,3.7,0.2,2,1
29,BRK,P.J. Brown,Louisiana Tech,15,1089,33823,9870,8409,1661,0.46,0.136,0.794,89.8,0.128,1992,31.1,9.1,7.7,1.5,2,2
30,DAL,Sean Rooks,Arizona,12,749,13560,4676,2877,631,0.459,0.091,0.699,16.2,0.057,1992,18.1,6.2,3.8,0.8,2,3
31,POR,Reggie Smith,TCU,2,66,384,99,120,5,0.394,0,0.404,0.4,0.051,1992,5.8,1.5,1.8,0.1,2,4
32,WAS,Brent Price,Oklahoma,9,418,7007,2481,684,1236,0.426,0.387,0.824,12,0.082,1992,16.8,5.9,1.6,3,2,5
33,CHI,Corey Williams,Oklahoma State,2,39,288,92,37,29,0.367,0.25,0.826,0.2,0.037,1992,7.4,2.4,0.9,0.7,2,6
34,MIN,Chris Smith,UConn,3,224,3956,1140,291,627,0.435,0.366,0.713,3.2,0.039,1992,17.7,5.1,1.3,2.8,2,7
35,CHA,Tony Bennett,Green Bay,3,152,1886,538,155,303,0.412,0.335,0.732,1.6,0.041,1992,12.4,3.5,1,2,2,8
36,LAL,Duane Cooper,USC,2,88,781,204,59,178,0.402,0.216,0.72,-0.5,-0.032,1992,8.9,2.3,0.7,2,2,9
37,MIA,Isaiah Morris,Arkansas,1,25,102,55,12,4,0.456,0,0.75,0,-0.022,1992,4.1,2.2,0.5,0.2,2,10
38,ATL,Elmer Bennett,Notre Dame,3,21,159,48,10,22,0.34,0.273,0.722,-0.3,-0.095,1992,7.6,2.3,0.5,1,2,11
39,CHI,Litterial Green,Georgia,5,148,1189,423,75,182,0.42,0.077,0.665,1.6,0.066,1992,8,2.9,0.5,1.2,2,12
41,HOU,Popeye Jones,Murray State,11,535,12579,3726,3981,696,0.447,0.281,0.751,22,0.084,1992,23.5,7,7.4,1.3,2,14
42,MIA,Matt Geiger,Georgia Tech,10,552,12221,5059,3158,388,0.499,0.232,0.728,28.4,0.112,1992,22.1,9.2,5.7,0.7,2,15
43,GSW,Sasha Danilović,NA,2,75,2331,957,182,149,0.439,0.379,0.789,4.2,0.087,1992,31.1,12.8,2.4,2,2,16
45,OKC,Chris King,Wake Forest,3,103,2058,693,311,116,0.423,0.383,0.633,1,0.023,1992,20,6.7,3,1.1,2,18
46,DEN,Robert Werdann,St. John's,3,47,273,101,81,9,0.378,0,0.574,0.1,0.026,1992,5.8,2.1,1.7,0.2,2,19
47,BOS,Darren Morningstar,Pitt,1,23,367,96,81,15,0.476,0,0.6,0.4,0.048,1992,16,4.2,3.5,0.7,2,20
48,PHO,Brian Davis,Duke,1,68,374,131,55,22,0.317,0.333,0.735,0,0,1992,5.5,1.9,0.8,0.3,2,21
50,GSW,Matt Fish,UNC Wilmington,3,50,512,177,110,25,0.5,0,0.625,0.6,0.058,1992,10.2,3.5,2.2,0.5,2,23
52,CHI,Matt Steigenga,Michigan State,1,2,12,3,3,2,0.25,0,0.5,0,-0.126,1992,6,1.5,1.5,1,2,25
1,ORL,Chris Webber,Michigan,15,831,30847,17182,8124,3526,0.479,0.299,0.649,84.7,0.132,1993,37.1,20.7,9.8,4.2,1,1
2,PHI,Shawn Bradley,BYU,12,832,19531,6752,5268,573,0.457,0.103,0.716,40.7,0.1,1993,23.5,8.1,6.3,0.7,1,2
3,GSW,Anfernee Hardaway,Memphis,14,704,23711,10684,3146,3525,0.458,0.316,0.774,61.9,0.125,1993,33.7,15.2,4.5,5,1,3
4,DAL,Jamal Mashburn,Kentucky,11,611,22762,11644,3271,2414,0.418,0.345,0.766,43.7,0.092,1993,37.3,19.1,5.4,4,1,4
5,MIN,Isaiah Rider,UNLV,9,563,17851,9405,2166,1535,0.443,0.352,0.812,22.8,0.061,1993,31.7,16.7,3.8,2.7,1,5
6,WAS,Calbert Cheaney,Indiana,13,825,22007,7826,2610,1398,0.466,0.298,0.691,23.1,0.05,1993,26.7,9.5,3.2,1.7,1,6
7,SAC,Bobby Hurley,Duke,5,269,4170,1032,283,880,0.353,0.272,0.769,-1.2,-0.014,1993,15.5,3.8,1.1,3.3,1,7
8,MIL,Vin Baker,University of Hartford,13,791,25737,11839,5867,1509,0.485,0.215,0.638,47,0.088,1993,32.5,15,7.4,1.9,1,8
9,DEN,Rodney Rogers,Wake Forest,12,866,21873,9468,3881,1722,0.451,0.347,0.69,38.8,0.085,1993,25.3,10.9,4.5,2,1,9
10,DET,Lindsey Hunter,Jackson State University,17,937,23253,7956,2021,2506,0.388,0.36,0.746,32.9,0.068,1993,24.8,8.5,2.2,2.7,1,10
11,DET,Allan Houston,Tennessee,12,839,28311,14551,2434,1990,0.444,0.402,0.863,55.3,0.094,1993,33.7,17.3,2.9,2.4,1,11
12,LAL,George Lynch,UNC,12,774,17683,5109,3902,1121,0.446,0.306,0.652,32.3,0.088,1993,22.8,6.6,5,1.4,1,12
13,LAC,Terry Dehere,Seton Hall,6,402,7305,3235,588,1034,0.411,0.378,0.779,7.3,0.048,1993,18.2,8,1.5,2.6,1,13
14,IND,Scott Haskin,Oregon State,1,27,186,55,55,6,0.467,0,0.684,0.3,0.087,1993,6.9,2,2,0.2,1,14
15,ATL,Doug Edwards,Florida State,3,85,838,203,153,60,0.378,0,0.709,0.2,0.013,1993,9.9,2.4,1.8,0.7,1,15
16,BRK,Rex Walters,Kansas,7,335,4602,1547,403,569,0.441,0.361,0.809,6.3,0.066,1993,13.7,4.6,1.2,1.7,1,16
17,CHA,Greg Graham,Indiana,5,207,2530,938,219,201,0.407,0.29,0.775,1.3,0.025,1993,12.2,4.5,1.1,1,1,17
18,UTA,Luther Wright,Seton Hall,1,15,92,19,10,0,0.348,0,0.75,-0.1,-0.064,1993,6.1,1.3,0.7,0,1,18
19,BOS,Acie Earl,Iowa,4,193,2512,980,517,61,0.403,0,0.667,0.3,0.005,1993,13,5.1,2.7,0.3,1,19
20,CHA,Scott Burrell,UConn,8,383,7592,2647,1332,527,0.418,0.373,0.723,16.4,0.104,1993,19.8,6.9,3.5,1.4,1,20
21,POR,James Robinson,Alabama,7,381,6935,2882,660,715,0.394,0.348,0.666,5.8,0.04,1993,18.2,7.6,1.7,1.9,1,21
22,CLE,Chris Mills,Arizona,10,568,17282,6357,2808,1063,0.432,0.351,0.817,37.7,0.105,1993,30.4,11.2,4.9,1.9,1,22
23,OKC,Ervin Johnson,New Orleans,13,845,16989,3473,5148,387,0.505,0.2,0.605,37.8,0.107,1993,20.1,4.1,6.1,0.5,1,23
24,HOU,Sam Cassell,Florida State,15,993,29812,15635,3221,5939,0.454,0.331,0.861,87.5,0.141,1993,30,15.7,3.2,6,1,24
25,CHI,Corie Blount,Cincinnati,11,644,9925,2287,2690,460,0.471,0.115,0.587,18.2,0.088,1993,15.4,3.6,4.2,0.7,1,25
26,ORL,Geert Hammink,LSU,3,8,27,14,7,2,0.4,0,0.667,0.1,0.089,1993,3.4,1.8,0.9,0.3,1,26
27,PHO,Malcolm Mackey,Georgia Tech,1,22,69,32,24,1,0.378,0,0.5,0.1,0.036,1993,3.1,1.5,1.1,0,1,27
28,DAL,Lucious Harris,Cal State Long Beach,12,800,15701,5784,1864,1130,0.426,0.348,0.79,28.7,0.088,1993,19.6,7.2,2.3,1.4,2,1
30,WAS,Gheorghe Mureșan,NA,6,307,6729,3020,1957,150,0.573,0,0.644,19,0.136,1993,21.9,9.8,6.4,0.5,2,3
31,SAC,Evers Burns,Maryland,1,23,143,56,30,9,0.4,0,0.522,0.1,0.02,1993,6.2,2.4,1.3,0.4,2,4
32,PHI,Alphonso Ford,Mississippi Valley State University,2,11,114,35,20,10,0.308,0.1,0.5,-0.4,-0.153,1993,10.4,3.2,1.8,0.9,2,5
33,DAL,Eric Riley,Michigan,5,186,1844,574,479,60,0.456,0,0.704,2.5,0.066,1993,9.9,3.1,2.6,0.3,2,6
34,GSW,Darnell Mee,Western Kentucky,2,40,293,76,36,18,0.312,0.222,0.444,-0.1,-0.02,1993,7.3,1.9,0.9,0.5,2,7
35,MIA,Ed Stokes,Arizona,1,4,17,3,4,1,0.333,0,0.5,0,-0.077,1993,4.3,0.8,1,0.3,2,8
37,LAL,Nick Van Exel,Cincinnati,13,880,28969,12658,2545,5777,0.405,0.357,0.794,55.9,0.093,1993,32.9,14.4,2.9,6.6,2,10
40,ATL,Rich Manning,Washington,2,55,512,182,94,10,0.415,0.4,0.643,-0.3,-0.028,1993,9.3,3.3,1.7,0.2,2,13
42,OKC,Adonis Jordan,Kansas,2,10,97,21,6,22,0.296,0.25,0.5,0,-0.015,1993,9.7,2.1,0.6,2.2,2,15
43,DEN,Josh Grant,Utah,1,53,382,157,89,24,0.404,0.279,0.759,0.5,0.06,1993,7.2,3,1.7,0.5,2,16
45,UTA,Bryon Russell,Cal State Long Beach,13,841,19805,6663,2914,1085,0.431,0.369,0.75,47.4,0.115,1993,23.5,7.9,3.5,1.3,2,18
