Year,Winner,Loser,WRank,LRank,pl1_flag,pl1_year_pro,pl1_weight,pl1_height,pl1_hand,pl2_flag,pl2_year_pro,pl2_weight,pl2_height,pl2_hand,higher_rank_won,rank_diff,rank_diff_cat,same_handedness
2019,Medvedev D.,Harrison R.,19,83,RUS,2014,81,198,Right,USA,2007,84,185,Right,Yes,-64,Medium,Yes
2019,Zverev A.,Chardy J.,4,36,GER,2013,86,198,Right,FRA,2005,75,188,Right,Yes,-32,Medium,Yes
2019,Djokovic N.,Tsonga J.W.,1,177,SRB,2003,77,188,Right,FRA,2004,91,188,Right,Yes,-176,High,Yes
2019,Tsitsipas S.,Basilashvili N.,15,20,GRE,2016,83,193,Right,GEO,2008,79,185,Right,Yes,-5,Low,Yes
2019,Berdych T.,Schwartzman D.,57,16,CZE,2002,91,196,Right,ARG,2010,64,170,Right,No,41,Medium,Yes
2019,Federer R.,Fritz T.,3,50,SUI,1998,85,185,Right,USA,2015,84,193,Right,Yes,-47,Medium,Yes
2019,Tiafoe F.,Seppi A.,39,35,USA,2015,77,188,Right,ITA,2002,75,191,Right,No,4,Low,Yes
2019,Dimitrov G.,Fabbiano T.,21,102,BUL,2008,80,191,Right,ITA,2005,69,173,Right,Yes,-81,High,Yes
2019,Bautista Agut R.,Khachanov K.,24,11,ESP,2005,76,183,Right,RUS,2013,88,198,Right,No,13,Low,Yes
2019,Nadal R.,De Minaur A.,2,29,ESP,2001,85,185,Left,AUS,2015,69,180,Right,Yes,-27,Low,No
2019,Cilic M.,Verdasco F.,7,28,CRO,2005,89,198,Right,ESP,2001,87,185,Left,Yes,-21,Low,No
2019,Medvedev D.,Goffin D.,19,22,RUS,2014,81,198,Right,BEL,2009,68,180,Right,Yes,-3,Low,Yes
2019,Nishikori K.,Sousa J.,9,44,JPN,2007,75,178,Right,POR,2008,74,185,Right,Yes,-35,Medium,Yes
2019,Carreno Busta P.,Fognini F.,23,13,ESP,2009,78,188,Right,ITA,2004,74,178,Right,No,10,Low,Yes
2019,Raonic M.,Herbert P.H.,17,55,CAN,2008,98,196,Right,FRA,2010,79,188,Right,Yes,-38,Medium,Yes
2019,Djokovic N.,Shapovalov D.,1,27,SRB,2003,77,188,Right,CAN,2016,76,183,Left,Yes,-26,Low,No
2019,Coric B.,Krajinovic F.,12,93,CRO,2013,79,185,Right,SRB,2008,75,185,Right,Yes,-81,High,Yes
2019,Zverev A.,Bolt A.,4,155,GER,2013,86,198,Right,AUS,2011,84,183,Left,Yes,-151,High,No
2019,Pouille L.,Popyrin A.,31,149,FRA,2012,81,185,Right,AUS,2017,78,196,Right,Yes,-118,High,Yes
2019,Tiafoe F.,Dimitrov G.,39,21,USA,2015,77,188,Right,BUL,2008,80,191,Right,No,18,Low,Yes
2019,Nadal R.,Berdych T.,2,57,ESP,2001,85,185,Left,CZE,2002,91,196,Right,Yes,-55,Medium,No
2019,Bautista Agut R.,Cilic M.,24,7,ESP,2005,76,183,Right,CRO,2005,89,198,Right,No,17,Low,Yes
2019,Tsitsipas S.,Federer R.,15,3,GRE,2016,83,193,Right,SUI,1998,85,185,Right,No,12,Low,Yes
2019,Raonic M.,Zverev A.,17,4,CAN,2008,98,196,Right,GER,2013,86,198,Right,No,13,Low,Yes
2019,Pouille L.,Coric B.,31,12,FRA,2012,81,185,Right,CRO,2013,79,185,Right,No,19,Low,Yes
2019,Nishikori K.,Carreno Busta P.,9,23,JPN,2007,75,178,Right,ESP,2009,78,188,Right,Yes,-14,Low,Yes
2019,Djokovic N.,Medvedev D.,1,19,SRB,2003,77,188,Right,RUS,2014,81,198,Right,Yes,-18,Low,Yes
2019,Tsitsipas S.,Bautista Agut R.,15,24,GRE,2016,83,193,Right,ESP,2005,76,183,Right,Yes,-9,Low,Yes
2019,Nadal R.,Tiafoe F.,2,39,ESP,2001,85,185,Left,USA,2015,77,188,Right,Yes,-37,Medium,No
2019,Pouille L.,Raonic M.,31,17,FRA,2012,81,185,Right,CAN,2008,98,196,Right,No,14,Low,Yes
2019,Djokovic N.,Nishikori K.,1,9,SRB,2003,77,188,Right,JPN,2007,75,178,Right,Yes,-8,Low,Yes
2019,Nadal R.,Tsitsipas S.,2,15,ESP,2001,85,185,Left,GRE,2016,83,193,Right,Yes,-13,Low,No
2019,Djokovic N.,Pouille L.,1,31,SRB,2003,77,188,Right,FRA,2012,81,185,Right,Yes,-30,Low,Yes
2019,Djokovic N.,Nadal R.,1,2,SRB,2003,77,188,Right,ESP,2001,85,185,Left,Yes,-1,Low,No
2018,Dolgopolov O.,Haider-Maurer A.,37,448,UKR,2006,71,180,Right,AUT,2005,89,191,Right,Yes,-411,High,Yes
2018,Harrison R.,Sela D.,45,95,USA,2007,84,185,Right,ISR,2002,65,175,Right,Yes,-50,Medium,Yes
2018,Edmund K.,Anderson K.,49,12,GBR,2012,83,188,Right,RSA,2007,93,203,Right,No,37,Medium,Yes
2018,Carreno Busta P.,Kubler J.,11,243,ESP,2009,78,188,Right,AUS,2011,74,178,Right,Yes,-232,High,Yes
2018,Cuevas P.,Youzhny M.,34,90,URU,2004,80,180,Right,RUS,1999,73,183,Right,Yes,-56,Medium,Yes
2018,Istomin D.,Herbert P.H.,60,74,UZB,2004,88,188,Right,FRA,2010,79,188,Right,Yes,-14,Low,Yes
2018,Muller G.,Delbonis F.,28,67,LUX,2001,89,193,Left,ARG,2007,88,191,Left,Yes,-39,Medium,Yes
2018,Seppi A.,Moutet C.,76,155,ITA,2002,75,191,Right,FRA,2016,71,175,Left,Yes,-79,High,No
2018,Rublev A.,Ferrer D.,32,33,RUS,2014,68,188,Right,ESP,2000,73,175,Right,Yes,-1,Low,Yes
2018,Ebden M.,Isner J.,78,16,AUS,2006,80,188,Right,USA,2007,108,208,Right,No,62,Medium,Yes
2018,Nishioka Y.,Kohlschreiber P.,168,29,JPN,2014,64,170,Left,GER,2001,70,178,Right,No,139,High,No
2018,Troicki V.,Bolt A.,65,188,SRB,2006,86,193,Right,AUS,2011,84,183,Left,Yes,-123,High,No
2018,Shapovalov D.,Tsitsipas S.,50,82,CAN,2016,76,183,Left,GRE,2016,83,193,Right,Yes,-32,Medium,No
2018,Dimitrov G.,Novak D.,3,226,BUL,2008,80,191,Right,AUT,2011,80,183,Right,Yes,-223,High,Yes
2018,Schwartzman D.,Lajovic D.,26,75,ARG,2010,64,170,Right,SRB,2007,78,183,Right,Yes,-49,Medium,Yes
2018,Cilic M.,Pospisil V.,6,105,CRO,2005,89,198,Right,CAN,2007,84,193,Right,Yes,-99,High,Yes
2018,Dzumhur D.,Lorenzi P.,30,44,BIH,2011,70,175,Right,ITA,2003,77,183,Right,Yes,-14,Low,Yes
2018,Karlovic I.,Djere L.,89,85,CRO,2000,104,211,Right,SRB,2013,80,185,Right,No,4,Low,Yes
2018,Mcdonald M.,Ymer E.,186,140,USA,2016,73,178,Right,SWE,2014,78,183,Right,No,46,Medium,Yes
2018,Simon G.,Copil M.,57,92,FRA,2002,70,183,Right,ROU,2008,86,191,Right,Yes,-35,Medium,Yes
2018,Sugita Y.,Sock J.,41,9,JPN,2006,70,175,Right,USA,2011,84,191,Right,No,32,Medium,Yes
2018,Basilashvili N.,Melzer G.,61,102,GEO,2008,79,185,Right,AUT,2007,80,188,Left,Yes,-41,Medium,No
2018,Baghdatis M.,Bhambri Y.,123,119,CYP,2003,82,178,Right,IND,2008,77,183,Right,No,4,Low,Yes
2018,Millman J.,Coric B.,122,46,AUS,2006,79,183,Right,CRO,2013,79,185,Right,No,76,High,Yes
2018,Mayer L.,Jarry N.,52,101,ARG,2003,80,191,Right,CHI,2014,87,198,Right,Yes,-49,Medium,Yes
2018,Ruud C.,Halys Q.,138,134,NOR,2015,77,183,Right,FRA,2012,78,191,Right,No,4,Low,Yes
2018,Bemelmans R.,Pouille L.,117,18,BEL,2006,75,183,Left,FRA,2012,81,185,Right,No,99,High,No
2018,Kyrgios N.,Dutra Silva R.,17,98,AUS,2013,85,193,Right,BRA,2003,73,178,Right,Yes,-81,High,Yes
2018,Nadal R.,Estrella Burgos V.,1,79,ESP,2001,85,185,Left,DOM,2002,77,170,Right,Yes,-78,High,No
2018,Jaziri M.,Caruso S.,100,210,TUN,2003,82,185,Right,ITA,2010,80,185,Right,Yes,-110,High,Yes
2018,Sousa J.,Brown D.,70,129,POR,2008,74,185,Right,GER,2002,78,196,Right,Yes,-59,Medium,Yes
2018,Tsonga J.W.,King K.,15,214,FRA,2004,91,188,Right,USA,2013,86,191,Left,Yes,-199,High,No
2018,Lacko L.,Raonic M.,86,23,SVK,2005,85,185,Right,CAN,2008,98,196,Right,No,63,Medium,Yes
2018,Vesely J.,Safranek V.,64,225,CZE,2009,92,198,Left,CZE,2012,80,183,Right,Yes,-161,High,No
2018,Fucsovics M.,Albot R.,80,87,HUN,2010,82,188,Right,MDA,2008,69,175,Right,Yes,-7,Low,Yes
2018,Verdasco F.,Bautista Agut R.,40,21,ESP,2001,87,185,Left,ESP,2005,76,183,Right,No,19,Low,No
2018,Benneteau J.,Daniel T.,59,96,FRA,2000,79,185,Right,JPN,2010,76,191,Right,Yes,-37,Medium,Yes
2018,Mannarino A.,Berrettini M.,27,130,FRA,2004,70,180,Left,ITA,2015,95,196,Right,Yes,-103,High,No
2018,Kicker N.,Thompson J.,93,99,ARG,2009,75,178,Right,AUS,2013,73,183,Right,Yes,-6,Low,Yes
2018,Marterer M.,Stebe C.M.,94,83,GER,2015,84,191,Left,GER,2010,70,183,Left,No,11,Low,Yes
2018,Sonego L.,Haase R.,219,43,ITA,2013,76,191,Right,NED,2005,71,191,Right,No,176,High,Yes
2018,Querrey S.,Lopez F.,13,38,USA,2006,95,198,Right,ESP,1997,73,185,Left,Yes,-25,Low,No
2018,Zverev A.,Fabbiano T.,4,73,GER,2013,86,198,Right,ITA,2005,69,173,Right,Yes,-69,Medium,Yes
2018,Goffin D.,Bachinger M.,7,182,BEL,2009,68,180,Right,GER,2005,86,188,Right,Yes,-175,High,Yes
2018,Gojowczyk P.,Kukushkin M.,62,69,GER,2006,83,188,Right,KAZ,2006,72,183,Right,Yes,-7,Low,Yes
2018,Wawrinka S.,Berankis R.,8,136,SUI,2002,81,183,Right,LTU,2007,70,175,Right,Yes,-128,High,Yes
2018,Ramos-Vinolas A.,Donaldson J.,22,54,ESP,2007,80,188,Left,USA,2014,75,188,Right,Yes,-32,Medium,No
2018,Donskoy E.,Mayer F.,72,68,RUS,2007,74,185,Right,GER,2001,82,191,Right,No,4,Low,Yes
2018,Kudla D.,Johnson S.,190,48,USA,2010,75,180,Right,USA,2012,86,188,Right,No,142,High,Yes
2018,Djokovic N.,Young D.,14,63,SRB,2003,77,188,Right,USA,2004,79,183,Left,Yes,-49,Medium,No
2018,Sandgren T.,Chardy J.,97,84,USA,2011,87,188,Right,FRA,2005,75,188,Right,No,13,Low,Yes
2018,Smyczek T.,Popyrin A.,131,550,USA,2006,73,175,Right,AUS,2017,78,196,Right,Yes,-419,High,Yes
2018,Fognini F.,Zeballos H.,25,66,ITA,2004,74,178,Right,ARG,2003,83,188,Left,Yes,-41,Medium,No
2018,Struff J.L.,Kwon S.W.,55,174,GER,2009,87,196,Right,KOR,2015,72,180,Right,Yes,-119,High,Yes
2018,Medvedev D.,Kokkinakis T.,53,216,RUS,2014,81,198,Right,AUS,2013,82,196,Right,Yes,-163,High,Yes
2018,Monfils G.,Munar J.,39,187,FRA,2004,80,193,Right,ESP,2014,78,183,Right,Yes,-148,High,Yes
2018,Gasquet R.,Kavcic B.,31,106,FRA,2002,75,185,Right,SLO,2005,78,188,Right,Yes,-75,Medium,Yes
2018,Khachanov K.,Polansky P.,47,139,RUS,2013,88,198,Right,CAN,2006,79,183,Right,Yes,-92,High,Yes
2018,Garcia-Lopez G.,Paire B.,71,42,ESP,2002,80,185,Right,FRA,2007,80,196,Right,No,29,Low,Yes
2018,Chung H.,Zverev M.,58,35,KOR,2014,87,188,Right,GER,2005,88,191,Left,No,23,Low,No
2018,Berdych T.,De Minaur A.,20,127,CZE,2002,91,196,Right,AUS,2015,69,180,Right,Yes,-107,High,Yes
2018,Federer R.,Bedene A.,2,51,SUI,1998,85,185,Right,GBR,2008,72,183,Right,Yes,-49,Medium,Yes
2018,Thiem D.,Pella G.,5,56,AUT,2011,82,185,Right,ARG,2007,83,185,Left,Yes,-51,Medium,No
2018,Del Potro J.M.,Tiafoe F.,10,81,ARG,2005,97,198,Right,USA,2015,77,188,Right,Yes,-71,Medium,Yes
2018,Basilashvili N.,Bemelmans R.,61,117,GEO,2008,79,185,Right,BEL,2006,75,183,Left,Yes,-56,Medium,No
2018,Muller G.,Jaziri M.,28,100,LUX,2001,89,193,Left,TUN,2003,82,185,Right,Yes,-72,Medium,No
2018,Seppi A.,Nishioka Y.,76,168,ITA,2002,75,191,Right,JPN,2014,64,170,Left,Yes,-92,High,No
2018,Carreno Busta P.,Simon G.,11,57,ESP,2009,78,188,Right,FRA,2002,70,183,Right,Yes,-46,Medium,Yes
2018,Tsonga J.W.,Shapovalov D.,15,50,FRA,2004,91,188,Right,CAN,2016,76,183,Left,Yes,-35,Medium,No
2018,Edmund K.,Istomin D.,49,60,GBR,2012,83,188,Right,UZB,2004,88,188,Right,Yes,-11,Low,Yes
2018,Karlovic I.,Sugita Y.,89,41,CRO,2000,104,211,Right,JPN,2006,70,175,Right,No,48,Medium,Yes
2018,Cilic M.,Sousa J.,6,70,CRO,2005,89,198,Right,POR,2008,74,185,Right,Yes,-64,Medium,Yes
2018,Dzumhur D.,Millman J.,30,122,BIH,2011,70,175,Right,AUS,2006,79,183,Right,Yes,-92,High,Yes
2018,Harrison R.,Cuevas P.,45,34,USA,2007,84,185,Right,URU,2004,80,180,Right,No,11,Low,Yes
2018,Nadal R.,Mayer L.,1,52,ESP,2001,85,185,Left,ARG,2003,80,191,Right,Yes,-51,Medium,No
2018,Schwartzman D.,Ruud C.,26,138,ARG,2010,64,170,Right,NOR,2015,77,183,Right,Yes,-112,High,Yes
2018,Rublev A.,Baghdatis M.,32,123,RUS,2014,68,188,Right,CYP,2003,82,178,Right,Yes,-91,High,Yes
2018,Kyrgios N.,Troicki V.,17,65,AUS,2013,85,193,Right,SRB,2006,86,193,Right,Yes,-48,Medium,Yes
2018,Dimitrov G.,Mcdonald M.,3,186,BUL,2008,80,191,Right,USA,2016,73,178,Right,Yes,-183,High,Yes
2018,Dolgopolov O.,Ebden M.,37,78,UKR,2006,71,180,Right,AUS,2006,80,188,Right,Yes,-41,Medium,Yes
2018,Fucsovics M.,Querrey S.,80,13,HUN,2010,82,188,Right,USA,2006,95,198,Right,No,67,Medium,Yes
2018,Ramos-Vinolas A.,Smyczek T.,22,131,ESP,2007,80,188,Left,USA,2006,73,175,Right,Yes,-109,High,No
2018,Thiem D.,Kudla D.,5,190,AUT,2011,82,185,Right,USA,2010,75,180,Right,Yes,-185,High,Yes
2018,Kicker N.,Lacko L.,93,86,ARG,2009,75,178,Right,SVK,2005,85,185,Right,No,7,Low,Yes
2018,Berdych T.,Garcia-Lopez G.,20,71,CZE,2002,91,196,Right,ESP,2002,80,185,Right,Yes,-51,Medium,Yes
2018,Mannarino A.,Vesely J.,27,64,FRA,2004,70,180,Left,CZE,2009,92,198,Left,Yes,-37,Medium,Yes
2018,Fognini F.,Donskoy E.,25,72,ITA,2004,74,178,Right,RUS,2007,74,185,Right,Yes,-47,Medium,Yes
2018,Del Potro J.M.,Khachanov K.,10,47,ARG,2005,97,198,Right,RUS,2013,88,198,Right,Yes,-37,Medium,Yes
2018,Djokovic N.,Monfils G.,14,39,SRB,2003,77,188,Right,FRA,2004,80,193,Right,Yes,-25,Low,Yes
2018,Benneteau J.,Goffin D.,59,7,FRA,2000,79,185,Right,BEL,2009,68,180,Right,No,52,Medium,Yes
2018,Chung H.,Medvedev D.,58,53,KOR,2014,87,188,Right,RUS,2014,81,198,Right,No,5,Low,Yes
2018,Gasquet R.,Sonego L.,31,219,FRA,2002,75,185,Right,ITA,2013,76,191,Right,Yes,-188,High,Yes
2018,Marterer M.,Verdasco F.,94,40,GER,2015,84,191,Left,ESP,2001,87,185,Left,No,54,Medium,Yes
2018,Zverev A.,Gojowczyk P.,4,62,GER,2013,86,198,Right,GER,2006,83,188,Right,Yes,-58,Medium,Yes
2018,Sandgren T.,Wawrinka S.,97,8,USA,2011,87,188,Right,SUI,2002,81,183,Right,No,89,High,Yes
2018,Federer R.,Struff J.L.,2,55,SUI,1998,85,185,Right,GER,2009,87,196,Right,Yes,-53,Medium,Yes
2018,Edmund K.,Basilashvili N.,49,61,GBR,2012,83,188,Right,GEO,2008,79,185,Right,Yes,-12,Low,Yes
2018,Carreno Busta P.,Muller G.,11,28,ESP,2009,78,188,Right,LUX,2001,89,193,Left,Yes,-17,Low,No
2018,Dimitrov G.,Rublev A.,3,32,BUL,2008,80,191,Right,RUS,2014,68,188,Right,Yes,-29,Low,Yes
2018,Seppi A.,Karlovic I.,76,89,ITA,2002,75,191,Right,CRO,2000,104,211,Right,Yes,-13,Low,Yes
2018,Schwartzman D.,Dolgopolov O.,26,37,ARG,2010,64,170,Right,UKR,2006,71,180,Right,Yes,-11,Low,Yes
2018,Kyrgios N.,Tsonga J.W.,17,15,AUS,2013,85,193,Right,FRA,2004,91,188,Right,No,2,Low,Yes
2018,Nadal R.,Dzumhur D.,1,30,ESP,2001,85,185,Left,BIH,2011,70,175,Right,Yes,-29,Low,No
2018,Cilic M.,Harrison R.,6,45,CRO,2005,89,198,Right,USA,2007,84,185,Right,Yes,-39,Medium,Yes
2018,Sandgren T.,Marterer M.,97,94,USA,2011,87,188,Right,GER,2015,84,191,Left,No,3,Low,No
2018,Thiem D.,Mannarino A.,5,27,AUT,2011,82,185,Right,FRA,2004,70,180,Left,Yes,-22,Low,No
2018,Fognini F.,Benneteau J.,25,59,ITA,2004,74,178,Right,FRA,2000,79,185,Right,Yes,-34,Medium,Yes
2018,Chung H.,Zverev A.,58,4,KOR,2014,87,188,Right,GER,2013,86,198,Right,No,54,Medium,Yes
2018,Fucsovics M.,Kicker N.,80,93,HUN,2010,82,188,Right,ARG,2009,75,178,Right,Yes,-13,Low,Yes
2018,Berdych T.,Del Potro J.M.,20,10,CZE,2002,91,196,Right,ARG,2005,97,198,Right,No,10,Low,Yes
2018,Djokovic N.,Ramos-Vinolas A.,14,22,SRB,2003,77,188,Right,ESP,2007,80,188,Left,Yes,-8,Low,No
2018,Federer R.,Gasquet R.,2,31,SUI,1998,85,185,Right,FRA,2002,75,185,Right,Yes,-29,Low,Yes
2018,Cilic M.,Carreno Busta P.,6,11,CRO,2005,89,198,Right,ESP,2009,78,188,Right,Yes,-5,Low,Yes
2018,Nadal R.,Schwartzman D.,1,26,ESP,2001,85,185,Left,ARG,2010,64,170,Right,Yes,-25,Low,No
2018,Edmund K.,Seppi A.,49,76,GBR,2012,83,188,Right,ITA,2002,75,191,Right,Yes,-27,Low,Yes
2018,Dimitrov G.,Kyrgios N.,3,17,BUL,2008,80,191,Right,AUS,2013,85,193,Right,Yes,-14,Low,Yes
2018,Berdych T.,Fognini F.,20,25,CZE,2002,91,196,Right,ITA,2004,74,178,Right,Yes,-5,Low,Yes
2018,Federer R.,Fucsovics M.,2,80,SUI,1998,85,185,Right,HUN,2010,82,188,Right,Yes,-78,High,Yes
2018,Sandgren T.,Thiem D.,97,5,USA,2011,87,188,Right,AUT,2011,82,185,Right,No,92,High,Yes
2018,Chung H.,Djokovic N.,58,14,KOR,2014,87,188,Right,SRB,2003,77,188,Right,No,44,Medium,Yes
2018,Edmund K.,Dimitrov G.,49,3,GBR,2012,83,188,Right,BUL,2008,80,191,Right,No,46,Medium,Yes
2018,Cilic M.,Nadal R.,6,1,CRO,2005,89,198,Right,ESP,2001,85,185,Left,No,5,Low,No
2018,Chung H.,Sandgren T.,58,97,KOR,2014,87,188,Right,USA,2011,87,188,Right,Yes,-39,Medium,Yes
2018,Federer R.,Berdych T.,2,20,SUI,1998,85,185,Right,CZE,2002,91,196,Right,Yes,-18,Low,Yes
2018,Cilic M.,Edmund K.,6,49,CRO,2005,89,198,Right,GBR,2012,83,188,Right,Yes,-43,Medium,Yes
2018,Federer R.,Chung H.,2,58,SUI,1998,85,185,Right,KOR,2014,87,188,Right,Yes,-56,Medium,Yes
2018,Federer R.,Cilic M.,2,6,SUI,1998,85,185,Right,CRO,2005,89,198,Right,Yes,-4,Low,Yes
2017,De Minaur A.,Melzer G.,301,87,AUS,2015,69,180,Right,AUT,2007,80,188,Left,No,214,High,No
2017,Chardy J.,Almagro N.,72,42,FRA,2005,75,188,Right,ESP,2003,86,183,Right,No,30,Low,Yes
2017,Troicki V.,Dzumhur D.,35,78,SRB,2006,86,193,Right,BIH,2011,70,175,Right,Yes,-43,Medium,Yes
2017,Estrella Burgos V.,Bedene A.,103,109,DOM,2002,77,170,Right,GBR,2008,72,183,Right,Yes,-6,Low,Yes
2017,Harrison R.,Mahut N.,82,41,USA,2007,84,185,Right,FRA,2000,80,191,Right,No,41,Medium,Yes
2017,Nishikori K.,Kuznetsov An.,5,45,JPN,2007,75,178,Right,RUS,2008,70,183,Right,Yes,-40,Medium,Yes
2017,Zverev M.,Garcia-Lopez G.,50,74,GER,2005,88,191,Left,ESP,2002,80,185,Right,Yes,-24,Low,No
2017,Querrey S.,Halys Q.,32,155,USA,2006,95,198,Right,FRA,2012,78,191,Right,Yes,-123,High,Yes
2017,Berdych T.,Vanni L.,10,157,CZE,2002,91,196,Right,ITA,2006,94,198,Right,Yes,-147,High,Yes
2017,Tomic B.,Bellucci T.,27,62,AUS,2008,91,196,Right,BRA,2005,82,188,Left,Yes,-35,Medium,No
2017,Rublev A.,Lu Y.H.,152,60,RUS,2014,68,188,Right,TPE,2001,74,180,Right,No,92,High,Yes
2017,Isner J.,Kravchuk K.,19,88,USA,2007,108,208,Right,RUS,2004,80,191,Right,Yes,-69,Medium,Yes
2017,Cilic M.,Janowicz J.,7,273,CRO,2005,89,198,Right,POL,2007,94,203,Right,Yes,-266,High,Yes
2017,Jaziri M.,Soeda G.,56,139,TUN,2003,82,185,Right,JPN,2003,73,178,Right,Yes,-83,High,Yes
2017,Murray A.,Marchenko I.,1,95,GBR,2005,84,191,Right,UKR,2006,82,185,Right,Yes,-94,High,Yes
2017,Lajovic D.,Robert S.,94,55,SRB,2007,78,183,Right,FRA,2001,77,185,Right,No,39,Medium,Yes
2017,Schwartzman D.,Cuevas P.,54,22,ARG,2010,64,170,Right,URU,2004,80,180,Right,No,32,Medium,Yes
2017,Lacko L.,Ramos-Vinolas A.,121,26,SVK,2005,85,185,Right,ESP,2007,80,188,Left,No,95,High,No
2017,Khachanov K.,Mannarino A.,52,61,RUS,2013,88,198,Right,FRA,2004,70,180,Left,Yes,-9,Low,No
2017,Lorenzi P.,Duckworth J.,43,107,ITA,2003,77,183,Right,AUS,2010,82,183,Right,Yes,-64,Medium,Yes
2017,Seppi A.,Mathieu P.H.,89,75,ITA,2002,75,191,Right,FRA,1999,74,185,Right,No,14,Low,Yes
2017,Rubin N.,Fratangelo B.,200,113,USA,2015,68,175,Right,USA,2012,79,183,Right,No,87,High,Yes
2017,Bublik A.,Pouille L.,207,16,KAZ,2014,76,196,Right,FRA,2012,81,185,Right,No,191,High,Yes
2017,Sela D.,Granollers M.,67,38,ISR,2002,65,175,Right,ESP,2003,77,191,Right,No,29,Low,Yes
2017,Evans D.,Bagnis F.,51,65,GBR,2006,75,175,Right,ARG,2008,82,183,Left,Yes,-14,Low,No
2017,Tsonga J.W.,Monteiro T.,12,83,FRA,2004,91,188,Right,BRA,2011,78,183,Left,Yes,-71,Medium,No
2017,Sock J.,Herbert P.H.,20,73,USA,2011,84,191,Right,FRA,2010,79,188,Right,Yes,-53,Medium,Yes
2017,Johnson S.,Delbonis F.,30,44,USA,2012,86,188,Right,ARG,2007,88,191,Left,Yes,-14,Low,No
2017,Kyrgios N.,Elias G.,13,77,AUS,2013,85,193,Right,POR,2008,76,183,Right,Yes,-64,Medium,Yes
2017,Wawrinka S.,Klizan M.,4,34,SUI,2002,81,183,Right,SVK,2007,80,191,Left,Yes,-30,Low,No
2017,Darcis S.,Groth S.,71,162,BEL,2003,77,178,Right,AUS,2006,100,193,Right,Yes,-91,High,Yes
2017,Federer R.,Melzer J.,17,300,SUI,1998,85,185,Right,AUT,1999,81,183,Left,Yes,-283,High,No
2017,Kohlschreiber P.,Basilashvili N.,33,92,GER,2001,70,178,Right,GEO,2008,79,185,Right,Yes,-59,Medium,Yes
2017,Dutra Silva R.,Donaldson J.,439,101,BRA,2003,73,178,Right,USA,2014,75,188,Right,No,338,High,Yes
2017,Young D.,Fabbiano T.,85,141,USA,2004,79,183,Left,ITA,2005,69,173,Right,Yes,-56,Medium,No
2017,Simon G.,Mmoh M.,25,190,FRA,2002,70,183,Right,USA,2016,85,185,Right,Yes,-165,High,Yes
2017,Zverev A.,Haase R.,24,57,GER,2013,86,198,Right,NED,2005,71,191,Right,Yes,-33,Medium,Yes
2017,Berlocq C.,Albot R.,90,96,ARG,2001,81,183,Right,MDA,2008,69,175,Right,Yes,-6,Low,Yes
2017,Nishioka Y.,Bolt A.,99,632,JPN,2014,64,170,Left,AUS,2011,84,183,Left,Yes,-533,High,Yes
2017,Raonic M.,Brown D.,3,66,CAN,2008,98,196,Right,GER,2002,78,196,Right,Yes,-63,Medium,Yes
2017,Goffin D.,Opelka R.,11,208,BEL,2009,68,180,Right,USA,2015,100,211,Right,Yes,-197,High,Yes
2017,Tiafoe F.,Kukushkin M.,108,98,USA,2015,77,188,Right,KAZ,2006,72,183,Right,No,10,Low,Yes
2017,Carreno Busta P.,Polansky P.,31,132,ESP,2009,78,188,Right,CAN,2006,79,183,Right,Yes,-101,High,Yes
2017,Nadal R.,Mayer F.,9,49,ESP,2001,85,185,Left,GER,2001,82,191,Right,Yes,-40,Medium,No
2017,Edmund K.,Giraldo S.,46,91,GBR,2012,83,188,Right,COL,2004,75,188,Right,Yes,-45,Medium,Yes
2017,Baghdatis M.,Youzhny M.,36,70,CYP,2003,82,178,Right,RUS,1999,73,183,Right,Yes,-34,Medium,Yes
2017,Thiem D.,Struff J.L.,8,58,AUT,2011,82,185,Right,GER,2009,87,196,Right,Yes,-50,Medium,Yes
2017,Muller G.,Fritz T.,28,93,LUX,2001,89,193,Left,USA,2015,84,193,Right,Yes,-65,Medium,No
2017,Whittington A.,Pavlasek A.,194,86,AUS,2012,82,188,Right,CZE,2012,76,185,Right,No,108,High,Yes
2017,Bautista Agut R.,Pella G.,14,81,ESP,2005,76,183,Right,ARG,2007,83,185,Left,Yes,-67,Medium,No
2017,Gasquet R.,Mott B.,18,287,FRA,2002,75,185,Right,NA,NA,NA,NA,NA,Yes,-269,High,NA
2017,Dolgopolov O.,Coric B.,69,59,UKR,2006,71,180,Right,CRO,2013,79,185,Right,No,10,Low,Yes
2017,Thompson J.,Sousa J.,76,37,AUS,2013,73,183,Right,POR,2008,74,185,Right,No,39,Medium,Yes
2017,Stepanek R.,Tursunov D.,102,405,CZE,1996,76,185,Right,RUS,2000,82,185,Right,Yes,-303,High,Yes
2017,Karlovic I.,Zeballos H.,21,68,CRO,2000,104,211,Right,ARG,2003,83,188,Left,Yes,-47,Medium,No
2017,Escobedo E.,Medvedev D.,131,63,USA,2014,82,185,Right,RUS,2014,81,198,Right,No,68,Medium,Yes
2017,Chung H.,Olivo R.,105,79,KOR,2014,87,188,Right,ARG,2009,73,180,Right,No,26,Low,Yes
2017,Ferrer D.,Jasika O.,23,290,ESP,2000,73,175,Right,AUS,2014,60,183,Left,Yes,-267,High,No
2017,Paire B.,Haas T.,47,NA,FRA,2007,80,196,Right,GER,1996,84,188,Right,NA,NA,NA,Yes
