Year,Winner,Loser,WRank,LRank,pl1_flag,pl1_year_pro,pl1_weight,pl1_height,pl1_hand,pl2_flag,pl2_year_pro,pl2_weight,pl2_height,pl2_hand,higher_rank_won,rank_diff,rank_diff_cat,same_handedness
2011,Russell M.,Ebden M.,100,185,USA,1998,70,173,Right,AUS,2006,80,188,Right,Yes,-85,High,Yes
2011,Schwank E.,Mayer L.,86,36,ARG,2005,83,183,Right,ARG,2003,80,191,Right,No,50,Medium,Yes
2011,Tomic B.,Chardy J.,199,44,AUS,2008,91,196,Right,FRA,2005,75,188,Right,No,155,High,Yes
2011,Youzhny M.,Ilhan M.,10,87,RUS,1999,73,183,Right,TUR,2006,80,191,Right,Yes,-77,High,Yes
2011,Garcia-Lopez G.,Berrer M.,32,61,ESP,2002,80,185,Right,GER,1999,100,193,Left,Yes,-29,Low,No
2011,Lopez F.,Falla A.,31,103,ESP,1997,73,185,Left,COL,2000,77,185,Left,Yes,-72,Medium,Yes
2011,Kavcic B.,Anderson K.,98,56,SLO,2005,78,188,Right,RSA,2007,93,203,Right,No,42,Medium,Yes
2011,Bellucci T.,Mello R.,30,77,BRA,2005,82,188,Left,BRA,1999,73,175,Left,Yes,-47,Medium,Yes
2011,Nadal R.,Daniel M.,1,93,ESP,2001,85,185,Left,BRA,1997,79,180,Right,Yes,-92,High,No
2011,Hernych J.,Istomin D.,241,41,CZE,1998,83,188,Right,UZB,2004,88,188,Right,No,200,High,Yes
2011,Cilic M.,Young D.,15,129,CRO,2005,89,198,Right,USA,2004,79,183,Left,Yes,-114,High,No
2011,Melzer J.,Millot V.,11,160,AUT,1999,81,183,Left,FRA,2007,75,173,Left,Yes,-149,High,Yes
2011,Dolgopolov O.,Kukushkin M.,46,63,UKR,2006,71,180,Right,KAZ,2006,72,183,Right,Yes,-17,Low,Yes
2011,Riba P.,Ball C.,71,158,ESP,2004,78,183,Right,AUS,2005,91,198,Left,Yes,-87,High,No
2011,Ferrer D.,Nieminen J.,7,40,ESP,2000,73,175,Right,FIN,2000,78,185,Left,Yes,-33,Medium,No
2011,Giraldo S.,Machado R.,59,90,COL,2004,75,188,Right,POR,2002,70,178,Right,Yes,-31,Medium,Yes
2011,Del Potro J.M.,Sela D.,236,92,ARG,2005,97,198,Right,ISR,2002,65,175,Right,No,144,High,Yes
2011,Sweeting R.,Gimeno-Traver D.,116,60,USA,2007,83,196,Right,ESP,2004,80,183,Right,No,56,Medium,Yes
2011,Murray A.,Beck K.,5,101,GBR,2005,84,191,Right,SVK,2001,74,180,Right,Yes,-96,High,Yes
2011,Marchenko I.,Ramirez-Hidalgo R.,79,76,UKR,2006,82,185,Right,ESP,1998,74,183,Right,No,3,Low,Yes
2011,Muller G.,Stadler S.,122,288,LUX,2001,89,193,Left,NA,NA,NA,NA,NA,Yes,-166,High,NA
2011,Isner J.,Serra F.,20,69,USA,2007,108,208,Right,FRA,2000,78,180,Right,Yes,-49,Medium,Yes
2011,Baghdatis M.,Zemlja G.,22,141,CYP,2003,82,178,Right,SLO,2004,81,183,Right,Yes,-119,High,Yes
2011,Becker B.,Gulbis E.,55,23,GER,2005,72,178,Right,LAT,2004,88,193,Right,No,32,Medium,Yes
2011,Stepanek R.,Gremelmayr D.,66,120,CZE,1996,76,185,Right,GER,2000,73,183,Left,Yes,-54,Medium,No
2011,Soderling R.,Starace P.,4,48,SWE,2001,87,193,Right,ITA,2001,84,188,Right,Yes,-44,Medium,Yes
2011,Raonic M.,Phau B.,152,85,CAN,2008,98,196,Right,GER,1999,70,175,Right,No,67,Medium,Yes
2011,Berankis R.,Matosevic M.,95,138,LTU,2007,70,175,Right,AUS,2003,86,193,Right,Yes,-43,Medium,Yes
2011,Seppi A.,Clement A.,51,113,ITA,2002,75,191,Right,FRA,1996,74,173,Right,Yes,-62,Medium,Yes
2011,Llodra M.,Chela J.I.,24,39,FRA,1999,80,191,Left,ARG,1998,75,191,Right,Yes,-15,Low,No
2011,Tsonga J.W.,Petzschner P.,13,57,FRA,2004,91,188,Right,GER,2001,77,185,Right,Yes,-44,Medium,Yes
2011,Nalbandian D.,Hewitt L.,21,54,ARG,2000,79,180,Right,AUS,1998,77,178,Right,Yes,-33,Medium,Yes
2011,Nishikori K.,Mayer F.,82,36,JPN,2007,75,178,Right,GER,2001,82,191,Right,No,46,Medium,Yes
2011,Berdych T.,Kohlschreiber P.,6,35,CZE,2002,91,196,Right,GER,2001,70,178,Right,Yes,-29,Low,Yes
2011,Robredo T.,Fish M.,52,17,ESP,1998,75,180,Right,USA,2000,82,188,Right,No,35,Medium,Yes
2011,Stakhovsky S.,Kubot L.,43,72,UKR,2003,80,193,Right,POL,2002,86,191,Right,Yes,-29,Low,Yes
2011,Roddick A.,Kunitsyn I.,8,99,USA,2000,88,188,Right,RUS,1999,75,180,Right,Yes,-91,High,Yes
2011,Verdasco F.,Tipsarevic J.,9,49,ESP,2001,87,185,Left,SRB,2002,80,180,Right,Yes,-40,Medium,No
2011,Ljubicic I.,Paire B.,16,145,CRO,1998,92,193,Right,FRA,2007,80,196,Right,Yes,-129,High,Yes
2011,Gasquet R.,Mannarino A.,33,74,FRA,2002,75,185,Right,FRA,2004,70,180,Left,Yes,-41,Medium,No
2011,Haase R.,Monaco J.,62,28,NED,2005,71,191,Right,ARG,2002,81,185,Right,No,34,Medium,Yes
2011,Almagro N.,Andreev I.,14,75,ESP,2003,86,183,Right,RUS,2002,80,185,Right,Yes,-61,Medium,Yes
2011,Malisse X.,Montanes A.,45,26,BEL,1998,83,185,Right,ESP,1999,70,175,Right,No,19,Low,Yes
2011,Troicki V.,Mahut N.,27,132,SRB,2006,86,193,Right,FRA,2000,80,191,Right,Yes,-105,High,Yes
2011,Wawrinka S.,Dimitrov G.,19,105,SUI,2002,81,183,Right,BUL,2008,80,191,Right,Yes,-86,High,Yes
2011,Djokovic N.,Dodig I.,3,81,SRB,2003,77,188,Right,CRO,2004,83,183,Right,Yes,-78,High,Yes
2011,Monfils G.,Gil F.,12,91,FRA,2004,80,193,Right,POR,2003,78,173,Right,Yes,-79,High,Yes
2011,Federer R.,Simon G.,2,34,SUI,1998,85,185,Right,FRA,2002,70,183,Right,Yes,-32,Medium,Yes
2011,Dolgopolov O.,Becker B.,46,55,UKR,2006,71,180,Right,GER,2005,72,178,Right,Yes,-9,Low,Yes
2011,Raonic M.,Llodra M.,152,24,CAN,2008,98,196,Right,FRA,1999,80,191,Left,No,128,High,No
2011,Nadal R.,Sweeting R.,1,116,ESP,2001,85,185,Left,USA,2007,83,196,Right,Yes,-115,High,No
2011,Youzhny M.,Kavcic B.,10,98,RUS,1999,73,183,Right,SLO,2005,78,188,Right,Yes,-88,High,Yes
2011,Tomic B.,Lopez F.,199,31,AUS,2008,91,196,Right,ESP,1997,73,185,Left,No,168,High,No
2011,Garcia-Lopez G.,Schwank E.,32,86,ESP,2002,80,185,Right,ARG,2005,83,183,Right,Yes,-54,Medium,Yes
2011,Hernych J.,Bellucci T.,241,30,CZE,1998,83,188,Right,BRA,2005,82,188,Left,No,211,High,No
2011,Cilic M.,Giraldo S.,15,59,CRO,2005,89,198,Right,COL,2004,75,188,Right,Yes,-44,Medium,Yes
2011,Tsonga J.W.,Seppi A.,13,51,FRA,2004,91,188,Right,ITA,2002,75,191,Right,Yes,-38,Medium,Yes
2011,Ferrer D.,Russell M.,7,100,ESP,2000,73,175,Right,USA,1998,70,173,Right,Yes,-93,High,Yes
2011,Isner J.,Stepanek R.,20,66,USA,2007,108,208,Right,CZE,1996,76,185,Right,Yes,-46,Medium,Yes
2011,Melzer J.,Riba P.,11,71,AUT,1999,81,183,Left,ESP,2004,78,183,Right,Yes,-60,Medium,No
2011,Soderling R.,Muller G.,4,122,SWE,2001,87,193,Right,LUX,2001,89,193,Left,Yes,-118,High,No
2011,Berankis R.,Nalbandian D.,95,21,LTU,2007,70,175,Right,ARG,2000,79,180,Right,No,74,Medium,Yes
2011,Murray A.,Marchenko I.,5,79,GBR,2005,84,191,Right,UKR,2006,82,185,Right,Yes,-74,Medium,Yes
2011,Baghdatis M.,Del Potro J.M.,22,236,CYP,2003,82,178,Right,ARG,2005,97,198,Right,Yes,-214,High,Yes
2011,Almagro N.,Ljubicic I.,14,16,ESP,2003,86,183,Right,CRO,1998,92,193,Right,Yes,-2,Low,Yes
2011,Djokovic N.,Troicki V.,3,27,SRB,2003,77,188,Right,SRB,2006,86,193,Right,Yes,-24,Low,Yes
2011,Roddick A.,Haase R.,8,62,USA,2000,88,188,Right,NED,2005,71,191,Right,Yes,-54,Medium,Yes
2011,Robredo T.,Stakhovsky S.,52,43,ESP,1998,75,180,Right,UKR,2003,80,193,Right,No,9,Low,Yes
2011,Berdych T.,Gasquet R.,6,33,CZE,2002,91,196,Right,FRA,2002,75,185,Right,Yes,-27,Low,Yes
2011,Federer R.,Malisse X.,2,45,SUI,1998,85,185,Right,BEL,1998,83,185,Right,Yes,-43,Medium,Yes
2011,Wawrinka S.,Monfils G.,19,12,SUI,2002,81,183,Right,FRA,2004,80,193,Right,No,7,Low,Yes
2011,Verdasco F.,Nishikori K.,9,82,ESP,2001,87,185,Left,JPN,2007,75,178,Right,Yes,-73,Medium,No
2011,Soderling R.,Hernych J.,4,241,SWE,2001,87,193,Right,CZE,1998,83,188,Right,Yes,-237,High,Yes
2011,Raonic M.,Youzhny M.,152,10,CAN,2008,98,196,Right,RUS,1999,73,183,Right,No,142,High,Yes
2011,Dolgopolov O.,Tsonga J.W.,46,13,UKR,2006,71,180,Right,FRA,2004,91,188,Right,No,33,Medium,Yes
2011,Ferrer D.,Berankis R.,7,95,ESP,2000,73,175,Right,LTU,2007,70,175,Right,Yes,-88,High,Yes
2011,Murray A.,Garcia-Lopez G.,5,32,GBR,2005,84,191,Right,ESP,2002,80,185,Right,Yes,-27,Low,Yes
2011,Cilic M.,Isner J.,15,20,CRO,2005,89,198,Right,USA,2007,108,208,Right,Yes,-5,Low,Yes
2011,Melzer J.,Baghdatis M.,11,22,AUT,1999,81,183,Left,CYP,2003,82,178,Right,Yes,-11,Low,No
2011,Nadal R.,Tomic B.,1,199,ESP,2001,85,185,Left,AUS,2008,91,196,Right,Yes,-198,High,No
2011,Djokovic N.,Almagro N.,3,14,SRB,2003,77,188,Right,ESP,2003,86,183,Right,Yes,-11,Low,Yes
2011,Federer R.,Robredo T.,2,52,SUI,1998,85,185,Right,ESP,1998,75,180,Right,Yes,-50,Medium,Yes
2011,Berdych T.,Verdasco F.,6,9,CZE,2002,91,196,Right,ESP,2001,87,185,Left,Yes,-3,Low,No
2011,Wawrinka S.,Roddick A.,19,8,SUI,2002,81,183,Right,USA,2000,88,188,Right,No,11,Low,Yes
2011,Dolgopolov O.,Soderling R.,46,4,UKR,2006,71,180,Right,SWE,2001,87,193,Right,No,42,Medium,Yes
2011,Murray A.,Melzer J.,5,11,GBR,2005,84,191,Right,AUT,1999,81,183,Left,Yes,-6,Low,No
2011,Ferrer D.,Raonic M.,7,152,ESP,2000,73,175,Right,CAN,2008,98,196,Right,Yes,-145,High,Yes
2011,Nadal R.,Cilic M.,1,15,ESP,2001,85,185,Left,CRO,2005,89,198,Right,Yes,-14,Low,No
2011,Federer R.,Wawrinka S.,2,19,SUI,1998,85,185,Right,SUI,2002,81,183,Right,Yes,-17,Low,Yes
2011,Djokovic N.,Berdych T.,3,6,SRB,2003,77,188,Right,CZE,2002,91,196,Right,Yes,-3,Low,Yes
2011,Murray A.,Dolgopolov O.,5,46,GBR,2005,84,191,Right,UKR,2006,71,180,Right,Yes,-41,Medium,Yes
2011,Ferrer D.,Nadal R.,7,1,ESP,2000,73,175,Right,ESP,2001,85,185,Left,No,6,Low,No
2011,Djokovic N.,Federer R.,3,2,SRB,2003,77,188,Right,SUI,1998,85,185,Right,No,1,Low,Yes
2011,Murray A.,Ferrer D.,5,7,GBR,2005,84,191,Right,ESP,2000,73,175,Right,Yes,-2,Low,Yes
2011,Djokovic N.,Murray A.,3,5,SRB,2003,77,188,Right,GBR,2005,84,191,Right,Yes,-2,Low,Yes
2010,Gonzalez F.,Rochus O.,11,59,CHI,1999,82,183,Right,BEL,1999,65,168,Right,Yes,-48,Medium,Yes
2010,Ljubicic I.,Kubler J.,24,86,CRO,1998,92,193,Right,AUS,2011,74,178,Right,Yes,-62,Medium,Yes
2010,Karlovic I.,Stepanek R.,39,13,CRO,2000,104,211,Right,CZE,1996,76,185,Right,No,26,Low,Yes
2010,Mayer F.,Petzschner P.,60,81,GER,2001,82,191,Right,GER,2001,77,185,Right,Yes,-21,Low,Yes
2010,Odesnik W.,Kavcic B.,89,124,USA,2004,77,180,Left,SLO,2005,78,188,Right,Yes,-35,Medium,No
2010,Roddick A.,De Bakker T.,7,80,USA,2000,88,188,Right,NED,2005,83,193,Right,Yes,-73,Medium,Yes
2010,Golubev A.,Fish M.,131,54,KAZ,2005,79,183,Right,USA,2000,82,188,Right,No,77,High,Yes
2010,Murray A.,Anderson K.,4,148,GBR,2005,84,191,Right,RSA,2007,93,203,Right,Yes,-144,High,Yes
2010,Del Potro J.M.,Russell M.,5,90,ARG,2005,97,198,Right,USA,1998,70,173,Right,Yes,-85,High,Yes
2010,Tomic B.,Rufin G.,289,173,AUS,2008,91,196,Right,FRA,2008,82,188,Right,No,116,High,Yes
2010,Nadal R.,Luczak P.,2,70,ESP,2001,85,185,Left,AUS,2000,77,183,Right,Yes,-68,Medium,No
2010,Verdasco F.,Ball C.,9,129,ESP,2001,87,185,Left,AUS,2005,91,198,Left,Yes,-120,High,Yes
2010,Korolev E.,Brands D.,53,91,KAZ,2005,82,185,Right,GER,2005,92,196,Right,Yes,-38,Medium,Yes
2010,Berdych T.,Haase R.,21,390,CZE,2002,91,196,Right,NED,2005,71,191,Right,Yes,-369,High,Yes
2010,Sorensen L.,Lu Y.H.,284,101,IRL,2003,78,175,Right,TPE,2001,74,180,Right,No,183,High,Yes
2010,Isner J.,Seppi A.,28,49,USA,2007,108,208,Right,ITA,2002,75,191,Right,Yes,-21,Low,Yes
2010,Sergeyev I.,Sela D.,209,41,UKR,2003,78,175,Right,ISR,2002,65,175,Right,No,168,High,Yes
2010,Monfils G.,Ebden M.,12,251,FRA,2004,80,193,Right,AUS,2006,80,188,Right,Yes,-239,High,Yes
2010,Lopez F.,Cuevas P.,46,48,ESP,1997,73,185,Left,URU,2004,80,180,Right,Yes,-2,Low,No
2010,Nieminen J.,Lindahl N.,132,235,FIN,2000,78,185,Left,NA,NA,NA,NA,NA,Yes,-103,High,NA
2010,Cilic M.,Santoro F.,14,67,CRO,2005,89,198,Right,FRA,1989,74,178,Right,Yes,-53,Medium,Yes
2010,Schuettler R.,Querrey S.,107,29,GER,1995,75,180,Right,USA,2006,95,198,Right,No,78,High,Yes
2010,Wawrinka S.,Garcia-Lopez G.,19,44,SUI,2002,81,183,Right,ESP,2002,80,185,Right,Yes,-25,Low,Yes
2010,Kunitsyn I.,Acasuso J.,100,51,RUS,1999,75,180,Right,ARG,1999,86,191,Right,No,49,Medium,Yes
2010,Davydenko N.,Kindlmann D.,6,175,RUS,1999,70,178,Right,NA,NA,NA,NA,NA,Yes,-169,High,NA
2010,Ilhan M.,Grosjean S.,154,564,TUR,2006,80,191,Right,FRA,1996,73,175,Right,Yes,-410,High,Yes
2010,Benneteau J.,Guez D.,43,133,FRA,2000,79,185,Right,FRA,1997,75,185,Right,Yes,-90,High,Yes
2010,Lacko L.,Mayer L.,75,69,SVK,2005,85,185,Right,ARG,2003,80,191,Right,No,6,Low,Yes
2010,Serra F.,Melzer J.,64,27,FRA,2000,78,180,Right,AUT,1999,81,183,Left,No,37,Medium,No
2010,Bellucci T.,Gabashvili T.,35,102,BRA,2005,82,188,Left,RUS,2001,83,188,Right,Yes,-67,Medium,No
2010,Blake J.,Clement A.,45,55,USA,1999,83,185,Right,FRA,1996,74,173,Right,Yes,-10,Low,Yes
2010,Granollers M.,Soderling R.,113,8,ESP,2003,77,191,Right,SWE,2001,87,193,Right,No,105,High,Yes
2010,Kohlschreiber P.,Zeballos H.,26,50,GER,2001,70,178,Right,ARG,2003,83,188,Left,Yes,-24,Low,No
2010,Gicquel M.,Bolelli S.,57,98,FRA,1999,75,188,Right,ITA,2003,83,183,Right,Yes,-41,Medium,Yes
2010,Federer R.,Andreev I.,1,37,SUI,1998,85,185,Right,RUS,2002,80,185,Right,Yes,-36,Medium,Yes
2010,Kubot L.,Zverev M.,86,78,POL,2002,86,191,Right,GER,2005,88,191,Left,No,8,Low,No
2010,Troicki V.,Lapentti N.,30,94,SRB,2006,86,193,Right,ECU,1995,86,188,Right,Yes,-64,Medium,Yes
2010,Giraldo S.,Robredo T.,114,16,COL,2004,75,188,Right,ESP,1998,75,180,Right,No,98,High,Yes
2010,Koubek S.,Ram R.,134,84,AUT,1994,68,175,Left,USA,2004,82,193,Right,No,50,Medium,No
2010,Veic A.,Koellerer D.,224,73,CRO,2006,74,180,Right,AUT,2002,80,180,Right,No,151,High,Yes
2010,Monaco J.,Gulbis E.,33,82,ARG,2002,81,185,Right,LAT,2004,88,193,Right,Yes,-49,Medium,Yes
2010,Marchenko I.,Moya C.,119,509,UKR,2006,82,185,Right,ESP,1995,86,191,Right,Yes,-390,High,Yes
2010,Haas T.,Greul S.,17,61,GER,1996,84,188,Right,GER,2000,80,185,Right,Yes,-44,Medium,Yes
2010,Tsonga J.W.,Stakhovsky S.,10,62,FRA,2004,91,188,Right,UKR,2003,80,193,Right,Yes,-52,Medium,Yes
2010,Baghdatis M.,Lorenzi P.,31,83,CYP,2003,82,178,Right,ITA,2003,77,183,Right,Yes,-52,Medium,Yes
2010,Ferrer D.,Gil F.,18,68,ESP,2000,73,175,Right,POR,2003,78,173,Right,Yes,-50,Medium,Yes
2010,Tipsarevic J.,Harrison R.,36,341,SRB,2002,80,180,Right,USA,2007,84,185,Right,Yes,-305,High,Yes
2010,Dodig I.,Ferrero J.C.,185,23,CRO,2004,83,183,Right,ESP,1998,73,183,Right,No,162,High,Yes
2010,Llodra M.,Vassallo-Arguello M.,72,96,FRA,1999,80,191,Left,ARG,1999,80,183,Right,Yes,-24,Low,No
2010,Falla A.,Daniel M.,77,88,COL,2000,77,185,Left,BRA,1997,79,180,Right,Yes,-11,Low,No
2010,Dent T.,Fognini F.,79,56,USA,1998,88,188,Right,ITA,2004,74,178,Right,No,23,Low,Yes
2010,Hajek J.,Ginepri R.,92,99,CZE,2000,80,180,Right,USA,2001,79,183,Right,Yes,-7,Low,Yes
2010,Hanescu V.,Chela J.I.,47,76,ROU,2000,88,198,Right,ARG,1998,75,191,Right,Yes,-29,Low,Yes
2010,Montanes A.,Hernandez O.,32,71,ESP,1999,70,175,Right,ESP,1998,70,180,Right,Yes,-39,Medium,Yes
2010,Becker B.,Zemlja G.,38,169,GER,2005,72,178,Right,SLO,2004,81,183,Right,Yes,-131,High,Yes
2010,Youzhny M.,Gasquet R.,20,52,RUS,1999,73,183,Right,FRA,2002,75,185,Right,Yes,-32,Medium,Yes
2010,Hewitt L.,Hocevar R.,22,194,AUS,1998,77,178,Right,BRA,2004,80,180,Right,Yes,-172,High,Yes
2010,Chiudinelli M.,Matosevic M.,58,180,SUI,2000,85,185,Right,AUS,2003,86,193,Right,Yes,-122,High,Yes
2010,Robert S.,Starace P.,104,63,FRA,2001,77,185,Right,ITA,2001,84,188,Right,No,41,Medium,Yes
2010,Young D.,Rochus C.,195,85,USA,2004,79,183,Left,BEL,1996,68,170,Right,No,110,High,No
2010,Djokovic N.,Gimeno-Traver D.,3,74,SRB,2003,77,188,Right,ESP,2004,80,183,Right,Yes,-71,Medium,Yes
2010,Berrer M.,Vliegen K.,66,112,GER,1999,100,193,Left,BEL,2001,75,193,Right,Yes,-46,Medium,No
2010,Istomin D.,Chardy J.,103,34,UZB,2004,88,188,Right,FRA,2005,75,188,Right,No,69,Medium,Yes
2010,Almagro N.,Malisse X.,25,93,ESP,2003,86,183,Right,BEL,1998,83,185,Right,Yes,-68,Medium,Yes
2010,Gonzalez F.,Ilhan M.,11,154,CHI,1999,82,183,Right,TUR,2006,80,191,Right,Yes,-143,High,Yes
2010,Roddick A.,Bellucci T.,7,35,USA,2000,88,188,Right,BRA,2005,82,188,Left,Yes,-28,Low,No
2010,Korolev E.,Berdych T.,53,21,KAZ,2005,82,185,Right,CZE,2002,91,196,Right,No,32,Medium,Yes
2010,Lopez F.,Schuettler R.,46,107,ESP,1997,73,185,Left,GER,1995,75,180,Right,Yes,-61,Medium,No
2010,Kohlschreiber P.,Odesnik W.,26,89,GER,2001,70,178,Right,USA,2004,77,180,Left,Yes,-63,Medium,No
2010,Nadal R.,Lacko L.,2,75,ESP,2001,85,185,Left,SVK,2005,85,185,Right,Yes,-73,Medium,No
2010,Isner J.,Sorensen L.,28,284,USA,2007,108,208,Right,IRL,2003,78,175,Right,Yes,-256,High,Yes
2010,Ljubicic I.,Golubev A.,24,131,CRO,1998,92,193,Right,KAZ,2005,79,183,Right,Yes,-107,High,Yes
2010,Wawrinka S.,Kunitsyn I.,19,100,SUI,2002,81,183,Right,RUS,1999,75,180,Right,Yes,-81,High,Yes
2010,Monfils G.,Veic A.,12,224,FRA,2004,80,193,Right,CRO,2006,74,180,Right,Yes,-212,High,Yes
2010,Mayer F.,Troicki V.,60,30,GER,2001,82,191,Right,SRB,2006,86,193,Right,No,30,Low,Yes
2010,Serra F.,Nieminen J.,64,132,FRA,2000,78,180,Right,FIN,2000,78,185,Left,Yes,-68,Medium,No
2010,Del Potro J.M.,Blake J.,5,45,ARG,2005,97,198,Right,USA,1999,83,185,Right,Yes,-40,Medium,Yes
2010,Karlovic I.,Benneteau J.,39,43,CRO,2000,104,211,Right,FRA,2000,79,185,Right,Yes,-4,Low,Yes
2010,Murray A.,Gicquel M.,4,57,GBR,2005,84,191,Right,FRA,1999,75,188,Right,Yes,-53,Medium,Yes
2010,Cilic M.,Tomic B.,14,289,CRO,2005,89,198,Right,AUS,2008,91,196,Right,Yes,-275,High,Yes
2010,Davydenko N.,Marchenko I.,6,119,RUS,1999,70,178,Right,UKR,2006,82,185,Right,Yes,-113,High,Yes
2010,Almagro N.,Becker B.,25,38,ESP,2003,86,183,Right,GER,2005,72,178,Right,Yes,-13,Low,Yes
2010,Istomin D.,Berrer M.,103,66,UZB,2004,88,188,Right,GER,1999,100,193,Left,No,37,Medium,No
2010,Baghdatis M.,Ferrer D.,31,18,CYP,2003,82,178,Right,ESP,2000,73,175,Right,No,13,Low,Yes
2010,Djokovic N.,Chiudinelli M.,3,58,SRB,2003,77,188,Right,SUI,2000,85,185,Right,Yes,-55,Medium,Yes
2010,Monaco J.,Llodra M.,33,72,ARG,2002,81,185,Right,FRA,1999,80,191,Left,Yes,-39,Medium,No
2010,Falla A.,Granollers M.,77,113,COL,2000,77,185,Left,ESP,2003,77,191,Right,Yes,-36,Medium,No
2010,Youzhny M.,Hajek J.,20,92,RUS,1999,73,183,Right,CZE,2000,80,180,Right,Yes,-72,Medium,Yes
2010,Kubot L.,Giraldo S.,86,114,POL,2002,86,191,Right,COL,2004,75,188,Right,Yes,-28,Low,Yes
2010,Haas T.,Tipsarevic J.,17,36,GER,1996,84,188,Right,SRB,2002,80,180,Right,Yes,-19,Low,Yes
2010,Koubek S.,Dodig I.,134,185,AUT,1994,68,175,Left,CRO,2004,83,183,Right,Yes,-51,Medium,No
2010,Hewitt L.,Young D.,22,195,AUS,1998,77,178,Right,USA,2004,79,183,Left,Yes,-173,High,No
2010,Montanes A.,Robert S.,32,104,ESP,1999,70,175,Right,FRA,2001,77,185,Right,Yes,-72,Medium,Yes
2010,Tsonga J.W.,Dent T.,10,79,FRA,2004,91,188,Right,USA,1998,88,188,Right,Yes,-69,Medium,Yes
2010,Federer R.,Hanescu V.,1,47,SUI,1998,85,185,Right,ROU,2000,88,198,Right,Yes,-46,Medium,Yes
2010,Verdasco F.,Sergeyev I.,9,209,ESP,2001,87,185,Left,UKR,2003,78,175,Right,Yes,-200,High,No
2010,Roddick A.,Lopez F.,7,46,USA,2000,88,188,Right,ESP,1997,73,185,Left,Yes,-39,Medium,No
2010,Gonzalez F.,Korolev E.,11,53,CHI,1999,82,183,Right,KAZ,2005,82,185,Right,Yes,-42,Medium,Yes
2010,Murray A.,Serra F.,4,64,GBR,2005,84,191,Right,FRA,2000,78,180,Right,Yes,-60,Medium,Yes
2010,Isner J.,Monfils G.,28,12,USA,2007,108,208,Right,FRA,2004,80,193,Right,No,16,Low,Yes
2010,Del Potro J.M.,Mayer F.,5,60,ARG,2005,97,198,Right,GER,2001,82,191,Right,Yes,-55,Medium,Yes
2010,Cilic M.,Wawrinka S.,14,19,CRO,2005,89,198,Right,SUI,2002,81,183,Right,Yes,-5,Low,Yes
2010,Nadal R.,Kohlschreiber P.,2,26,ESP,2001,85,185,Left,GER,2001,70,178,Right,Yes,-24,Low,No
2010,Karlovic I.,Ljubicic I.,39,24,CRO,2000,104,211,Right,CRO,1998,92,193,Right,No,15,Low,Yes
2010,Kubot L.,Youzhny M.,86,20,POL,2002,86,191,Right,RUS,1999,73,183,Right,No,66,Medium,Yes
2010,Federer R.,Montanes A.,1,32,SUI,1998,85,185,Right,ESP,1999,70,175,Right,Yes,-31,Medium,Yes
2010,Davydenko N.,Monaco J.,6,33,RUS,1999,70,178,Right,ARG,2002,81,185,Right,Yes,-27,Low,Yes
2010,Djokovic N.,Istomin D.,3,103,SRB,2003,77,188,Right,UZB,2004,88,188,Right,Yes,-100,High,Yes
2010,Verdasco F.,Koubek S.,9,134,ESP,2001,87,185,Left,AUT,1994,68,175,Left,Yes,-125,High,Yes
2010,Almagro N.,Falla A.,25,77,ESP,2003,86,183,Right,COL,2000,77,185,Left,Yes,-52,Medium,No
2010,Tsonga J.W.,Haas T.,10,17,FRA,2004,91,188,Right,GER,1996,84,188,Right,Yes,-7,Low,Yes
2010,Hewitt L.,Baghdatis M.,22,31,AUS,1998,77,178,Right,CYP,2003,82,178,Right,Yes,-9,Low,Yes
2010,Murray A.,Isner J.,4,28,GBR,2005,84,191,Right,USA,2007,108,208,Right,Yes,-24,Low,Yes
2010,Nadal R.,Karlovic I.,2,39,ESP,2001,85,185,Left,CRO,2000,104,211,Right,Yes,-37,Medium,No
2010,Cilic M.,Del Potro J.M.,14,5,CRO,2005,89,198,Right,ARG,2005,97,198,Right,No,9,Low,Yes
2010,Roddick A.,Gonzalez F.,7,11,USA,2000,88,188,Right,CHI,1999,82,183,Right,Yes,-4,Low,Yes
2010,Davydenko N.,Verdasco F.,6,9,RUS,1999,70,178,Right,ESP,2001,87,185,Left,Yes,-3,Low,No
2010,Djokovic N.,Kubot L.,3,86,SRB,2003,77,188,Right,POL,2002,86,191,Right,Yes,-83,High,Yes
2010,Tsonga J.W.,Almagro N.,10,25,FRA,2004,91,188,Right,ESP,2003,86,183,Right,Yes,-15,Low,Yes
2010,Federer R.,Hewitt L.,1,22,SUI,1998,85,185,Right,AUS,1998,77,178,Right,Yes,-21,Low,Yes
2010,Cilic M.,Roddick A.,14,7,CRO,2005,89,198,Right,USA,2000,88,188,Right,No,7,Low,Yes
2010,Murray A.,Nadal R.,4,2,GBR,2005,84,191,Right,ESP,2001,85,185,Left,No,2,Low,No
2010,Federer R.,Davydenko N.,1,6,SUI,1998,85,185,Right,RUS,1999,70,178,Right,Yes,-5,Low,Yes
2010,Tsonga J.W.,Djokovic N.,10,3,FRA,2004,91,188,Right,SRB,2003,77,188,Right,No,7,Low,Yes
2010,Murray A.,Cilic M.,4,14,GBR,2005,84,191,Right,CRO,2005,89,198,Right,Yes,-10,Low,Yes
2010,Federer R.,Tsonga J.W.,1,10,SUI,1998,85,185,Right,FRA,2004,91,188,Right,Yes,-9,Low,Yes
