tourney_name,surface,tourney_date,winner_seed,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_seed,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,loser_rank
ROLAND GARROS,Clay,20180528,1,Simona Halep,R,168,ROU,26.6,NA,Alison Riske Amritraj,R,173,USA,27.9,2-6 6-1 6-1,R128,94,0,1,71,38,26,15,11,3,7,1,3,66,40,18,9,11,4,11,1,83
ROLAND GARROS,Clay,20180528,NA,Taylor Townsend,L,170,USA,22.1,NA,Myrtille Georges,R,174,FRA,27.4,6-4 6-2,R128,84,2,4,67,40,27,17,9,7,7,0,4,55,29,18,12,9,2,5,72,222
ROLAND GARROS,Clay,20180528,NA,Bethanie Mattek Sands,R,168,USA,33.1,NA,Johanna Larsson,R,174,SWE,29.7,6-4 6-3,R128,95,3,1,66,40,28,19,10,5,5,0,4,62,40,30,9,9,3,5,202,59
ROLAND GARROS,Clay,20180528,NA,Andrea Petkovic,R,180,GER,30.7,29,Kristina Mladenovic,R,184,FRA,25,7-6(10) 6-2,R128,102,1,2,74,52,37,11,10,3,4,4,7,70,34,23,19,10,4,7,107,31
ROLAND GARROS,Clay,20180528,24,Daria Saville,R,166,AUS,24.2,NA,Sorana Cirstea,R,176,ROU,28.1,4-6 7-6(4) 6-3,R128,162,1,17,121,77,49,14,16,7,14,2,6,123,75,42,20,15,7,14,25,49
ROLAND GARROS,Clay,20180528,NA,Bernarda Pera,L,175,USA,23.4,NA,Elena Vesnina,R,176,RUS,31.8,6-3 6-2,R128,64,5,2,55,38,27,13,9,5,5,3,3,47,26,18,8,8,3,6,73,44
ROLAND GARROS,Clay,20180528,NA,Heather Watson,R,170,GBR,26,NA,Oceane Dodin,R,NA,FRA,21.5,6-3 6-0,R128,62,9,4,59,32,27,13,8,7,8,2,7,42,19,12,5,7,1,6,80,139
ROLAND GARROS,Clay,20180528,16,Elise Mertens,R,179,BEL,22.5,NA,Varvara Lepchenko,L,180,USA,32,6-7(9) 7-6(4) 6-0,R128,181,2,6,109,70,45,19,15,6,10,5,7,120,79,50,10,15,8,15,16,92
ROLAND GARROS,Clay,20180528,12,Angelique Kerber,L,173,GER,30.3,NA,Mona Barthel,R,185,GER,27.8,6-2 6-3,R128,60,0,3,44,25,14,10,9,0,3,0,9,59,29,14,9,8,1,8,12,117
ROLAND GARROS,Clay,20180528,NA,Ana Bogdan,R,171,ROU,25.5,NA,Marketa Vondrousova,L,173,CZE,18.9,6-3 1-6 6-4,R128,113,2,6,98,61,41,17,13,9,12,1,6,74,38,28,17,13,0,3,66,94
ROLAND GARROS,Clay,20180528,NA,Aliaksandra Sasnovich,R,174,BLR,24.1,NA,Denisa Allertova,R,180,CZE,25.2,6-4 6-3,R128,78,2,4,69,37,23,15,10,13,16,1,8,74,42,30,7,9,7,13,55,103
ROLAND GARROS,Clay,20180528,18,Kiki Bertens,R,182,NED,26.4,NA,Aryna Sabalenka,R,182,BLR,20,6-2 6-1,R128,69,4,5,53,26,19,17,8,6,6,0,6,61,37,22,7,7,8,13,22,48
ROLAND GARROS,Clay,20180528,27,Shuai Zhang,R,177,CHN,29.3,NA,Kristina Kucova,R,163,SVK,28,6-0 7-5,R128,77,6,3,69,47,34,8,9,4,6,0,3,61,44,21,5,9,4,10,27,260
ROLAND GARROS,Clay,20180528,NA,Irina Camelia Begu,R,181,ROU,27.7,NA,Anna Karolina Schmiedlova,R,176,SVK,23.7,6-4 5-7 9-7,R128,199,4,5,125,74,47,22,19,10,17,0,6,139,96,51,23,19,10,18,40,77
ROLAND GARROS,Clay,20180528,NA,Shuai Peng,R,173,CHN,32.3,NA,Aleksandra Krunic,R,163,SRB,25.2,6-3 6-4,R128,85,4,1,70,36,23,22,10,10,11,1,2,61,36,25,10,9,4,7,41,47
ROLAND GARROS,Clay,20180528,7,Caroline Garcia,R,177,FRA,24.6,NA,Ying Ying Duan,R,186,CHN,28.9,6-1 6-0,R128,58,5,3,52,30,21,13,7,8,9,1,2,33,14,4,4,6,3,9,7,111
ROLAND GARROS,Clay,20180528,3,Garbine Muguruza,R,182,ESP,24.6,NA,Svetlana Kuznetsova,R,174,RUS,32.9,7-6(0) 6-2,R128,125,2,2,71,44,31,15,10,4,6,5,5,98,63,37,14,10,10,14,3,43
ROLAND GARROS,Clay,20180528,NA,Fiona Ferro,R,170,FRA,21.2,NA,Carina Witthoeft,R,176,GER,23.2,6-4 6-2,R128,87,3,1,73,45,32,11,9,5,7,1,4,56,39,20,7,9,4,9,257,61
ROLAND GARROS,Clay,20180528,NA,Samantha Stosur,R,172,AUS,34.1,NA,Yanina Wickmayer,R,182,BEL,28.6,6-2 6-4,R128,87,5,2,56,31,21,13,9,3,5,1,2,61,41,20,10,9,7,12,90,105
ROLAND GARROS,Clay,20180528,30,Anastasia Pavlyuchenkova,R,177,RUS,26.9,NA,Polona Hercog,R,182,SLO,27.3,6-4 7-6(1),R128,126,0,6,93,66,45,10,11,12,15,4,6,88,43,30,17,11,10,14,28,58
ROLAND GARROS,Clay,20180528,19,Magdalena Rybarikova,R,180,SVK,29.6,NA,Luksika Kumkhum,R,167,THA,24.8,6-3 6-0,R128,70,5,0,54,28,18,16,8,2,3,0,2,56,36,18,5,7,5,11,18,100
ROLAND GARROS,Clay,20180528,NA,Belinda Bencic,R,175,SUI,21.2,NA,Deborah Chiesa,R,170,ITA,21.9,3-6 7-6(2) 7-5,R128,168,1,5,122,86,50,13,17,10,18,3,3,123,84,49,13,16,12,19,71,161
ROLAND GARROS,Clay,20180528,NA,Lesia Tsurenko,R,174,UKR,28.9,NA,Stefanie Voegele,R,170,SUI,28.2,4-6 6-2 6-2,R128,121,0,3,90,65,42,8,13,9,14,2,1,89,62,27,14,13,7,15,39,99
ROLAND GARROS,Clay,20180528,15,Coco Vandeweghe,R,185,USA,26.4,NA,Laura Siegemund,R,168,GER,30.2,6-4 6-4,R128,91,5,11,71,39,26,14,10,8,11,2,4,60,40,24,7,10,1,6,15,358
ROLAND GARROS,Clay,20180528,11,Julia Goerges,R,180,GER,29.5,NA,Dominika Cibulkova,R,161,SVK,29,6-4 5-7 6-0,R128,123,17,4,81,47,37,19,14,5,7,1,7,91,61,40,10,14,9,14,11,32
ROLAND GARROS,Clay,20180528,NA,Alison Van Uytvanck,R,173,BEL,24.1,NA,Isabelle Wallace,L,NA,AUS,21.7,6-1 6-0,R128,52,2,0,29,20,18,6,7,0,0,0,5,50,30,14,5,6,7,13,46,245
ROLAND GARROS,Clay,20180528,NA,Serena Williams,R,175,USA,36.6,NA,Kristyna Pliskova,L,184,CZE,26.1,7-6(4) 6-4,R128,105,13,7,93,52,42,16,11,6,8,15,3,68,41,29,13,11,1,4,451,70
ROLAND GARROS,Clay,20180528,17,Ashleigh Barty,R,166,AUS,22,NA,Natalia Vikhlyantseva,R,185,RUS,21.2,6-3 6-1,R128,64,3,6,51,24,20,17,8,5,5,1,1,53,33,19,8,8,5,9,17,79
ROLAND GARROS,Clay,20180528,28,Maria Sharapova,R,188,RUS,31.1,NA,Richel Hogenkamp,R,168,NED,26.1,6-1 4-6 6-3,R128,114,6,6,76,46,31,13,13,2,6,1,5,78,48,26,12,13,4,11,30,133
ROLAND GARROS,Clay,20180528,NA,Donna Vekic,R,179,CRO,21.9,NA,Kateryna Bondarenko,R,175,UKR,31.8,6-2 6-4,R128,74,6,7,50,25,15,12,9,1,4,1,4,71,38,20,12,9,4,10,50,81
ROLAND GARROS,Clay,20180528,NA,Lucie Safarova,L,177,CZE,31.3,NA,Jessika Ponchet,R,NA,FRA,21.6,6-4 6-1,R128,71,6,1,46,28,24,10,9,0,0,6,0,71,33,22,15,8,9,13,53,227
ROLAND GARROS,Clay,20180528,6,Karolina Pliskova,R,184,CZE,26.1,NA,Barbora Krejcikova,R,178,CZE,22.4,7-6(6) 6-4,R128,97,1,5,73,42,28,17,11,2,5,1,3,71,35,20,17,11,4,8,6,234
ROLAND GARROS,Clay,20180528,NA,Kateryna Baindl,R,175,UKR,24.2,5,Jelena Ostapenko,R,177,LAT,20.9,7-5 6-3,R128,94,3,6,67,42,26,10,11,3,7,5,13,78,37,20,14,10,9,16,67,5
ROLAND GARROS,Clay,20180528,NA,Katerina Siniakova,R,174,CZE,22,NA,Victoria Azarenka,R,180,BLR,28.8,7-5 7-5,R128,107,3,2,67,42,28,13,12,0,3,2,2,87,57,31,14,12,3,8,54,84
ROLAND GARROS,Clay,20180528,NA,Kate Makarova,L,178,RUS,29.9,NA,Saisai Zheng,R,170,CHN,24.3,6-4 6-1,R128,75,0,5,58,38,28,8,9,5,6,0,1,59,37,21,8,8,5,10,36,129
ROLAND GARROS,Clay,20180528,26,Barbora Strycova,R,164,CZE,32.1,NA,Kurumi Nara,R,155,JPN,26.4,1-6 6-3 6-4,R128,148,2,1,91,60,38,17,13,9,11,1,2,99,64,41,20,13,9,11,26,96
ROLAND GARROS,Clay,20180528,NA,Yulia Putintseva,R,163,KAZ,23.3,22,Johanna Konta,R,180,GBR,27,6-4 6-3,R128,84,3,3,56,38,28,11,10,3,5,3,5,59,36,23,10,9,5,9,98,21
ROLAND GARROS,Clay,20180528,NA,Jennifer Brady,R,178,USA,23.1,NA,Amandine Hesse,R,164,FRA,25.3,6-1 6-1,R128,63,3,0,41,27,18,11,7,0,0,2,4,48,23,12,10,7,2,7,86,216
ROLAND GARROS,Clay,20180528,NA,Petra Martic,R,181,CRO,27.3,NA,Yafan Wang,R,170,CHN,24,6-2 6-3,R128,92,1,3,46,29,24,8,9,0,1,1,4,79,44,21,18,8,4,9,35,82
ROLAND GARROS,Clay,20180528,NA,Qiang Wang,R,172,CHN,26.3,9,Venus Williams,R,185,USA,37.9,6-4 7-5,R128,100,2,1,62,36,25,15,11,1,3,3,4,79,44,30,14,11,8,12,85,9
ROLAND GARROS,Clay,20180528,13,Madison Keys,R,178,USA,23.2,NA,Sachia Vickery,R,162,USA,23,6-3 6-3,R128,58,1,0,50,30,22,8,9,3,6,1,2,50,34,15,5,9,1,7,13,76
ROLAND GARROS,Clay,20180528,NA,Caroline Dolehide,R,178,USA,19.7,NA,Viktorija Golubic,R,169,SUI,25.6,6-4 6-4,R128,77,1,2,60,35,21,14,10,3,6,1,5,57,32,19,7,10,6,11,125,110
ROLAND GARROS,Clay,20180528,NA,Zarina Diyas,R,172,KAZ,24.6,NA,Magda Linette,R,171,POL,26.2,6-3 6-1,R128,59,0,2,41,32,26,4,8,0,1,0,3,44,23,12,7,8,4,9,51,68
ROLAND GARROS,Clay,20180528,21,Naomi Osaka,R,180,JPN,20.6,NA,Sofia Kenin,R,170,USA,19.5,6-2 7-5,R128,74,10,3,62,37,26,12,10,2,5,1,3,49,30,15,7,10,2,8,20,95
ROLAND GARROS,Clay,20180528,31,Mihaela Buzarnescu,L,175,ROU,30,NA,Vania King,R,165,USA,29.2,6-3 6-3,R128,86,3,4,55,33,24,10,9,3,5,0,3,69,40,21,12,9,7,12,33,1275
ROLAND GARROS,Clay,20180528,NA,Rebecca Peterson,R,173,SWE,22.8,NA,Su Wei Hsieh,R,169,TPE,32.3,6-4 6-3,R128,84,3,4,64,39,29,7,10,3,6,1,4,63,41,22,9,9,6,11,97,45
ROLAND GARROS,Clay,20180528,NA,Viktoria Kuzmova,R,NA,SVK,20,NA,Francesca Schiavone,R,166,ITA,37.9,7-6(2) 7-6(2),R128,100,4,4,79,38,25,23,12,1,5,0,6,76,46,30,16,12,4,8,87,266
ROLAND GARROS,Clay,20180528,4,Elina Svitolina,R,174,UKR,23.7,NA,Ajla Tomljanovic,R,180,AUS,25,7-5 6-3,R128,89,2,2,70,44,25,16,11,3,6,3,5,69,43,25,11,10,6,11,4,69
ROLAND GARROS,Clay,20180528,8,Petra Kvitova,L,183,CZE,28.2,NA,Veronica Cepede Royg,R,163,PAR,26.3,3-6 6-1 7-5,R128,127,6,5,83,48,38,20,14,3,4,1,2,84,52,33,21,14,1,4,8,89
ROLAND GARROS,Clay,20180528,NA,Lara Arruabarrena,R,166,ESP,26.1,NA,Timea Babos,R,179,HUN,25,7-6(5) 6-3,R128,87,1,0,60,36,27,15,11,2,4,4,4,77,48,28,14,10,3,6,91,37
ROLAND GARROS,Clay,20180528,NA,Alexandra Dulgheru,R,172,ROU,28.9,NA,Christina Mchale,R,170,USA,26,5-7 7-6(5) 6-3,R128,190,1,2,121,93,51,13,17,9,16,3,6,123,76,48,16,16,10,17,159,88
ROLAND GARROS,Clay,20180528,25,Anett Kontaveit,R,174,EST,22.4,NA,Madison Brengle,R,168,USA,28.1,6-1 4-6 6-2,R128,102,1,5,90,50,31,19,13,7,11,1,3,76,39,17,16,12,2,10,24,101
ROLAND GARROS,Clay,20180528,NA,Mariana Duque Marino,R,169,COL,28.7,20,Anastasija Sevastova,R,169,LAT,28.1,4-6 6-1 6-3,R128,101,2,1,81,53,38,11,13,8,12,0,3,82,51,27,12,13,4,11,112,19
ROLAND GARROS,Clay,20180528,NA,Camila Giorgi,R,168,ITA,26.4,NA,Grace Min,R,163,USA,24,6-3 6-2,R128,74,9,6,63,33,27,15,9,2,2,0,1,61,41,21,11,8,7,10,57,197
ROLAND GARROS,Clay,20180528,NA,Magdalena Frech,R,171,POL,20.4,NA,Ekaterina Alexandrova,R,175,RUS,23.5,6-3 3-6 6-3,R128,108,2,6,100,54,36,19,14,7,12,5,9,93,44,32,15,13,10,16,136,102
ROLAND GARROS,Clay,20180528,10,Sloane Stephens,R,170,USA,25.1,NA,Arantxa Rus,L,180,NED,27.4,6-2 6-0,R128,49,0,0,36,26,19,9,7,0,0,0,4,45,36,16,2,7,2,7,10,106
ROLAND GARROS,Clay,20180528,14,Daria Kasatkina,R,170,RUS,21,NA,Kaia Kanepi,R,181,EST,32.9,6-4 6-1,R128,69,3,1,43,31,26,7,9,1,1,2,4,66,34,22,12,8,4,8,14,52
ROLAND GARROS,Clay,20180528,NA,Kirsten Flipkens,R,165,BEL,32.3,NA,Tatjana Maria,R,172,GER,30.8,7-6(1) 6-4,R128,107,1,1,86,58,37,15,11,7,10,3,0,76,43,25,13,11,5,9,65,64
ROLAND GARROS,Clay,20180528,NA,Maria Sakkari,R,172,GRE,22.8,NA,Mandy Minella,R,180,LUX,32.5,7-6(5) 6-2,R128,113,3,1,97,63,35,20,10,4,7,2,1,68,37,23,14,10,2,7,38,286
ROLAND GARROS,Clay,20180528,23,Carla Suarez Navarro,R,162,ESP,29.7,NA,Ana Konjuh,R,174,CRO,20.4,6-0 6-1,R128,42,1,1,35,19,16,9,7,1,1,0,0,39,28,9,3,6,4,10,23,104
ROLAND GARROS,Clay,20180528,32,Alize Cornet,R,173,FRA,28.3,NA,Sara Errani,R,164,ITA,31,2-6 6-2 6-3,R128,119,0,3,83,57,35,10,13,5,11,0,4,78,56,31,4,12,5,12,34,75
ROLAND GARROS,Clay,20180528,NA,Pauline Parmentier,R,175,FRA,32.3,NA,Chloe Paquet,R,179,FRA,23.9,3-6 7-6(4) 6-2,R128,154,1,4,82,43,30,21,15,2,6,0,8,127,69,42,29,14,14,19,74,240
ROLAND GARROS,Clay,20180528,NA,Georgina Garcia Perez,U,187,ESP,26,NA,Dalila Jakupovic,R,178,SLO,27.1,6-3 6-4,R128,71,5,2,57,35,27,14,10,6,7,2,2,50,27,19,11,9,1,4,219,121
ROLAND GARROS,Clay,20180528,2,Caroline Wozniacki,R,177,DEN,27.8,NA,Danielle Collins,R,178,USA,24.4,7-6(2) 6-1,R128,94,5,3,65,42,28,13,10,2,4,0,2,67,45,25,7,9,2,7,2,42
ROLAND GARROS,Clay,20180528,1,Simona Halep,R,168,ROU,26.6,NA,Taylor Townsend,L,170,USA,22.1,6-3 6-1,R64,68,2,0,46,29,22,10,8,1,2,1,2,63,42,20,9,8,7,12,1,72
ROLAND GARROS,Clay,20180528,NA,Andrea Petkovic,R,180,GER,30.7,NA,Bethanie Mattek Sands,R,168,USA,33.1,6-0 7-6(5),R64,79,2,6,69,43,32,12,9,3,4,2,3,54,31,18,10,9,2,6,107,202
ROLAND GARROS,Clay,20180528,24,Daria Saville,R,166,AUS,24.2,NA,Bernarda Pera,L,175,USA,23.4,5-7 7-5 6-3,R64,155,4,8,101,56,30,25,17,7,14,1,11,118,79,45,13,16,12,20,25,73
ROLAND GARROS,Clay,20180528,16,Elise Mertens,R,179,BEL,22.5,NA,Heather Watson,R,170,GBR,26,6-3 6-4,R64,87,1,5,62,33,17,12,10,0,5,2,5,65,35,16,8,9,3,11,16,80
ROLAND GARROS,Clay,20180528,12,Angelique Kerber,L,173,GER,30.3,NA,Ana Bogdan,R,171,ROU,25.5,6-2 6-3,R64,60,0,5,45,25,18,10,9,3,5,1,1,45,34,17,2,8,2,8,12,66
ROLAND GARROS,Clay,20180528,18,Kiki Bertens,R,182,NED,26.4,NA,Aliaksandra Sasnovich,R,174,BLR,24.1,6-4 6-2,R64,72,10,1,61,39,28,14,9,2,2,1,1,53,36,23,9,9,1,4,22,55
ROLAND GARROS,Clay,20180528,NA,Irina Camelia Begu,R,181,ROU,27.7,27,Shuai Zhang,R,177,CHN,29.3,6-3 6-4,R64,114,0,5,67,39,23,13,10,4,7,0,3,94,60,35,10,9,14,20,40,27
ROLAND GARROS,Clay,20180528,7,Caroline Garcia,R,177,FRA,24.6,NA,Shuai Peng,R,173,CHN,32.3,6-4 3-6 6-3,R64,115,4,2,82,60,42,12,14,4,6,4,2,73,43,30,19,14,5,8,7,41
ROLAND GARROS,Clay,20180528,3,Garbine Muguruza,R,182,ESP,24.6,NA,Fiona Ferro,R,170,FRA,21.2,6-4 6-3,R64,86,4,2,53,30,21,12,10,1,3,1,1,63,31,18,14,9,3,8,3,257
ROLAND GARROS,Clay,20180528,NA,Samantha Stosur,R,172,AUS,34.1,30,Anastasia Pavlyuchenkova,R,177,RUS,26.9,6-2 7-6(1),R64,98,3,9,69,48,34,8,10,5,8,0,5,75,49,26,11,10,6,11,90,28
ROLAND GARROS,Clay,20180528,19,Magdalena Rybarikova,R,180,SVK,29.6,NA,Belinda Bencic,R,175,SUI,21.2,6-2 6-4,R64,102,1,3,67,39,28,12,9,5,7,0,3,83,57,29,11,9,7,12,18,71
ROLAND GARROS,Clay,20180528,NA,Lesia Tsurenko,R,174,UKR,28.9,15,Coco Vandeweghe,R,185,USA,26.4,3-6 6-4 6-0,R64,108,0,3,72,53,34,12,13,4,6,6,0,74,41,30,13,12,6,11,39,15
ROLAND GARROS,Clay,20180528,11,Julia Goerges,R,180,GER,29.5,NA,Alison Van Uytvanck,R,173,BEL,24.1,7-5 7-6(5),R64,109,0,1,79,49,34,18,12,4,6,1,3,88,57,40,13,12,6,9,11,46
ROLAND GARROS,Clay,20180528,NA,Serena Williams,R,175,USA,36.6,17,Ashleigh Barty,R,166,AUS,22,3-6 6-3 6-4,R64,106,9,4,77,50,35,15,14,0,2,3,3,82,45,32,20,14,1,4,451,17
ROLAND GARROS,Clay,20180528,28,Maria Sharapova,R,188,RUS,31.1,NA,Donna Vekic,R,179,CRO,21.9,7-5 6-4,R64,117,3,6,74,39,24,18,11,9,13,3,8,85,38,26,17,11,6,12,30,50
ROLAND GARROS,Clay,20180528,6,Karolina Pliskova,R,184,CZE,26.1,NA,Lucie Safarova,L,177,CZE,31.3,3-6 6-4 6-1,R64,104,13,3,87,57,42,11,13,3,5,1,5,79,54,35,12,13,3,7,6,53
ROLAND GARROS,Clay,20180528,NA,Katerina Siniakova,R,174,CZE,22,NA,Kateryna Baindl,R,175,UKR,24.2,6-7(4) 6-4 6-4,R64,138,2,3,89,56,34,16,16,3,10,3,3,99,70,36,10,16,8,17,54,67
ROLAND GARROS,Clay,20180528,26,Barbora Strycova,R,164,CZE,32.1,NA,Kate Makarova,L,178,RUS,29.9,6-4 6-2,R64,76,2,5,45,27,21,10,9,1,3,2,3,62,39,19,10,9,2,7,26,36
ROLAND GARROS,Clay,20180528,NA,Yulia Putintseva,R,163,KAZ,23.3,NA,Jennifer Brady,R,178,USA,23.1,6-4 6-3,R64,87,0,4,49,30,22,10,10,0,2,3,4,70,38,21,13,9,3,8,98,86
ROLAND GARROS,Clay,20180528,NA,Qiang Wang,R,172,CHN,26.3,NA,Petra Martic,R,181,CRO,27.3,6-1 6-1,R64,52,3,0,44,30,19,10,7,1,2,1,2,41,24,11,5,7,2,8,85,35
ROLAND GARROS,Clay,20180528,13,Madison Keys,R,178,USA,23.2,NA,Caroline Dolehide,R,178,USA,19.7,6-4 6-1,R64,69,4,3,53,32,21,13,9,4,5,1,3,63,33,18,13,8,4,9,13,125
ROLAND GARROS,Clay,20180528,21,Naomi Osaka,R,180,JPN,20.6,NA,Zarina Diyas,R,172,KAZ,24.6,6-4 7-5,R64,83,4,3,60,39,31,12,11,0,1,2,3,82,56,38,10,11,8,11,20,51
ROLAND GARROS,Clay,20180528,31,Mihaela Buzarnescu,L,175,ROU,30,NA,Rebecca Peterson,R,173,SWE,22.8,6-1 6-2,R64,63,0,2,44,32,22,7,8,4,5,3,4,55,40,19,5,7,6,12,33,97
ROLAND GARROS,Clay,20180528,4,Elina Svitolina,R,174,UKR,23.7,NA,Viktoria Kuzmova,R,NA,SVK,20,6-3 6-4,R64,81,3,2,67,42,30,13,10,3,5,3,8,69,30,19,16,9,6,10,4,87
ROLAND GARROS,Clay,20180528,8,Petra Kvitova,L,183,CZE,28.2,NA,Lara Arruabarrena,R,166,ESP,26.1,6-0 6-4,R64,68,1,4,48,27,20,11,8,0,1,2,3,53,34,17,6,8,6,11,8,91
ROLAND GARROS,Clay,20180528,25,Anett Kontaveit,R,174,EST,22.4,NA,Alexandra Dulgheru,R,172,ROU,28.9,7-5 6-2,R64,97,3,4,67,42,25,14,10,5,7,0,0,69,52,29,7,10,4,9,24,159
ROLAND GARROS,Clay,20180528,NA,Camila Giorgi,R,168,ITA,26.4,NA,Mariana Duque Marino,R,169,COL,28.7,6-0 6-3,R64,89,0,8,66,38,27,15,8,7,7,0,6,68,37,22,11,7,9,13,57,112
ROLAND GARROS,Clay,20180528,10,Sloane Stephens,R,170,USA,25.1,NA,Magdalena Frech,R,171,POL,20.4,6-2 6-2,R64,62,1,0,40,27,21,11,8,0,0,3,3,57,33,20,8,8,4,8,10,136
ROLAND GARROS,Clay,20180528,14,Daria Kasatkina,R,170,RUS,21,NA,Kirsten Flipkens,R,165,BEL,32.3,6-3 6-3,R64,80,0,3,56,38,29,7,9,5,7,1,1,72,46,21,13,9,9,14,14,65
ROLAND GARROS,Clay,20180528,NA,Maria Sakkari,R,172,GRE,22.8,23,Carla Suarez Navarro,R,162,ESP,29.7,7-5 6-3,R64,84,4,1,70,43,30,11,11,2,5,0,2,54,29,15,11,10,2,7,38,23
ROLAND GARROS,Clay,20180528,NA,Pauline Parmentier,R,175,FRA,32.3,32,Alize Cornet,R,173,FRA,28.3,6-7(2) 6-4 6-2,R64,184,1,10,147,81,51,34,15,25,27,0,2,100,70,41,18,15,8,13,74,34
ROLAND GARROS,Clay,20180528,2,Caroline Wozniacki,R,177,DEN,27.8,NA,Georgina Garcia Perez,U,187,ESP,26,6-1 6-0,R64,51,0,1,40,26,20,9,7,0,0,0,0,38,24,11,3,6,2,7,2,219
ROLAND GARROS,Clay,20180528,1,Simona Halep,R,168,ROU,26.6,NA,Andrea Petkovic,R,180,GER,30.7,7-5 6-0,R32,88,1,4,54,33,20,14,9,0,2,0,4,64,51,25,3,9,5,11,1,107
ROLAND GARROS,Clay,20180528,16,Elise Mertens,R,179,BEL,22.5,24,Daria Saville,R,166,AUS,24.2,6-3 6-1,R32,62,0,1,40,30,22,6,8,0,1,1,9,55,34,22,3,8,7,12,16,25
ROLAND GARROS,Clay,20180528,12,Angelique Kerber,L,173,GER,30.3,18,Kiki Bertens,R,182,NED,26.4,7-6(4) 7-6(4),R32,112,0,1,81,52,35,13,12,4,8,2,1,96,64,33,18,12,7,11,12,22
ROLAND GARROS,Clay,20180528,7,Caroline Garcia,R,177,FRA,24.6,NA,Irina Camelia Begu,R,181,ROU,27.7,6-1 6-3,R32,79,0,0,41,27,21,8,8,0,1,0,9,75,41,24,12,8,7,12,7,40
ROLAND GARROS,Clay,20180528,3,Garbine Muguruza,R,182,ESP,24.6,NA,Samantha Stosur,R,172,AUS,34.1,6-0 6-2,R32,62,1,1,35,17,13,11,7,0,1,1,2,46,26,9,9,7,3,9,3,90
ROLAND GARROS,Clay,20180528,NA,Lesia Tsurenko,R,174,UKR,28.9,19,Magdalena Rybarikova,R,180,SVK,29.6,6-2 6-4,R32,60,0,2,44,30,23,7,9,1,3,3,2,47,29,16,6,9,1,6,39,18
ROLAND GARROS,Clay,20180528,NA,Serena Williams,R,175,USA,36.6,11,Julia Goerges,R,180,GER,29.5,6-3 6-4,R32,75,3,3,55,35,30,10,10,0,1,11,2,65,41,27,9,9,8,11,451,11
ROLAND GARROS,Clay,20180528,28,Maria Sharapova,R,188,RUS,31.1,6,Karolina Pliskova,R,184,CZE,26.1,6-2 6-1,R32,59,3,5,45,33,24,6,8,1,2,1,4,47,33,15,5,7,5,10,30,6
ROLAND GARROS,Clay,20180528,26,Barbora Strycova,R,164,CZE,32.1,NA,Katerina Siniakova,R,174,CZE,22,6-2 6-3,R32,82,1,0,58,37,23,14,9,1,2,0,1,52,32,18,9,8,3,7,26,54
ROLAND GARROS,Clay,20180528,NA,Yulia Putintseva,R,163,KAZ,23.3,NA,Qiang Wang,R,172,CHN,26.3,1-6 7-5 6-4,R32,138,0,3,97,68,43,11,15,4,10,1,3,95,64,37,16,14,7,12,98,85
ROLAND GARROS,Clay,20180528,13,Madison Keys,R,178,USA,23.2,21,Naomi Osaka,R,180,JPN,20.6,6-1 7-6(7),R32,83,3,1,66,40,31,11,10,3,5,1,3,72,36,20,17,9,4,8,13,20
ROLAND GARROS,Clay,20180528,31,Mihaela Buzarnescu,L,175,ROU,30,4,Elina Svitolina,R,174,UKR,23.7,6-3 7-5,R32,97,4,3,67,45,30,11,11,5,7,2,1,81,49,23,20,10,5,10,33,4
ROLAND GARROS,Clay,20180528,25,Anett Kontaveit,R,174,EST,22.4,8,Petra Kvitova,L,183,CZE,28.2,7-6(6) 7-6(4),R32,124,5,5,98,68,43,12,12,5,10,1,10,95,54,34,16,12,8,13,24,8
ROLAND GARROS,Clay,20180528,10,Sloane Stephens,R,170,USA,25.1,NA,Camila Giorgi,R,168,ITA,26.4,4-6 6-1 8-6,R32,146,2,1,94,70,42,11,16,3,8,6,5,119,83,46,12,15,11,19,10,57
ROLAND GARROS,Clay,20180528,14,Daria Kasatkina,R,170,RUS,21,NA,Maria Sakkari,R,172,GRE,22.8,6-1 1-6 6-3,R32,97,1,5,62,44,19,7,12,2,9,1,3,80,50,19,14,11,10,19,14,38
ROLAND GARROS,Clay,20180528,2,Caroline Wozniacki,R,177,DEN,27.8,NA,Pauline Parmentier,R,175,FRA,32.3,6-0 6-3,R32,78,0,1,53,36,26,8,8,4,5,2,2,42,28,11,5,7,2,7,2,74
ROLAND GARROS,Clay,20180528,1,Simona Halep,R,168,ROU,26.6,16,Elise Mertens,R,179,BEL,22.5,6-2 6-1,R16,59,1,1,40,30,19,7,8,1,2,1,4,58,33,16,7,7,3,9,1,16
ROLAND GARROS,Clay,20180528,12,Angelique Kerber,L,173,GER,30.3,7,Caroline Garcia,R,177,FRA,24.6,6-2 6-3,R16,67,0,1,41,29,22,8,9,0,1,1,1,63,41,22,9,8,6,11,12,7
