date,event,arena,city,fighter1,fighter2,result_type,judge1,judge1_score1,judge1_score2,judge2,judge2_score1,judge2_score2,judge3,judge3_score1,judge3_score2,winner,winner2,judge1_margin,judge2_margin,judge3_margin,judge1_perc,judge2_perc,judge3_perc,rounds,judge1_dev,judge2_dev,judge3_dev,judge1_out,judge2_out,judge3_out,agreement
2011-09-17,Bellator 50: Bellator L,Seminole Hard Rock Hotel & Casino,"Hollywood, Florida, USA",Kelly,Souza,Unanimous,Gomez,28,29,Luxenberg,28,29,Rupert,28,29,Souza,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2011-09-17,Bellator 50: Bellator L,Seminole Hard Rock Hotel & Casino,"Hollywood, Florida, USA",Reese,Brown,Unanimous,Gomez,30,27,Green,30,27,Luxenberg,30,27,Reese,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2011-09-17,UFN 25: Shields vs. Ellenberger,Ernest N. Morial Convention Center,"New Orleans, Louisiana, USA",Yang,McGee,Unanimous,Blatnick,28,30,D'Amato,28,29,Lee,27,30,McGee,fighter2,-2,-1,-3,6.67%,3.45%,10.00%,3,0,1.5,1.5,fighter2,fighter2,fighter2,Agree
2011-09-17,UFN 25: Shields vs. Ellenberger,Ernest N. Morial Convention Center,"New Orleans, Louisiana, USA",Brookins,Koch,Unanimous,Bertrand,27,30,Crosby,28,29,Scheuermann,27,30,Koch,fighter2,-3,-1,-3,10.00%,3.45%,10.00%,3,1,2,1,fighter2,fighter2,fighter2,Agree
2011-09-17,UFN 25: Shields vs. Ellenberger,Ernest N. Morial Convention Center,"New Orleans, Louisiana, USA",Bailey,Dunham,Unanimous,Barahona,27,30,Crosby,27,30,Lee,27,30,Dunham,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2011-09-17,UFN 25: Shields vs. Ellenberger,Ernest N. Morial Convention Center,"New Orleans, Louisiana, USA",Riddle,Benoist,Unanimous,Bertrand,28,29,Blatnick,28,29,D'Amato,28,29,Benoist,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2011-09-17,UFN 25: Shields vs. Ellenberger,Ernest N. Morial Convention Center,"New Orleans, Louisiana, USA",Peralta,Lullo,Unanimous,Bertrand,29,28,Lee,30,27,Scheuermann,30,27,Peralta,fighter1,1,3,3,-3.57%,-11.11%,-11.11%,3,2,1,1,fighter1,fighter1,fighter1,Agree
2011-09-17,UFN 25: Shields vs. Ellenberger,Ernest N. Morial Convention Center,"New Orleans, Louisiana, USA",Lopez,Edwards,Unanimous,Barahona,28,29,Blatnick,28,29,D'Amato,28,29,Edwards,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2011-09-23,ShoMMA 19: Larkin vs. Rossborough,Palms Casino Resort,"Las Vegas, Nevada, USA",Larkin,Rossborough,Unanimous,Byrd,30,27,Kamijo,29,28,Trowbridge,30,27,Larkin,fighter1,3,1,3,-11.11%,-3.57%,-11.11%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2011-09-23,ShoMMA 19: Larkin vs. Rossborough,Palms Casino Resort,"Las Vegas, Nevada, USA",Couture,Watson,Majority,Byrd,28,28,Morse Jarman,29,28,Trowbridge,29,28,Couture,fighter1,0,1,1,0.00%,-3.57%,-3.57%,3,1,0.5,0.5,draw,fighter1,fighter1,judge1
2011-09-23,ShoMMA 19: Larkin vs. Rossborough,Palms Casino Resort,"Las Vegas, Nevada, USA",High,Moore,Unanimous,Kamijo,30,27,Smith,30,27,Weeks,30,27,High,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2011-09-23,ShoMMA 19: Larkin vs. Rossborough,Palms Casino Resort,"Las Vegas, Nevada, USA",Portela,Melancon,Unanimous,Byrd,28,29,Smith,27,30,Weeks,28,29,Melancon,fighter2,-1,-3,-1,3.45%,10.00%,3.45%,3,1,2,1,fighter2,fighter2,fighter2,Agree
2011-09-23,ShoMMA 19: Larkin vs. Rossborough,Palms Casino Resort,"Las Vegas, Nevada, USA",Ray,Spang,Unanimous,Morse Jarman,28,29,Smith,28,29,Weeks,28,29,Spang,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2011-09-24,Bellator 51: Bellator LI,Canton Memorial Civic Center,"Canton, Ohio, USA",Beebe,Galvão,Split,Austin,28,29,Barry,29,28,Beltz,28,29,Galvão,fighter2,-1,1,-1,3.45%,-3.57%,3.45%,3,1,2,1,fighter2,fighter1,fighter2,judge2
2011-09-24,Bellator 51: Bellator LI,Canton Memorial Civic Center,"Canton, Ohio, USA",West,Nogueira,Unanimous,Austin,29,28,Barry,29,28,Beltz,30,27,West,fighter1,1,1,3,-3.57%,-3.57%,-11.11%,3,1,1,2,fighter1,fighter1,fighter1,Agree
2011-09-24,Bellator 51: Bellator LI,Canton Memorial Civic Center,"Canton, Ohio, USA",Eye,Noland,Split,Austin,29,28,Barry,29,28,Beltz,28,29,Eye,fighter1,1,1,-1,-3.57%,-3.57%,3.45%,3,1,1,2,fighter1,fighter1,fighter2,judge3
2011-09-24,Bellator 51: Bellator LI,Canton Memorial Civic Center,"Canton, Ohio, USA",Sharipov,Riggleman,Split,Austin,28,29,Barry,29,28,Beltz,27,30,Riggleman,fighter2,-1,1,-3,3.45%,-3.57%,10.00%,3,0,3,3,fighter2,fighter1,fighter2,judge2
2011-09-24,UFC 135: Jones vs. Rampage,Pepsi Center,"Denver, Colorado, USA",Rothwell,Hunt,Unanimous,Hamilton,28,29,Peoples,27,29,Van Tine,27,30,Hunt,fighter2,-1,-2,-3,3.45%,6.90%,10.00%,3,1.5,0,1.5,fighter2,fighter2,fighter2,Agree
2011-09-24,UFC 135: Jones vs. Rampage,Pepsi Center,"Denver, Colorado, USA",Broughton,Browne,Unanimous,Peoples,27,30,Van Tine,27,30,Weeks,27,30,Browne,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2011-09-24,UFC 135: Jones vs. Rampage,Pepsi Center,"Denver, Colorado, USA",Boetsch,Ring,Unanimous,Peoples,30,27,Thrasher,29,28,Van Tine,29,28,Boetsch,fighter1,3,1,1,-11.11%,-3.57%,-3.57%,3,2,1,1,fighter1,fighter1,fighter1,Agree
2011-09-24,UFC 135: Jones vs. Rampage,Pepsi Center,"Denver, Colorado, USA",Assunção,Yagin,Unanimous,Peoples,30,26,Thrasher,30,26,Weeks,30,27,Assunção,fighter1,4,4,3,-15.38%,-15.38%,-11.11%,3,0.5,0.5,1,fighter1,fighter1,fighter1,Agree
2011-10-01,Bellator 52: Bellator LII,L'Auberge du Lac Resort,"Lake Charles, Louisiana, USA",Hayes,Grove,Split,Ancona,28,29,Barahona,29,28,Bass,29,28,Hayes,fighter1,-1,1,1,3.45%,-3.57%,-3.57%,3,2,1,1,fighter2,fighter1,fighter1,judge1
2011-10-01,Bellator 52: Bellator LII,L'Auberge du Lac Resort,"Lake Charles, Louisiana, USA",Prindle,Wagner,Unanimous,Ancona,29,28,Barahona,29,28,Bass,29,28,Prindle,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2011-10-01,Bellator 52: Bellator LII,L'Auberge du Lac Resort,"Lake Charles, Louisiana, USA",Alexandre,Quayhagen,Unanimous,Ancona,27,30,Bass,27,30,Manuel,27,30,Quayhagen,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2011-10-01,UFC Live: Cruz vs. Johnson,Verizon Center,"Washington, District of Columbia, USA",Johnson,Cruz,Unanimous,Bertrand,45,50,Blatnick,45,50,Urso,46,49,Cruz,fighter2,-5,-5,-3,10.00%,10.00%,6.12%,5,1,1,2,fighter2,fighter2,fighter2,Agree
2011-10-08,Bellator 53: Bellator LIII,Buffalo Run Hotel & Casino,"Miami, Oklahoma, USA",Bears,Matthews,Unanimous,Lambert,28,29,Ritter,28,29,Sutherland,28,29,Matthews,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2011-10-08,UFC 136: Edgar vs. Maynard III,Toyota Center,"Houston, Texas, USA",Aldo,Florian,Unanimous,Crosby,49,46,Hamilton,49,46,Peoples,49,46,Aldo,fighter1,3,3,3,-6.52%,-6.52%,-6.52%,5,0,0,0,fighter1,fighter1,fighter1,Agree
2011-10-08,UFC 136: Edgar vs. Maynard III,Toyota Center,"Houston, Texas, USA",Phan,Garcia,Unanimous,Dealejandro,29,28,Mathisen,29,28,Phillips,29,28,Phan,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2011-10-08,UFC 136: Edgar vs. Maynard III,Toyota Center,"Houston, Texas, USA",Maia,Santiago,Unanimous,Hamilton,30,27,Mathisen,30,27,Phillips,30,27,Maia,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2011-10-08,UFC 136: Edgar vs. Maynard III,Toyota Center,"Houston, Texas, USA",Stephens,Pettis,Split,Crosby,28,29,Dealejandro,28,29,Phillips,29,28,Pettis,fighter2,-1,-1,1,3.45%,3.45%,-3.57%,3,1,1,2,fighter2,fighter2,fighter1,judge3
2011-10-08,UFC 136: Edgar vs. Maynard III,Toyota Center,"Houston, Texas, USA",Beltran,Miocic,Unanimous,Dealejandro,27,30,Mathisen,28,29,Phillips,28,29,Miocic,fighter2,-3,-1,-1,10.00%,3.45%,3.45%,3,2,1,1,fighter2,fighter2,fighter2,Agree
2011-10-08,UFC 136: Edgar vs. Maynard III,Toyota Center,"Houston, Texas, USA",Zhang,Elkins,Unanimous,Dealejandro,27,30,Mathisen,26,30,Phillips,27,30,Elkins,fighter2,-3,-4,-3,10.00%,13.33%,10.00%,3,0.5,1,0.5,fighter2,fighter2,fighter2,Agree
2011-10-08,UFC 136: Edgar vs. Maynard III,Toyota Center,"Houston, Texas, USA",Schafer,Simpson,Unanimous,Lassiter,27,30,Mathisen,27,30,Phillips,27,30,Simpson,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2011-10-08,UFC 136: Edgar vs. Maynard III,Toyota Center,"Houston, Texas, USA",Cantwell,Massenzio,Unanimous,Dealejandro,28,29,Lassiter,28,29,Phillips,27,30,Massenzio,fighter2,-1,-1,-3,3.45%,3.45%,10.00%,3,1,1,2,fighter2,fighter2,fighter2,Agree
2011-10-15,Bellator 54: Bellator LIV,Boardwalk Hall,"Atlantic City, New Jersey, USA",Kirwan,Nazare,Unanimous,Depasquale Jr.,30,27,Sanidad,29,28,Tamburrino,30,27,Kirwan,fighter1,3,1,3,-11.11%,-3.57%,-11.11%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2011-10-15,Bellator 54: Bellator LIV,Boardwalk Hall,"Atlantic City, New Jersey, USA",Kelleher,Ledesma,Unanimous,Depasquale Jr.,27,30,Tamburrino,27,30,Tirelli,27,30,Ledesma,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2011-10-15,Bellator 54: Bellator LIV,Boardwalk Hall,"Atlantic City, New Jersey, USA",Wawro,Seiber,Unanimous,Depasquale Jr.,29,28,Sanidad,29,28,Tirelli,29,28,Wawro,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2011-10-22,Bellator 55: Bellator LV,Cocopah Resort and Casino,"Yuma, Arizona, USA",Galvão,Vila,Split,Cobian,28,29,Rogers,30,27,Urso,28,29,Vila,fighter2,-1,3,-1,3.45%,-11.11%,3.45%,3,2,4,2,fighter2,fighter1,fighter2,judge2
2011-10-22,Bellator 55: Bellator LV,Cocopah Resort and Casino,"Yuma, Arizona, USA",Dantas,West,Split,Cobian,28,29,Rogers,30,27,Urso,29,28,Dantas,fighter1,-1,3,1,3.45%,-11.11%,-3.57%,3,3,3,0,fighter2,fighter1,fighter1,judge1
2011-10-22,Bellator 55: Bellator LV,Cocopah Resort and Casino,"Yuma, Arizona, USA",Wiuff,M'Pumbu,Unanimous,Cobian,29,28,Rogers,30,27,Urso,29,28,Wiuff,fighter1,1,3,1,-3.57%,-11.11%,-3.57%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2011-10-22,Bellator 55: Bellator LV,Cocopah Resort and Casino,"Yuma, Arizona, USA",Porter,Piedmont,Unanimous,Cobian,30,27,Rogers,29,28,Urso,30,27,Porter,fighter1,3,1,3,-11.11%,-3.57%,-11.11%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2011-10-29,Bellator 56: Bellator LVI,Memorial Hall,"Kansas City, Kansas, USA",Hieron,Askren,Unanimous,Boyd,47,48,Champion,47,48,Gueary,48,47,Askren,fighter2,-1,-1,1,2.08%,2.08%,-2.13%,5,1,1,2,fighter2,fighter2,fighter1,judge3
2011-10-29,Bellator 56: Bellator LVI,Memorial Hall,"Kansas City, Kansas, USA",Spoon,Schindler,Unanimous,Boyd,29,28,Clifton,29,28,Gueary,30,27,Spoon,fighter1,1,1,3,-3.57%,-3.57%,-11.11%,3,1,1,2,fighter1,fighter1,fighter1,Agree
2011-10-29,Bellator 56: Bellator LVI,Memorial Hall,"Kansas City, Kansas, USA",Navarro,Bears,Split,Boyd,29,28,Clifton,29,28,Gueary,28,29,Navarro,fighter1,1,1,-1,-3.57%,-3.57%,3.45%,3,1,1,2,fighter1,fighter1,fighter2,judge3
2011-10-29,Bellator 56: Bellator LVI,Memorial Hall,"Kansas City, Kansas, USA",Tiller,Spohn,Split,Boyd,30,27,Champion,28,29,Gueary,29,28,Tiller,fighter1,3,-1,1,-11.11%,3.45%,-3.57%,3,3,3,0,fighter1,fighter2,fighter1,judge2
2011-10-29,Bellator 56: Bellator LVI,Memorial Hall,"Kansas City, Kansas, USA",Brooks,de Souza,Unanimous,Boyd,30,26,Champion,30,26,Gueary,29,27,Brooks,fighter1,4,4,2,-15.38%,-15.38%,-7.41%,3,1,1,2,fighter1,fighter1,fighter1,Agree
2011-10-29,UFC 137: Penn vs. Diaz,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Diaz,Penn,Unanimous,Byrd,29,28,Silbert,29,28,Weeks,29,27,Diaz,fighter1,1,1,2,-3.57%,-3.57%,-7.41%,3,0.5,0.5,1,fighter1,fighter1,fighter1,Agree
2011-10-29,UFC 137: Penn vs. Diaz,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Kongo,Mitrione,Unanimous,Hagen,29,28,Morse Jarman,30,27,Trowbridge,30,28,Kongo,fighter1,1,3,2,-3.57%,-11.11%,-7.14%,3,1.5,1.5,0,fighter1,fighter1,fighter1,Agree
2011-10-29,UFC 137: Penn vs. Diaz,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Jorgensen,Curran,Unanimous,Byrd,29,28,Silbert,29,28,Trowbridge,30,27,Jorgensen,fighter1,1,1,3,-3.57%,-3.57%,-11.11%,3,1,1,2,fighter1,fighter1,fighter1,Agree
2011-10-29,UFC 137: Penn vs. Diaz,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Hioki,Roop,Split,Hagen,28,29,Morse Jarman,29,28,Peoples,29,28,Hioki,fighter1,-1,1,1,3.45%,-3.57%,-3.57%,3,2,1,1,fighter2,fighter1,fighter1,judge1
2011-10-29,UFC 137: Penn vs. Diaz,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Marshall,Vera,Unanimous,Hagen,28,29,Kamijo,28,29,Peoples,28,29,Vera,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2011-10-29,UFC 137: Penn vs. Diaz,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Downes,Nijem,Unanimous,Byrd,25,30,Morse Jarman,26,30,Smith,27,30,Nijem,fighter2,-5,-4,-3,16.67%,13.33%,10.00%,3,1.5,0,1.5,fighter2,fighter2,fighter2,Agree
2011-10-29,UFC 137: Penn vs. Diaz,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Camozzi,Carmont,Unanimous,Peoples,27,30,Silbert,27,30,Weeks,26,30,Carmont,fighter2,-3,-3,-4,10.00%,10.00%,13.33%,3,0.5,0.5,1,fighter2,fighter2,fighter2,Agree
2011-10-29,UFC 137: Penn vs. Diaz,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",Jacoby,Starks,Unanimous,Kamijo,27,30,Morse Jarman,27,30,Trowbridge,27,30,Starks,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2011-11-05,UFC 138: Leben vs. Munoz,LG Arena,"Birmingham, England",Maguire,Edwards,Unanimous,Collett,30,27,Urso,30,27,Watts,30,27,Maguire,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2011-11-05,UFC 138: Leben vs. Munoz,LG Arena,"Birmingham, England",De Fries,Broughton,Unanimous,Urso,29,28,Watts,29,28,Winter,29,28,De Fries,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2011-11-05,UFC 138: Leben vs. Munoz,LG Arena,"Birmingham, England",Omigawa,Young,Unanimous,Collett,29,28,Hughes,29,28,Roberts,29,28,Omigawa,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2011-11-05,UFC 138: Leben vs. Munoz,LG Arena,"Birmingham, England",Lee,Cariaso,Split,Collett,28,29,Watts,28,29,Winter,29,28,Cariaso,fighter2,-1,-1,1,3.45%,3.45%,-3.57%,3,1,1,2,fighter2,fighter2,fighter1,judge3
2011-11-12,Bellator 57: Bellator LVII,Casino Rama,"Rama, Ontario, Canada",Shlemenko,Vianna,Unanimous,Jackson,30,27,Rodgers,30,27,Therien,29,28,Shlemenko,fighter1,3,3,1,-11.11%,-11.11%,-3.57%,3,1,1,2,fighter1,fighter1,fighter1,Agree
2011-11-12,Bellator 57: Bellator LVII,Casino Rama,"Rama, Ontario, Canada",Hawk,Hollett,Split,Bettes,28,29,Jackson,28,29,Rodgers,29,28,Hollett,fighter2,-1,-1,1,3.45%,3.45%,-3.57%,3,1,1,2,fighter2,fighter2,fighter1,judge3
2011-11-12,Boxing: Pacquiao vs. Marquez 3,MGM Grand Garden Arena,"Las Vegas, Nevada, USA",Márquez,Pacquiao,Majority,Hoyle,114,114,Moretti,113,115,Trowbridge,112,116,Pacquiao,fighter2,0,-2,-4,0.00%,1.74%,3.45%,12,3,0,3,draw,fighter2,fighter2,judge1
2011-11-12,UFC on Fox 1: Velasquez vs. Dos Santos,Honda Center,"Anaheim, California, USA",Henderson,Guida,Unanimous,Griffin,30,27,Hamilton,29,28,Lebell,30,27,Henderson,fighter1,3,1,3,-11.11%,-3.57%,-11.11%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2011-11-12,UFC on Fox 1: Velasquez vs. Dos Santos,Honda Center,"Anaheim, California, USA",Uyenoyama,Yamamoto,Unanimous,Belardo,30,27,Hamilton,30,27,Lebell,30,26,Uyenoyama,fighter1,3,3,4,-11.11%,-11.11%,-15.38%,3,0.5,0.5,1,fighter1,fighter1,fighter1,Agree
2011-11-12,UFC on Fox 1: Velasquez vs. Dos Santos,Honda Center,"Anaheim, California, USA",Caceres,Escovedo,Unanimous,Belardo,30,27,Cobian,30,27,Lebell,30,27,Caceres,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2011-11-12,UFC on Fox 1: Velasquez vs. Dos Santos,Honda Center,"Anaheim, California, USA",Bradley,Pierce,Split,Cobian,28,29,Griffin,29,28,Hamilton,27,30,Pierce,fighter2,-1,1,-3,3.45%,-3.57%,10.00%,3,0,3,3,fighter2,fighter1,fighter2,judge2
2011-11-12,UFC on Fox 1: Velasquez vs. Dos Santos,Honda Center,"Anaheim, California, USA",Rosa,Lucas,Majority,Belardo,30,26,Cobian,30,26,Lebell,28,28,Rosa,fighter1,4,4,0,-15.38%,-15.38%,0.00%,3,2,2,4,fighter1,fighter1,draw,judge3
2011-11-12,Bellator 57: Bellator LVII,Casino Rama,"Rama, Ontario, Canada",Corey,Horodecki,Majority,Bettes,28,29,Jackson,28,28,Rodgers,28,28,draw,draw,-1,0,0,3.45%,0.00%,0.00%,3,1,0.5,0.5,fighter2,draw,draw,judge1
2011-11-18,ShoMMA 20: Britt vs. Sayers,Palms Casino Resort,"Las Vegas, Nevada, USA",Brunson,James,Unanimous,Byrd,30,27,Morse Jarman,30,27,Trowbridge,30,27,Brunson,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2011-11-18,ShoMMA 20: Britt vs. Sayers,Palms Casino Resort,"Las Vegas, Nevada, USA",Cooper,Ricehouse,Unanimous,Kamijo,27,29,Smith,26,30,Weeks,26,30,Ricehouse,fighter2,-2,-4,-4,6.90%,13.33%,13.33%,3,2,1,1,fighter2,fighter2,fighter2,Agree
2011-11-18,ShoMMA 20: Britt vs. Sayers,Palms Casino Resort,"Las Vegas, Nevada, USA",Mulhern,Hulett,Unanimous,Morse Jarman,29,28,Smith,29,28,Weeks,29,28,Mulhern,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2011-11-19,Bellator 58: Bellator LVIII,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida, USA",Ellis,Aguilar,Unanimous,Lee,27,30,Luxenberg,27,30,Rodriguez,27,30,Aguilar,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2011-11-19,Bellator 58: Bellator LVIII,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida, USA",Cooper,Hess,Unanimous,Gomez,29,28,Luxenberg,29,28,Rodriguez,29,28,Cooper,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2011-11-19,Bellator 58: Bellator LVIII,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida, USA",Barbosa,Araujo,Unanimous,Gomez,28,29,Luxenberg,28,29,Rodriguez,28,29,Araujo,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2011-11-19,Bellator 58: Bellator LVIII,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida, USA",Sharipov,Mello,Unanimous,Gomez,27,30,Luxenberg,27,30,Rodriguez,27,30,Mello,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2011-11-19,UFC 139: Shogun vs. Henderson,HP Pavilion,"San Jose, California, USA",Rua,Henderson,Unanimous,Mcknight,47,48,Morrow,47,48,Thomas-Gitlin,47,48,Henderson,fighter2,-1,-1,-1,2.08%,2.08%,2.08%,5,0,0,0,fighter2,fighter2,fighter2,Agree
2011-11-19,UFC 139: Shogun vs. Henderson,HP Pavilion,"San Jose, California, USA",Story,Kampmann,Split,English,27,30,Morrow,28,29,Thomas-Gitlin,29,28,Kampmann,fighter2,-3,-1,1,10.00%,3.45%,-3.57%,3,3,0,3,fighter2,fighter2,fighter1,judge3
2011-11-19,UFC 139: Shogun vs. Henderson,HP Pavilion,"San Jose, California, USA",Kingsbury,Bonnar,Unanimous,Denkin,25,30,English,27,30,Mcknight,27,30,Bonnar,fighter2,-5,-3,-3,16.67%,10.00%,10.00%,3,2,1,1,fighter2,fighter2,fighter2,Agree
2011-11-19,UFC 139: Shogun vs. Henderson,HP Pavilion,"San Jose, California, USA",dos Anjos,Tibau,Split,English,29,28,Morrow,28,29,Thomas-Gitlin,27,30,Tibau,fighter2,1,-1,-3,-3.57%,3.45%,10.00%,3,3,0,3,fighter1,fighter2,fighter2,judge1
2011-11-19,UFC 139: Shogun vs. Henderson,HP Pavilion,"San Jose, California, USA",Pace,Torres,Unanimous,Denkin,27,30,English,27,30,Mcknight,27,30,Torres,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2011-11-26,Bellator 59: Bellator LIX,Caesars Atlantic City,"Atlantic City, New Jersey, USA",Dantas,Vila,Unanimous,Agustin,29,28,Almeida,29,28,Tirelli,29,28,Dantas,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2011-11-26,Bellator 59: Bellator LIX,Caesars Atlantic City,"Atlantic City, New Jersey, USA",Held,Nover,Split,Agustin,29,28,Bittencourt,29,28,Colón,28,29,Held,fighter1,1,1,-1,-3.57%,-3.57%,3.45%,3,1,1,2,fighter1,fighter1,fighter2,judge3
2011-11-26,Bellator 59: Bellator LIX,Caesars Atlantic City,"Atlantic City, New Jersey, USA",Maynard,Wing,Unanimous,Bittencourt,30,27,Blatnick,30,26,Urso,30,27,Maynard,fighter1,3,4,3,-11.11%,-15.38%,-11.11%,3,0.5,1,0.5,fighter1,fighter1,fighter1,Agree
2011-11-26,Bellator 59: Bellator LIX,Caesars Atlantic City,"Atlantic City, New Jersey, USA",Milliard,Saling,Unanimous,Agustin,30,27,Tirelli,30,27,Urso,30,27,Milliard,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2011-12-03,TUF 14 Finale: The Ultimate Fighter 14 Finale,Palms Casino Resort,"Las Vegas, Nevada, USA",Edwards,Ferguson,Unanimous,Kamijo,28,29,Smith,27,30,Weeks,27,30,Ferguson,fighter2,-1,-3,-3,3.45%,10.00%,10.00%,3,2,1,1,fighter2,fighter2,fighter2,Agree
2011-12-03,TUF 14 Finale: The Ultimate Fighter 14 Finale,Palms Casino Resort,"Las Vegas, Nevada, USA",Bass,Brimage,Unanimous,Byrd,27,30,Kamijo,28,29,Weeks,27,30,Brimage,fighter2,-3,-1,-3,10.00%,3.45%,10.00%,3,1,2,1,fighter2,fighter2,fighter2,Agree
2011-12-03,TUF 14 Finale: The Ultimate Fighter 14 Finale,Palms Casino Resort,"Las Vegas, Nevada, USA",Siler,Clopton,Unanimous,Byrd,29,28,Collins,29,28,Weeks,29,28,Siler,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2011-12-10,UFC 140: Jones vs. Machida,Air Canada Centre,"Toronto, Ontario, Canada",Patrick,Ebersole,Split,Bertrand,28,29,D'Amato,28,29,Hamilton,29,28,Ebersole,fighter2,-1,-1,1,3.45%,3.45%,-3.57%,3,1,1,2,fighter2,fighter2,fighter1,judge3
2011-12-10,UFC 140: Jones vs. Machida,Air Canada Centre,"Toronto, Ontario, Canada",Watson,Jabouin,Split,Hamilton,27,30,Jackson,29,28,Therien,28,29,Jabouin,fighter2,-3,1,-1,10.00%,-3.57%,3.45%,3,3,3,0,fighter2,fighter1,fighter2,judge2
2011-12-10,UFC 140: Jones vs. Machida,Air Canada Centre,"Toronto, Ontario, Canada",Bocek,Lentz,Unanimous,Hamilton,30,27,Jackson,30,27,Therien,30,27,Bocek,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
