date,event,arena,city,fighter1,fighter2,result_type,judge1,judge1_score1,judge1_score2,judge2,judge2_score1,judge2_score2,judge3,judge3_score1,judge3_score2,winner,winner2,judge1_margin,judge2_margin,judge3_margin,judge1_perc,judge2_perc,judge3_perc,rounds,judge1_dev,judge2_dev,judge3_dev,judge1_out,judge2_out,judge3_out,agreement
2020-08-15,UFC 252: Miocic vs. Cormier 3,UFC Apex,"Las Vegas, Nevada, USA",Yoder,Souza,Unanimous,Bell,28,29,Hagen,27,30,Kamijo,28,29,Souza,fighter2,-1,-3,-1,3.45%,10.00%,3.45%,3,1,2,1,fighter2,fighter2,fighter2,Agree
2020-08-15,UFC 252: Miocic vs. Cormier 3,UFC Apex,"Las Vegas, Nevada, USA",Kelley,Kamaka III,Unanimous,Bell,28,29,Cleary,28,29,Weeks,28,29,Kamaka III,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2020-08-21,Bellator 244: Bader vs. Nemkov,Mohegan Sun Arena,"Uncasville, Connecticut, USA",Budd,Miele,Unanimous,Crosby,30,26,Miner,30,27,Valel,30,27,Budd,fighter1,4,3,3,-15.38%,-11.11%,-11.11%,3,1,0.5,0.5,fighter1,fighter1,fighter1,Agree
2020-08-21,Bellator 244: Bader vs. Nemkov,Mohegan Sun Arena,"Uncasville, Connecticut, USA",Nelson,Moldavsky,Unanimous,Crosby,27,30,English,27,30,Miner,27,30,Moldavsky,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2020-08-21,Bellator 244: Bader vs. Nemkov,Mohegan Sun Arena,"Uncasville, Connecticut, USA",Outlaw,Piccolotti,Split,Crosby,29,28,English,28,29,Miner,29,28,Outlaw,fighter1,1,-1,1,-3.57%,3.45%,-3.57%,3,1,2,1,fighter1,fighter2,fighter1,judge2
2020-08-21,Bellator 244: Bader vs. Nemkov,Mohegan Sun Arena,"Uncasville, Connecticut, USA",Hill,Perez,Unanimous,English,29,28,Murtha,30,27,Valel,30,27,Hill,fighter1,1,3,3,-3.57%,-11.11%,-11.11%,3,2,1,1,fighter1,fighter1,fighter1,Agree
2020-08-21,Bellator 244: Bader vs. Nemkov,Mohegan Sun Arena,"Uncasville, Connecticut, USA",de Jesus,Parubchenko,Unanimous,Crosby,29,28,Murtha,29,28,Valel,30,27,de Jesus,fighter1,1,1,3,-3.57%,-3.57%,-11.11%,3,1,1,2,fighter1,fighter1,fighter1,Agree
2020-08-21,Bellator 244: Bader vs. Nemkov,Mohegan Sun Arena,"Uncasville, Connecticut, USA",Tokov,Gonzalez,Split,Miragliotta,28,29,Murtha,27,30,Valel,29,28,Gonzalez,fighter2,-1,-3,1,3.45%,10.00%,-3.57%,3,0,3,3,fighter2,fighter2,fighter1,judge3
2020-08-22,UFC on ESPN 15: Munhoz vs. Edgar,UFC Apex,"Las Vegas, Nevada, USA",Edgar,Munhoz,Split,Cleary,48,47,Colón,48,47,D'Amato,46,49,Edgar,fighter1,1,1,-3,-2.13%,-2.13%,6.12%,5,2,2,4,fighter1,fighter1,fighter2,judge3
2020-08-22,UFC on ESPN 15: Munhoz vs. Edgar,UFC Apex,"Las Vegas, Nevada, USA",Lemos,Inoue,Unanimous,Bell,30,27,Byrd,30,27,Hagen,30,27,Lemos,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2020-08-22,UFC on ESPN 15: Munhoz vs. Edgar,UFC Apex,"Las Vegas, Nevada, USA",Minus,Semelsberger,Unanimous,Bell,26,30,Maness,28,29,Mccarthy,27,30,Semelsberger,fighter2,-4,-1,-3,13.33%,3.45%,10.00%,3,2,2.5,0.5,fighter2,fighter2,fighter2,Agree
2020-08-29,KSW 54: Gamrot vs. Ziolkowski,Global Expo,"Warsaw, Poland",Ziolkowski,Gamrot,Unanimous,Bonkowski,46,49,Porebski,45,50,Wojciechowski,45,50,Gamrot,fighter2,-3,-5,-5,6.12%,10.00%,10.00%,5,2,1,1,fighter2,fighter2,fighter2,Agree
2020-08-29,KSW 54: Gamrot vs. Ziolkowski,Global Expo,"Warsaw, Poland",Politylo,Barbu,Unanimous,Bonkowski,29,27,Niemkowicz,29,27,Porebski,29,27,Politylo,fighter1,2,2,2,-7.41%,-7.41%,-7.41%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2020-08-29,KSW 54: Gamrot vs. Ziolkowski,Global Expo,"Warsaw, Poland",Kopera,Rajewski,Split,Niemkowicz,28,29,Porebski,28,29,Wojciechowski,29,28,Rajewski,fighter2,-1,-1,1,3.45%,3.45%,-3.57%,3,1,1,2,fighter2,fighter2,fighter1,judge3
2020-08-29,KSW 54: Gamrot vs. Ziolkowski,Global Expo,"Warsaw, Poland",Stepanyan,Rajewski,Unanimous,Bonkowski,27,30,Porebski,25,30,Wojciechowski,27,30,Rajewski,fighter2,-3,-5,-3,10.00%,16.67%,10.00%,3,1,2,1,fighter2,fighter2,fighter2,Agree
2020-08-29,UFC on ESPN+ 33: Smith vs. Rakic,UFC Apex,"Las Vegas, Nevada, USA",Smith,Rakic,Unanimous,Colón,26,30,D'Amato,27,30,Lee,27,30,Rakic,fighter2,-4,-3,-3,13.33%,10.00%,10.00%,3,1,0.5,0.5,fighter2,fighter2,fighter2,Agree
2020-08-29,UFC on ESPN+ 33: Smith vs. Rakic,UFC Apex,"Las Vegas, Nevada, USA",Magny,Lawler,Unanimous,Bell,30,27,Cleary,30,27,Mccarthy,30,27,Magny,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2020-08-29,UFC on ESPN+ 33: Smith vs. Rakic,UFC Apex,"Las Vegas, Nevada, USA",Kim,Grasso,Unanimous,Colón,27,30,D'Amato,27,30,Kamijo,27,30,Grasso,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2020-08-29,UFC on ESPN+ 33: Smith vs. Rakic,UFC Apex,"Las Vegas, Nevada, USA",Lamas,Algeo,Unanimous,Bell,29,27,Hagen,29,27,Mccarthy,29,27,Lamas,fighter1,2,2,2,-7.41%,-7.41%,-7.41%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2020-08-29,UFC on ESPN+ 33: Smith vs. Rakic,UFC Apex,"Las Vegas, Nevada, USA",Kasanganay,Pitolo,Unanimous,D'Amato,30,27,Hagen,30,27,Mccarthy,30,27,Kasanganay,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2020-08-29,UFC on ESPN+ 33: Smith vs. Rakic,UFC Apex,"Las Vegas, Nevada, USA",Cummings,Di Chirico,Unanimous,Cleary,29,28,Kamijo,30,27,Lee,29,28,Cummings,fighter1,1,3,1,-3.57%,-11.11%,-3.57%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2020-09-05,UFC on ESPN+ 34: Overeem vs. Sakai,UFC Apex,"Las Vegas, Nevada, USA",Araujo,De La Rosa,Unanimous,Cleary,29,28,Mccarthy,30,27,Winter,30,27,Araujo,fighter1,1,3,3,-3.57%,-11.11%,-11.11%,3,2,1,1,fighter1,fighter1,fighter1,Agree
2020-09-05,UFC on ESPN+ 34: Overeem vs. Sakai,UFC Apex,"Las Vegas, Nevada, USA",Azure,Smith,Unanimous,Bell,29,28,Colón,29,28,Hagen,29,28,Azure,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2020-09-11,Bellator 245: Davis vs. Machida II,Mohegan Sun Arena,"Uncasville, Connecticut, USA",Machida,Davis,Split,Crosby,29,28,Miner,28,29,Tirelli,28,29,Davis,fighter2,1,-1,-1,-3.57%,3.45%,3.45%,3,2,1,1,fighter1,fighter2,fighter2,judge1
2020-09-11,Bellator 245: Davis vs. Machida II,Mohegan Sun Arena,"Uncasville, Connecticut, USA",Zingano,Holloway,Unanimous,Miner,30,26,Montalvo,30,26,Valel,29,27,Zingano,fighter1,4,4,2,-15.38%,-15.38%,-7.41%,3,1,1,2,fighter1,fighter1,fighter1,Agree
2020-09-11,Bellator 245: Davis vs. Machida II,Mohegan Sun Arena,"Uncasville, Connecticut, USA",Polizzi,Carvalho,Unanimous,Crosby,30,27,Tirelli,30,27,Valel,30,27,Polizzi,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2020-09-11,Bellator 245: Davis vs. Machida II,Mohegan Sun Arena,"Uncasville, Connecticut, USA",Bell,Smith,Unanimous,Miner,28,29,Montalvo,28,29,Valel,28,29,Smith,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2020-09-11,Bellator 245: Davis vs. Machida II,Mohegan Sun Arena,"Uncasville, Connecticut, USA",Lee,Zani,Unanimous,Crosby,29,28,Montalvo,29,28,Valel,30,27,Lee,fighter1,1,1,3,-3.57%,-3.57%,-11.11%,3,1,1,2,fighter1,fighter1,fighter1,Agree
2020-09-12,Bellator 246: Archuleta vs. Mix,Mohegan Sun Arena,"Uncasville, Connecticut, USA",Mix,Archuleta,Unanimous,Crosby,47,48,Miner,47,48,Tirelli,46,49,Archuleta,fighter2,-1,-1,-3,2.08%,2.08%,6.12%,5,1,1,2,fighter2,fighter2,fighter2,Agree
2020-09-12,Bellator 246: Archuleta vs. Mix,Mohegan Sun Arena,"Uncasville, Connecticut, USA",Madrid,Casey,Split,Crosby,30,27,Peabody,28,29,Tirelli,29,28,Madrid,fighter1,3,-1,1,-11.11%,3.45%,-3.57%,3,3,3,0,fighter1,fighter2,fighter1,judge2
2020-09-12,Bellator 246: Archuleta vs. Mix,Mohegan Sun Arena,"Uncasville, Connecticut, USA",Franklin,Hylton,Unanimous,Crosby,30,27,Montalvo,30,27,Valel,30,27,Franklin,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2020-09-12,UFC on ESPN+ 35: Waterson vs. Hill,UFC Apex,"Las Vegas, Nevada, USA",Waterson-Gomez,Hill,Split,Cleary,48,47,D'Amato,49,46,Lee,47,48,Waterson-Gomez,fighter1,1,3,-1,-2.13%,-6.52%,2.08%,5,0,3,3,fighter1,fighter1,fighter2,judge3
2020-09-12,UFC on ESPN+ 35: Waterson vs. Hill,UFC Apex,"Las Vegas, Nevada, USA",Modafferi,Lee,Unanimous,Cleary,29,28,D'Amato,29,28,Lee,29,28,Modafferi,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2020-09-12,UFC on ESPN+ 35: Waterson vs. Hill,UFC Apex,"Las Vegas, Nevada, USA",Green,Patrick,Unanimous,Bell,30,27,Cleary,30,27,D'Amato,30,27,Green,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2020-09-12,UFC on ESPN+ 35: Waterson vs. Hill,UFC Apex,"Las Vegas, Nevada, USA",Eubanks,Avila,Unanimous,Bell,29,27,D'Amato,29,27,Mccarthy,29,27,Eubanks,fighter1,2,2,2,-7.41%,-7.41%,-7.41%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2020-09-12,UFC on ESPN+ 35: Waterson vs. Hill,UFC Apex,"Las Vegas, Nevada, USA",Ivy,Barberena,Unanimous,Hagen,28,29,Kamijo,27,30,Winter,27,30,Barberena,fighter2,-1,-3,-3,3.45%,10.00%,10.00%,3,2,1,1,fighter2,fighter2,fighter2,Agree
2020-09-17,Invicta FC 42: Cummins vs. Zappitella,PAL of KCKS Gym,"Kansas City, Kansas, USA",Verzosa,Canuto,Split,Champion,29,28,Divilbiss,29,28,Graham,28,29,Verzosa,fighter1,1,1,-1,-3.57%,-3.57%,3.45%,3,1,1,2,fighter1,fighter1,fighter2,judge3
2020-09-17,Invicta FC 42: Cummins vs. Zappitella,PAL of KCKS Gym,"Kansas City, Kansas, USA",Tiburcio,Delboni,Unanimous,Champion,27,30,Divilbiss,28,29,Graham,27,30,Delboni,fighter2,-3,-1,-3,10.00%,3.45%,10.00%,3,1,2,1,fighter2,fighter2,fighter2,Agree
2020-09-17,Invicta FC 42: Cummins vs. Zappitella,PAL of KCKS Gym,"Kansas City, Kansas, USA",Leonardo,Tracy,Unanimous,Champion,29,28,Divilbiss,29,28,Graham,29,28,Leonardo,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2020-09-17,Invicta FC 42: Cummins vs. Zappitella,PAL of KCKS Gym,"Kansas City, Kansas, USA",Chieng,Peralta,Unanimous,Champion,26,30,Divilbiss,27,30,Graham,27,30,Peralta,fighter2,-4,-3,-3,13.33%,10.00%,10.00%,3,1,0.5,0.5,fighter2,fighter2,fighter2,Agree
2020-09-19,UFC on ESPN+ 36: Covington vs. Woodley,UFC Apex,"Las Vegas, Nevada, USA",Holland,Stewart,Split,Colón,29,28,D'Amato,29,28,Mccarthy,28,29,Holland,fighter1,1,1,-1,-3.57%,-3.57%,3.45%,3,1,1,2,fighter1,fighter1,fighter2,judge3
2020-09-19,UFC on ESPN+ 36: Covington vs. Woodley,UFC Apex,"Las Vegas, Nevada, USA",Espinosa,Dvorak,Unanimous,Cleary,27,30,Colón,27,30,Kamijo,27,30,Dvorak,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2020-09-19,UFC on ESPN+ 36: Covington vs. Woodley,UFC Apex,"Las Vegas, Nevada, USA",Rivera,Ewell,Split,Bell,28,29,Hagen,28,29,Kamijo,29,28,Ewell,fighter2,-1,-1,1,3.45%,3.45%,-3.57%,3,1,1,2,fighter2,fighter2,fighter1,judge3
2020-09-19,UFC on ESPN+ 36: Covington vs. Woodley,UFC Apex,"Las Vegas, Nevada, USA",Price,Cerrone,Majority,Colón,27,29,Lee,28,28,Mccarthy,28,28,draw,draw,-2,0,0,6.90%,0.00%,0.00%,3,2,1,1,fighter2,draw,draw,judge1
2020-09-24,CW 114: Faiddine vs. Shanks,BEC Arena,"Manchester, England",Faiddine,Shanks,Unanimous,Hand,42,50,Lavery,45,50,Ransom,41,50,Shanks,fighter2,-8,-5,-9,16.00%,10.00%,18.00%,5,1,3.5,2.5,fighter2,fighter2,fighter2,Agree
2020-09-24,CW 114: Faiddine vs. Shanks,BEC Arena,"Manchester, England",Amarasinghe,Hignett,Unanimous,Hand,30,27,Lavery,30,27,Ransom,30,27,Amarasinghe,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2020-09-24,CW 114: Faiddine vs. Shanks,BEC Arena,"Manchester, England",Mulholland,Maguire,Unanimous,Barton,27,30,Hand,25,30,Ransom,27,30,Maguire,fighter2,-3,-5,-3,10.00%,16.67%,10.00%,3,1,2,1,fighter2,fighter2,fighter2,Agree
2020-09-26,Bellator Milan: Edwards vs. van Steenis,Allianz Cloud,"Milan, Italy",van Steenis,Edwards,Split,Crosby,28,27,D'Amato,29,28,Valel,28,29,van Steenis,fighter1,1,1,-1,-3.70%,-3.57%,3.45%,3,1,1,2,fighter1,fighter1,fighter2,judge3
2020-09-26,Bellator Milan: Edwards vs. van Steenis,Allianz Cloud,"Milan, Italy",Shipman,Penini,Unanimous,Crosby,30,27,D'Amato,30,27,Valel,30,27,Shipman,fighter1,3,3,3,-11.11%,-11.11%,-11.11%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2020-09-26,Bellator Milan: Edwards vs. van Steenis,Allianz Cloud,"Milan, Italy",Kauppinen,Fleury,Unanimous,Crosby,27,30,D'Amato,27,30,Valel,27,30,Fleury,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2020-09-26,Bellator Milan: Edwards vs. van Steenis,Allianz Cloud,"Milan, Italy",Solli,Hardwick,Unanimous,Crosby,27,30,D'Amato,27,30,Valel,27,30,Hardwick,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2020-09-26,Bellator Milan: Edwards vs. van Steenis,Allianz Cloud,"Milan, Italy",Pascu,Paterno,Unanimous,Crosby,30,27,D'Amato,29,28,Valel,30,27,Pascu,fighter1,3,1,3,-11.11%,-3.57%,-11.11%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2020-09-26,Bellator Milan: Edwards vs. van Steenis,Allianz Cloud,"Milan, Italy",Wanliss,Davis,Unanimous,Crosby,26,30,D'Amato,27,30,Valel,27,30,Davis,fighter2,-4,-3,-3,13.33%,10.00%,10.00%,3,1,0.5,0.5,fighter2,fighter2,fighter2,Agree
2020-09-26,Bellator Milan: Edwards vs. van Steenis,Allianz Cloud,"Milan, Italy",Mlambo,Tait,Unanimous,Crosby,30,27,D'Amato,29,28,Valel,30,27,Mlambo,fighter1,3,1,3,-11.11%,-3.57%,-11.11%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2020-09-26,Bellator Milan: Edwards vs. van Steenis,Allianz Cloud,"Milan, Italy",Hardwick,Smullen,Unanimous,Crosby,28,29,D'Amato,28,29,Valel,28,29,Smullen,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2020-09-26,CW 116: Jones vs. Proctor,BEC Arena,"Manchester, England",Mearns,Lister,Unanimous,Barton,27,30,Hand,27,30,Ransom,28,29,Lister,fighter2,-3,-3,-1,10.00%,10.00%,3.45%,3,1,1,2,fighter2,fighter2,fighter2,Agree
2020-09-26,CW 116: Jones vs. Proctor,BEC Arena,"Manchester, England",Leblond,Creasey,Unanimous,Barton,28,29,Hand,28,29,Ransom,28,29,Creasey,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2020-09-26,CW 116: Jones vs. Proctor,BEC Arena,"Manchester, England",Vucenic,Aimable,Split,Hand,29,28,Lavery,28,29,Ransom,29,28,Vucenic,fighter1,1,-1,1,-3.57%,3.45%,-3.57%,3,1,2,1,fighter1,fighter2,fighter1,judge2
2020-09-26,CW 116: Jones vs. Proctor,BEC Arena,"Manchester, England",Hill,Onwordi,Unanimous,Hand,28,29,Lavery,26,30,Ransom,27,29,Onwordi,fighter2,-1,-4,-2,3.45%,13.33%,6.90%,3,2,2.5,0.5,fighter2,fighter2,fighter2,Agree
2020-09-27,UFC 253: Adesanya vs. Costa,Flash Forum,"Abu Dhabi, United Arab Emirates",Eubanks,Vieira,Unanimous,Bell,28,29,Ohlsson,28,29,Tirelli,28,29,Vieira,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2020-09-27,UFC 253: Adesanya vs. Costa,Flash Forum,"Abu Dhabi, United Arab Emirates",Dawodu,Tukhugov,Split,Korchi,29,28,Ohlsson,30,27,Tirelli,28,29,Dawodu,fighter1,1,3,-1,-3.57%,-11.11%,3.45%,3,0,3,3,fighter1,fighter1,fighter2,judge3
2020-09-27,UFC 253: Adesanya vs. Costa,Flash Forum,"Abu Dhabi, United Arab Emirates",da Silva,Riddell,Unanimous,Bell,28,29,Korchi,28,29,Werner,28,29,Riddell,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2020-09-27,UFC 253: Adesanya vs. Costa,Flash Forum,"Abu Dhabi, United Arab Emirates",Sanchez,Matthews,Unanimous,Ohlsson,26,30,Tirelli,26,30,Werner,26,30,Matthews,fighter2,-4,-4,-4,13.33%,13.33%,13.33%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2020-09-27,UFC 253: Adesanya vs. Costa,Flash Forum,"Abu Dhabi, United Arab Emirates",Knight,Camur,Unanimous,Bell,29,28,Korchi,30,27,Tirelli,30,27,Knight,fighter1,1,3,3,-3.57%,-11.11%,-11.11%,3,2,1,1,fighter1,fighter1,fighter1,Agree
2020-09-27,UFC 253: Adesanya vs. Costa,Flash Forum,"Abu Dhabi, United Arab Emirates",Ibragimov,Marques,Unanimous,Korchi,28,29,Ohlsson,28,29,Tirelli,27,30,Marques,fighter2,-1,-1,-3,3.45%,3.45%,10.00%,3,1,1,2,fighter2,fighter2,fighter2,Agree
2020-10-01,Bellator 247: Jackson vs. Kielholtz,Allianz Cloud,"Milan, Italy",Eeckhout,Bohm,Unanimous,Crosby,27,30,D'Amato,27,30,Valel,27,30,Bohm,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2020-10-01,Bellator 247: Jackson vs. Kielholtz,Allianz Cloud,"Milan, Italy",Gnusariev,Gracie,Unanimous,Crosby,30,27,D'Amato,29,28,Valel,29,28,Gnusariev,fighter1,3,1,1,-11.11%,-3.57%,-3.57%,3,2,1,1,fighter1,fighter1,fighter1,Agree
2020-10-03,Bellator Milan 3: Gallagher vs. Ellenor,Allianz Cloud,"Milan, Italy",Ward,Manzolo,Unanimous,Crosby,29,28,D'Amato,29,28,Valel,29,28,Ward,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2020-10-03,Bellator Milan 3: Gallagher vs. Ellenor,Allianz Cloud,"Milan, Italy",Lehner,Kavanagh,Unanimous,Crosby,27,30,D'Amato,27,30,Valel,27,30,Kavanagh,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2020-10-03,Bellator Milan 3: Gallagher vs. Ellenor,Allianz Cloud,"Milan, Italy",Bungard,Guih,Split,Crosby,28,29,D'Amato,29,28,Valel,27,30,Guih,fighter2,-1,1,-3,3.45%,-3.57%,10.00%,3,0,3,3,fighter2,fighter1,fighter2,judge2
2020-10-03,Bellator Milan 3: Gallagher vs. Ellenor,Allianz Cloud,"Milan, Italy",Duque,Pedersoli Jr.,Unanimous,Crosby,29,27,D'Amato,30,27,Valel,30,27,Duque,fighter1,2,3,3,-7.41%,-11.11%,-11.11%,3,1,0.5,0.5,fighter1,fighter1,fighter1,Agree
2020-10-03,Bellator Milan 3: Gallagher vs. Ellenor,Allianz Cloud,"Milan, Italy",Fisher,Grimshaw,Unanimous,Crosby,29,28,D'Amato,29,28,Valel,29,28,Fisher,fighter1,1,1,1,-3.57%,-3.57%,-3.57%,3,0,0,0,fighter1,fighter1,fighter1,Agree
2020-10-03,Bellator Milan 3: Gallagher vs. Ellenor,Allianz Cloud,"Milan, Italy",Mousah,Botti,Split,Crosby,27,30,D'Amato,29,28,Valel,29,28,Mousah,fighter1,-3,1,1,10.00%,-3.57%,-3.57%,3,4,2,2,fighter2,fighter1,fighter1,judge1
2020-10-03,UFC on ESPN 16: Holm vs. Aldana,Flash Forum,"Abu Dhabi, United Arab Emirates",Aldana,Holm,Unanimous,Bell,44,50,Tirelli,45,50,Werner,45,50,Holm,fighter2,-6,-5,-5,12.00%,10.00%,10.00%,5,1,0.5,0.5,fighter2,fighter2,fighter2,Agree
2020-10-03,UFC on ESPN 16: Holm vs. Aldana,Flash Forum,"Abu Dhabi, United Arab Emirates",Felipe,De Castro,Unanimous,Bosacki,30,27,Korchi,29,28,Ohlsson,30,27,Felipe,fighter1,3,1,3,-11.11%,-3.57%,-11.11%,3,1,2,1,fighter1,fighter1,fighter1,Agree
2020-10-03,UFC on ESPN 16: Holm vs. Aldana,Flash Forum,"Abu Dhabi, United Arab Emirates",McGee,Condit,Unanimous,Ohlsson,27,30,Tirelli,27,30,Werner,27,30,Condit,fighter2,-3,-3,-3,10.00%,10.00%,10.00%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2020-10-03,UFC on ESPN 16: Holm vs. Aldana,Flash Forum,"Abu Dhabi, United Arab Emirates",Williams,Imavov,Unanimous,Korchi,27,29,Ohlsson,28,29,Tirelli,27,29,Imavov,fighter2,-2,-1,-2,6.90%,3.45%,6.90%,3,0.5,1,0.5,fighter2,fighter2,fighter2,Agree
2020-10-03,UFC on ESPN 16: Holm vs. Aldana,Flash Forum,"Abu Dhabi, United Arab Emirates",Lookboonmee,Frey,Unanimous,Bell,30,27,Bosacki,30,27,Werner,29,28,Lookboonmee,fighter1,3,3,1,-11.11%,-11.11%,-3.57%,3,1,1,2,fighter1,fighter1,fighter1,Agree
2020-10-03,UFC on ESPN 16: Holm vs. Aldana,Flash Forum,"Abu Dhabi, United Arab Emirates",Kenney,Alateng,Unanimous,Bosacki,30,25,Tirelli,30,27,Werner,30,26,Kenney,fighter1,5,3,4,-20.00%,-11.11%,-15.38%,3,1.5,1.5,0,fighter1,fighter1,fighter1,Agree
2020-10-03,UFC on ESPN 16: Holm vs. Aldana,Flash Forum,"Abu Dhabi, United Arab Emirates",Jourdain,Culibao,Split,Bell,28,28,Bosacki,28,29,Korchi,30,27,draw,draw,0,-1,3,0.00%,3.45%,-11.11%,3,1,2.5,3.5,draw,fighter2,fighter1,Disagree
2020-10-10,KSW 55: Askham vs. Khalidov 2,Wytwornia Club,"Lodz, Poland",Gustafsson,Janikowski,Split,Niemkowicz,28,29,Porebski,29,28,Wojciechowski,28,29,Janikowski,fighter2,-1,1,-1,3.45%,-3.57%,3.45%,3,1,2,1,fighter2,fighter1,fighter2,judge2
2020-10-10,KSW 55: Askham vs. Khalidov 2,Wytwornia Club,"Lodz, Poland",Surdu,Romanowski,Unanimous,Muller,28,29,Visnjic,27,30,Wojciechowski,28,29,Romanowski,fighter2,-1,-3,-1,3.45%,10.00%,3.45%,3,1,2,1,fighter2,fighter2,fighter2,Agree
2020-10-10,KSW 55: Askham vs. Khalidov 2,Wytwornia Club,"Lodz, Poland",Kaszubowski,Kamieniarz,Unanimous,Porebski,30,27,Visnjic,30,24,Wojciechowski,30,27,Kaszubowski,fighter1,3,6,3,-11.11%,-25.00%,-11.11%,3,1.5,3,1.5,fighter1,fighter1,fighter1,Agree
2020-10-10,KSW 55: Askham vs. Khalidov 2,Wytwornia Club,"Lodz, Poland",Juskiewicz,Wojcik,Unanimous,Muller,28,29,Niemkowicz,28,29,Visnjic,28,29,Wojcik,fighter2,-1,-1,-1,3.45%,3.45%,3.45%,3,0,0,0,fighter2,fighter2,fighter2,Agree
2020-10-10,Bellator 248: Bellator Paris,AccorHotels Arena,"Paris, France",Kongo,Johnson,Split,Crosby,28,29,D'Amato,28,29,Valel,29,28,Johnson,fighter2,-1,-1,1,3.45%,3.45%,-3.57%,3,1,1,2,fighter2,fighter2,fighter1,judge3
2020-10-10,Bellator 248: Bellator Paris,AccorHotels Arena,"Paris, France",Diatta,Wooding,Unanimous,Crosby,30,27,D'Amato,30,27,Valel,29,28,Diatta,fighter1,3,3,1,-11.11%,-11.11%,-3.57%,3,1,1,2,fighter1,fighter1,fighter1,Agree
2020-10-10,Bellator 248: Bellator Paris,AccorHotels Arena,"Paris, France",Berchel,Bertaud,Unanimous,Crosby,28,29,D'Amato,26,30,Valel,26,30,Bertaud,fighter2,-1,-4,-4,3.45%,13.33%,13.33%,3,3,1.5,1.5,fighter2,fighter2,fighter2,Agree
2020-10-10,Bellator 248: Bellator Paris,AccorHotels Arena,"Paris, France",N'Doye,Clarke,Unanimous,Crosby,27,30,D'Amato,26,30,Valel,27,30,Clarke,fighter2,-3,-4,-3,10.00%,13.33%,10.00%,3,0.5,1,0.5,fighter2,fighter2,fighter2,Agree
2020-10-10,Bellator 248: Bellator Paris,AccorHotels Arena,"Paris, France",Houston,Page,Unanimous,Crosby,27,30,D'Amato,28,29,Valel,27,30,Page,fighter2,-3,-1,-3,10.00%,3.45%,10.00%,3,1,2,1,fighter2,fighter2,fighter2,Agree
