Player,Team,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS
Morganne Flores,Washington,0.337,0.405,0.652,1.057,59,202,178,22,60,16,2,12,52,3,18,24,2,0
Morgyn Wynne,Kansas,0.355,0.443,0.78,1.223,47,167,141,25,50,9,0,17,49,2,22,22,0,0
Mya Stevenson,Marshall,0.293,0.397,0.616,1.013,33,116,99,27,29,8,0,8,20,4,13,18,3,0
Myah Murray,Florida Atlantic,0.273,0.309,0.352,0.661,36,95,88,8,24,4,0,1,9,2,3,13,1,1
Myra Twitty,Western Carolina,0.28,0.354,0.417,0.77,49,149,132,7,37,3,0,5,27,1,14,17,2,0
Nadia Blevins,North Carolina Central,0.221,0.28,0.267,0.547,38,101,86,16,19,0,2,0,6,1,6,8,11,1
Naomi Hernandez,Long Beach State,0.383,0.483,0.475,0.958,40,146,120,32,46,8,0,1,16,2,22,16,2,2
Natalia Meray,Iona,0.261,0.32,0.391,0.711,33,128,115,16,30,6,0,3,14,0,10,14,2,1
Natalia Rodriguez,Michigan,0.227,0.338,0.336,0.674,46,152,119,29,27,7,3,0,9,2,18,22,8,3
Natalie Davila,Howard,0.364,0.451,0.523,0.974,30,104,88,16,32,6,1,2,25,1,13,7,5,0
Natalie Del Ponte,Wagner,0.29,0.336,0.51,0.846,33,107,100,16,29,7,0,5,21,1,6,19,0,0
Natalie DenHartog,Minnesota,0.321,0.454,0.74,1.194,44,165,131,29,42,8,1,15,42,5,27,30,5,0
Natalie Higgins,Robert Morris,0.409,0.461,0.671,1.132,44,165,149,27,61,10,1,9,43,1,14,8,1,0
Natalie Joyner,Northern Colorado,0.253,0.282,0.342,0.624,34,89,79,9,20,2,1,1,19,1,3,10,1,0
Natalie Mclennan,Prairie View,0.411,0.441,0.446,0.887,25,63,56,12,23,2,0,0,5,0,3,6,13,2
Natalie Morgan,Furman,0.215,0.375,0.355,0.73,46,153,121,24,26,5,0,4,14,13,18,33,5,0
Natalie Rios,LaSalle,0.186,0.284,0.254,0.538,27,70,59,6,11,1,0,1,2,0,8,16,0,0
Natasha Miner,Lafayette,0.273,0.324,0.303,0.627,22,71,66,6,18,2,0,0,3,2,3,9,2,0
Nawai Kaupe,Hawaii,0.284,0.371,0.591,0.962,31,105,88,24,25,3,3,6,22,1,13,13,5,1
Neleigh Herring,Wichita State,0.372,0.513,0.697,1.21,54,189,145,40,54,13,2,10,35,13,29,40,0,0
Neli Casares-Maher,Syracuse,0.341,0.401,0.576,0.977,44,147,132,25,45,11,1,6,20,1,13,30,3,3
Nevaeh Castruita,Howard,0.273,0.324,0.273,0.597,27,76,66,16,18,0,0,0,3,2,3,9,5,1
Nia Bowe,Coppin State,0.333,0.385,0.5,0.885,31,91,84,14,28,6,1,2,16,1,6,15,0,1
Nia Carter,Iowa,0.296,0.338,0.338,0.676,44,152,142,16,42,2,2,0,17,1,8,6,7,1
Nia Green,Longwood,0.248,0.355,0.438,0.793,47,142,121,14,30,6,1,5,21,4,16,43,5,2
Nicole Amodio,Boston University,0.374,0.5,0.593,1.093,40,122,91,22,34,11,0,3,33,13,12,18,6,0
Nicole Kidwiler,Towson,0.34,0.438,0.457,0.895,31,112,94,22,32,8,0,1,12,3,14,14,5,2
Nicole Kim,Brown,0.2,0.5,0.2,0.7,2,8,5,2,1,0,0,0,0,0,3,1,1,0
Nicole McCarvill,Stony Brook,0.256,0.347,0.395,0.742,43,155,129,23,33,7,1,3,22,13,6,20,5,1
Nicole Mendes,Oklahoma,0.364,0.451,0.713,1.164,54,153,129,60,47,7,4,10,38,3,19,11,5,1
Nicolette Barranger,Delaware State,0.3,0.411,0.375,0.786,31,98,80,11,24,2,2,0,4,5,10,25,4,3
Nicolette Ramirez,Lamar,0.192,0.27,0.248,0.518,50,144,125,9,24,4,0,1,14,6,8,24,0,0
Nicolle Nystead,Tennessee Tech,0.348,0.441,0.663,1.104,39,111,92,14,32,5,0,8,23,1,16,17,0,0
Niki Carver,Ohio State,0.277,0.376,0.464,0.84,39,136,112,20,31,2,2,5,27,12,7,35,2,2
Nikki Butler,New Mexico State,0.368,0.467,0.711,1.178,54,185,152,29,56,4,0,16,45,23,7,17,1,1
Nikki Cuchran,Northwestern,0.308,0.381,0.377,0.758,46,148,130,11,40,6,0,1,17,8,8,16,0,0
Nikki Grupp,East Tennessee State,0.24,0.339,0.39,0.729,33,116,100,14,24,6,0,3,24,1,14,11,0,0
Nikki Saibene,Youngstown State,0.377,0.432,0.712,1.144,51,164,146,26,55,13,0,12,49,7,8,17,0,0
Nikki Sorgi,Bowling Green,0.259,0.341,0.286,0.627,54,177,147,23,38,4,0,0,10,5,14,31,2,0
Noel Dominguez,College of Charleston,0.216,0.237,0.261,0.498,38,115,111,8,24,5,0,0,10,1,2,21,0,1
Noellah Ramos,Cal Poly,0.325,0.4,0.342,0.742,35,133,114,19,37,0,1,0,8,4,11,11,7,1
Noelle Foster,Weber State,0.33,0.38,0.505,0.885,37,103,91,23,30,10,0,2,12,1,7,11,1,1
Nova Sinskul,Loyola Chicago,0.25,0.293,0.345,0.638,42,134,116,17,29,5,0,2,10,3,4,30,4,1
Nyah Morgan,Stetson,0.167,0.218,0.236,0.454,29,78,72,4,12,2,0,1,6,2,3,23,0,0
Olivia Eckelman,Holy Cross,0.161,0.242,0.179,0.421,24,64,56,1,9,1,0,0,0,0,6,10,1,2
Olivia Krehbiel,Missouri State,0.342,0.46,0.568,1.027,40,137,111,25,38,8,1,5,30,1,24,32,8,1
Olivia Labbe,UMass Lowell,0.2,0.345,0.314,0.659,30,89,70,17,14,2,0,2,8,2,14,18,1,0
Olivia Narron,East Carolina,0.265,0.355,0.298,0.653,49,183,151,26,40,1,2,0,4,1,20,22,16,4
Olivia Patton,Indiana State,0.294,0.353,0.312,0.665,43,120,109,18,32,2,0,0,5,1,9,23,3,1
Olivia Sborlini,Kent State,0.205,0.26,0.333,0.593,48,132,117,15,24,6,0,3,22,2,7,36,1,1
Olivia Stansbury,Fort Wayne,0.233,0.331,0.447,0.777,38,122,103,16,24,7,0,5,22,2,14,23,0,0
Olivia Viggiano,Seattle,0.321,0.371,0.424,0.795,50,179,165,33,53,3,7,0,16,1,12,20,13,6
Olyvia Smith,Saint Peter's,0.301,0.314,0.325,0.639,26,86,83,12,25,2,0,0,7,0,2,8,5,1
Paige Carter,Western Kentucky,0.365,0.471,0.744,1.215,47,191,156,48,57,20,0,13,35,1,32,18,0,0
Paige Clark,UT Martin,0.372,0.388,0.468,0.855,46,161,156,25,58,10,1,1,18,2,2,5,15,1
Paige Cook,Mississippi State,0.265,0.352,0.376,0.729,60,195,170,29,45,6,2,3,19,9,14,25,3,1
Paige Grover,Lafayette,0.327,0.441,0.571,1.012,22,59,49,8,16,3,0,3,11,1,9,11,0,0
Paige Hulsey,Houston,0.193,0.313,0.217,0.53,43,105,83,15,16,0,1,0,6,0,15,27,11,1
Paige Pfent,North Florida,0.265,0.362,0.416,0.777,44,131,113,12,30,5,0,4,15,3,14,18,0,0
Paige Smith,Ole Miss,0.299,0.424,0.545,0.969,58,206,167,31,50,5,0,12,39,14,23,21,1,0
Paloma Usquiano,Cal State Northridge,0.159,0.267,0.206,0.473,26,79,63,3,10,3,0,0,6,4,6,19,1,0
Paris Woods,Syracuse,0.267,0.297,0.39,0.688,39,114,105,18,28,4,0,3,14,0,5,36,9,2
Pate Cathey,UTEP,0.278,0.319,0.407,0.727,37,122,108,17,30,8,0,2,15,0,8,14,2,0
Patricia Griffin,Long Island,0.373,0.444,0.508,0.952,35,135,118,32,44,8,1,2,17,6,9,5,11,0
Payton Alsobrooks,Lehigh,0.239,0.314,0.391,0.705,32,104,92,14,22,7,2,1,10,0,10,17,0,0
Payton Baxter,Saint Joseph's,0.333,0.417,0.456,0.873,40,103,90,12,30,5,0,2,17,5,8,18,1,0
Payton Lincavage,Rutgers,0.283,0.37,0.409,0.779,44,146,127,22,36,5,1,3,17,6,12,15,4,5
Payton Wade,College of Charleston,0.227,0.263,0.427,0.69,40,118,110,14,25,5,1,5,14,2,4,31,1,0
Peyton Allen,Colorado State,0.24,0.304,0.365,0.67,34,115,104,15,25,7,0,2,14,1,9,28,2,0
Peyton Angulo,Loyola Marymount,0.175,0.331,0.252,0.583,43,129,103,7,18,2,0,2,9,3,21,14,1,0
Peyton Cody,St. John's,0.309,0.327,0.564,0.89,29,98,94,12,29,7,1,5,21,0,3,16,4,0
Peyton Darnell,USC Upstate,0.298,0.359,0.553,0.912,46,158,141,16,42,6,0,10,38,0,14,17,1,0
Peyton Daugherty,South Dakota State,0.374,0.413,0.448,0.861,51,191,174,42,65,7,3,0,11,5,8,13,19,1
Peyton Glatter,Nebraska,0.213,0.286,0.394,0.679,37,108,94,10,20,2,0,5,19,1,9,26,1,1
Peyton Moeder,Valparaiso,0.272,0.3,0.312,0.612,40,131,125,12,34,1,2,0,5,0,5,19,6,2
Peyton Prigge,Utah Valley,0.24,0.358,0.46,0.818,49,121,100,19,24,5,1,5,16,2,17,36,0,1
Peyton Rose,Morehead State,0.19,0.296,0.238,0.534,35,98,84,9,16,4,0,0,10,4,9,23,5,1
Peyton Slater,Morehead State,0.224,0.331,0.327,0.658,41,124,107,10,24,8,0,1,12,10,7,14,1,1
Piper Foote,Western Illinois,0.276,0.384,0.382,0.766,45,147,123,22,34,8,1,1,11,2,20,29,2,3
Presley Leebrick,Lipscomb,0.291,0.341,0.402,0.743,36,129,117,17,34,7,0,2,15,0,9,12,2,0
Quinn Pallardy,Dayton,0.266,0.296,0.33,0.626,36,98,94,4,25,6,0,0,13,2,2,22,0,0
Rachael Gregory,IUPUI,0.204,0.302,0.25,0.552,43,128,108,9,22,5,0,0,9,2,14,15,3,1
Rachael Hathoot,New Mexico,0.241,0.299,0.406,0.705,46,146,133,18,32,10,0,4,20,2,9,25,9,3
Rachael Quaritsch,SIUE,0.172,0.417,0.224,0.641,30,88,58,8,10,3,0,0,3,10,15,13,0,1
Racheal McKinney,Alabama A&M,0.311,0.416,0.5,0.916,30,90,74,13,23,5,0,3,9,7,7,15,2,0
Rachel Anderson,Southeast Missouri,0.375,0.476,0.566,1.042,47,170,136,30,51,7,2,5,30,5,22,19,12,5
Rachel Becker,Purdue,0.479,0.539,0.683,1.222,44,166,142,40,68,18,1,3,14,1,20,18,1,1
Rachel Carney,Colgate,0.178,0.231,0.178,0.409,31,78,73,8,13,0,0,0,1,0,5,9,3,2
Rachel Cid,Oregon,0.288,0.368,0.448,0.815,57,188,163,23,47,11,0,5,30,4,17,31,4,1
Rachel Crabtree,Duke,0.23,0.32,0.385,0.705,53,157,135,20,31,10,1,3,22,9,9,19,2,3
Rachel Everson,Fort Wayne,0.231,0.308,0.394,0.702,40,119,104,17,24,5,0,4,13,1,11,17,2,0
Rachel Funk,Niagara,0.273,0.343,0.33,0.673,30,107,88,6,24,2,0,1,15,2,9,14,0,0
Rachel Garcia,UCLA,0.342,0.473,0.708,1.182,45,150,120,23,41,5,0,13,35,0,30,20,0,0
Rachel Hubertus,Fordham,0.338,0.368,0.662,1.03,47,163,151,28,51,10,0,13,54,0,9,17,0,0
Rachel Lewis,Northwestern,0.338,0.497,0.586,1.084,46,177,133,38,45,8,2,7,27,10,32,28,30,2
Rachel McCollum,East Carolina,0.353,0.428,0.5,0.928,47,173,150,19,53,10,0,4,26,1,20,22,1,1
Rachel Menlove,Portland State,0.352,0.383,0.6,0.983,39,135,125,20,44,7,0,8,31,0,7,19,1,0
Rachel Warrens,George Mason,0.291,0.304,0.444,0.748,35,127,117,18,34,9,0,3,19,0,4,13,6,1
Rachel Zerona,Oakland,0.27,0.333,0.304,0.638,43,130,115,9,31,2,1,0,5,3,8,17,1,0
Raeleen Gutierrez,LSU,0.25,0.341,0.404,0.745,43,123,104,16,26,7,0,3,18,1,15,12,4,0
Raleigh Williams,Kennesaw State,0.195,0.254,0.309,0.563,49,137,123,12,24,7,2,1,8,2,8,35,1,1
Ramsay Lopez,New Mexico State,0.305,0.424,0.587,1.01,55,203,167,44,51,11,0,12,22,3,32,39,2,1
Randi Farricker,NC State,0.311,0.421,0.788,1.209,50,159,132,27,41,10,1,17,38,6,20,25,3,1
Randi McKay,Green Bay,0.218,0.273,0.287,0.56,38,111,101,14,22,4,0,1,12,1,7,28,5,1
Rayna Cohen,UC Santa Barbara,0.294,0.388,0.381,0.769,43,148,126,11,37,6,1,1,19,5,15,16,1,0
Reagan Hukill,UT Arlington,0.283,0.353,0.471,0.824,51,163,138,20,39,9,1,5,20,3,13,24,7,1
Reagan Sperling,Central Arkansas,0.206,0.309,0.27,0.578,56,167,141,27,29,4,1,1,16,3,18,23,10,1
Reagan Wright,Oklahoma State,0.18,0.295,0.36,0.655,48,130,111,9,20,6,1,4,14,4,14,18,2,1
Rebecca Chung,Louisville,0.207,0.274,0.345,0.619,39,95,87,5,18,1,1,3,10,2,6,19,0,0
Rebecca Clark,Presbyterian,0.289,0.3,0.461,0.761,30,82,76,12,22,4,0,3,10,1,1,11,0,0
Rebecca Clyde,Syracuse,0.157,0.259,0.196,0.455,44,119,102,5,16,2,1,0,6,3,11,37,2,1
Rebecca Koskey,North Florida,0.25,0.355,0.365,0.721,39,123,104,8,26,2,2,2,15,3,14,15,2,0
Rebecca Murray,Elon,0.352,0.413,0.484,0.897,39,138,122,27,43,7,0,3,20,0,14,4,3,0
Reedy Davenport,FGCU,0.315,0.393,0.472,0.866,46,152,127,26,40,12,1,2,28,1,16,11,3,0
Reese Guevarra,Connecticut,0.344,0.388,0.5,0.888,42,166,154,25,53,13,1,3,20,0,11,20,17,3
Regan Kerr,Maryland,0.263,0.328,0.377,0.705,42,125,114,16,30,1,3,2,6,1,10,33,11,3
Reilly Jo Swanson,Drexel,0.362,0.456,0.467,0.923,40,125,105,26,38,5,0,2,23,9,10,2,6,2
Renee Abernathy,Kentucky,0.357,0.428,0.661,1.089,59,203,171,34,61,9,2,13,48,10,15,23,6,2
Rheanne Lewis,Idaho State,0.317,0.373,0.374,0.747,39,137,123,20,39,5,1,0,15,5,6,18,4,3
Rian Eigenmann,Central Connecticut,0.364,0.442,0.636,1.078,38,138,121,33,44,13,1,6,14,1,16,24,17,3
Rien Milliken,Utah Valley,0.321,0.377,0.567,0.944,49,154,134,21,43,6,0,9,38,1,14,21,0,0
Riley Bullen,Houston Christian,0.231,0.242,0.333,0.575,39,121,117,10,27,4,1,2,16,0,2,22,1,0
Riley Coyne,Miami (OH),0.33,0.366,0.53,0.896,45,123,115,22,38,11,0,4,24,4,3,13,1,2
Riley Craig,Stony Brook,0.208,0.259,0.288,0.547,43,139,125,11,26,7,0,1,14,0,9,29,1,0
Riley Crum,Niagara,0.188,0.316,0.263,0.579,29,99,80,9,15,3,0,1,10,2,14,21,0,0
Riley Grunberg,UTSA,0.274,0.413,0.622,1.035,46,167,135,27,37,5,0,14,43,8,24,36,0,0
Riley Ludlam,Furman,0.302,0.323,0.54,0.863,40,133,126,22,38,11,2,5,29,0,5,17,4,0
Riley Miller,College of Charleston,0.183,0.252,0.28,0.532,38,106,93,7,17,4,1,1,8,1,8,17,0,0
Riley Mohr,Toledo,0.333,0.468,0.471,0.94,40,113,87,12,29,7,1,1,18,2,21,29,1,0
Riley Oakes,Radford,0.305,0.337,0.323,0.66,47,177,164,28,50,1,1,0,7,1,7,11,14,3
Riley Riendeau,Monmouth,0.107,0.315,0.125,0.44,33,77,56,10,6,1,0,0,5,9,8,21,2,0
Riley Russell,Stetson,0.34,0.438,0.35,0.788,34,127,100,19,34,1,0,0,8,2,17,15,27,1
Rion Simms,San Diego,0.254,0.276,0.303,0.579,40,134,122,9,31,6,0,0,11,1,3,22,1,0
Roxsanna Segura,Southern,0.193,0.277,0.261,0.539,36,102,88,11,17,4,1,0,11,0,11,23,13,2
Ryan Brzozoski,Samford,0.339,0.397,0.378,0.775,42,143,127,10,43,5,0,0,14,3,10,6,4,1
Ryan Henry,Villanova,0.293,0.341,0.58,0.921,52,173,157,23,46,6,0,13,40,5,8,31,0,0
Ryan King,Middle Tennessee,0.245,0.315,0.286,0.601,37,112,98,4,24,2,1,0,6,1,9,13,0,0
Ryan Milkowski,Valparaiso,0.197,0.363,0.338,0.701,37,92,71,8,14,4,0,2,7,6,13,30,1,0
Rylea Smith,Kentucky,0.308,0.366,0.414,0.779,51,145,133,35,41,5,0,3,17,0,12,21,1,1
Rylee Jensen-McFarland,BYU,0.397,0.468,0.81,1.278,55,207,179,60,71,14,0,20,43,1,24,20,13,3
Ryleigh Bermea,Long Island,0.272,0.359,0.531,0.89,30,93,81,16,22,4,1,5,23,2,9,12,4,0
Ryleigh Buck,Wichita State,0.29,0.36,0.614,0.974,50,167,145,37,42,12,1,11,42,6,10,27,0,0
Rylie Schmeh,Fairleigh Dickinson,0.296,0.372,0.469,0.841,30,98,81,12,24,4,2,2,16,2,9,12,5,0
Rylie Unzicker,Nebraska,0.269,0.387,0.423,0.81,37,127,104,25,28,5,1,3,10,5,15,30,8,0
Sabrina Kerschner,Kent State,0.296,0.347,0.365,0.712,43,128,115,14,34,6,1,0,9,4,5,17,0,0
Sabrina Vargas,Siena,0.211,0.398,0.278,0.676,34,124,90,23,19,3,0,1,10,13,15,14,4,1
Sadaria McAlister,Nevada,0.339,0.437,0.512,0.949,40,154,127,29,43,10,3,2,19,3,20,21,22,1
Sadie Wise,Saint Louis,0.356,0.427,0.604,1.031,46,171,149,31,53,11,4,6,36,4,16,26,5,0
Sam Alm,Creighton,0.286,0.328,0.333,0.662,22,74,63,6,18,3,0,0,11,1,3,4,0,1
Sam Denehy,UC Santa Barbara,0.205,0.292,0.244,0.536,36,90,78,11,16,1,1,0,10,5,5,14,2,0
Sam Freeland,Marist,0.297,0.32,0.319,0.638,27,101,91,17,27,2,0,0,9,0,4,7,10,1
Sam Hackenbracht,Ohio State,0.303,0.444,0.727,1.171,39,126,99,25,30,6,0,12,26,4,21,22,4,0
Sam Koehn,North Dakota State,0.221,0.26,0.346,0.606,44,148,136,15,30,5,3,2,21,2,6,23,4,0
Sam Mallinder,Northern Illinois,0.265,0.311,0.434,0.745,54,122,113,13,30,7,0,4,20,2,6,21,4,2
Sam Merino,Fairfield,0.265,0.364,0.353,0.717,36,126,102,24,27,6,0,1,9,4,12,13,15,1
Sam Russ,NC State,0.308,0.414,0.506,0.92,51,187,156,40,48,5,1,8,27,3,26,12,32,4
Sam Sack,NC State,0.232,0.349,0.448,0.797,51,153,125,11,29,6,0,7,23,6,18,15,1,1
Samantha Bradley,Abilene Christian,0.25,0.313,0.425,0.738,44,132,120,10,30,6,0,5,17,1,10,23,0,0
Samantha Diaz,UNLV,0.234,0.317,0.542,0.859,40,123,107,17,25,3,0,10,33,6,8,28,1,0
Samantha Ferguson,Illinois-Chicago,0.331,0.38,0.424,0.803,48,171,151,15,50,8,0,2,28,1,12,29,0,0
Samantha Garcia,Long Island,0.295,0.367,0.423,0.79,29,90,78,8,23,1,0,3,16,2,8,8,0,0
Samantha Smith,Bradley,0.194,0.284,0.236,0.52,34,81,72,7,14,3,0,0,9,5,4,17,1,0
Samaria Jackson,Arkansas-Pine Bluff,0.233,0.269,0.397,0.666,27,79,73,7,17,3,0,3,15,0,4,17,3,1
Sami Garcia,Cal State Northridge,0.164,0.203,0.18,0.383,22,68,61,3,10,1,0,0,5,1,2,14,0,1
Sami Reynolds,Washington,0.321,0.411,0.599,1.009,55,191,162,43,52,9,0,12,39,3,23,29,7,3
Sami Williams,Iowa State,0.446,0.521,0.902,1.423,57,215,184,66,82,15,3,21,56,5,25,24,11,3
Sammey Bunch,Northern Iowa,0.444,0.581,1,1.581,52,203,151,58,67,12,3,22,55,12,39,17,7,0
Sammi Miller,Eastern Kentucky,0.4,0.503,0.619,1.122,51,191,155,50,62,13,3,5,24,6,28,6,16,2
Sammi Thomas,Texas A&M-Corpus Christi,0.244,0.349,0.457,0.806,44,152,127,25,31,7,4,4,26,3,18,23,7,0
Sammy Dees,Bowling Green,0.273,0.331,0.413,0.745,50,179,150,22,41,9,0,4,27,8,9,22,2,0
Sammy Fabian,UC Santa Barbara,0.327,0.384,0.393,0.777,46,167,150,20,49,4,3,0,17,6,8,12,3,3
Sammy Moss,Northern Iowa,0.242,0.329,0.331,0.659,47,140,124,26,30,6,1,1,19,2,14,13,3,1
Sara Berthiaume,Florida Atlantic,0.27,0.303,0.429,0.732,42,133,126,13,34,8,3,2,11,1,5,24,3,1
Sara Jubas,James Madison,0.397,0.444,0.753,1.198,45,163,146,46,58,12,2,12,40,0,14,6,8,0
Sara Mosley,Georgia,0.258,0.372,0.4,0.772,57,183,155,27,40,4,0,6,27,5,23,23,1,0
Sara Olson,Long Beach State,0.234,0.314,0.247,0.561,31,87,77,21,18,1,0,0,6,3,6,9,9,2
Sara Siteman,UMass Lowell,0.266,0.397,0.375,0.772,26,79,64,6,17,2,1,1,10,4,10,26,0,0
Sara Vanderford,Texas State,0.405,0.445,0.758,1.203,53,177,153,38,62,18,0,12,46,1,14,18,5,1
Sarah Baluch,Bucknell,0.214,0.267,0.262,0.529,28,90,84,5,18,4,0,0,4,1,5,20,0,1
Sarah Briers,Tulsa,0.246,0.306,0.298,0.605,39,126,114,13,28,3,0,1,14,3,7,9,5,1
Sarah Brown,Charleston Southern,0.299,0.364,0.381,0.745,35,115,97,15,29,5,0,1,14,2,9,13,5,1
Sarah Clinton,Drexel,0.269,0.371,0.387,0.758,40,141,119,33,32,5,0,3,21,3,17,15,3,1
Sarah Ellersick,Santa Clara,0.21,0.296,0.306,0.602,24,74,62,3,13,3,0,1,6,5,3,9,1,0
Sarah Genz,Notre Dame,0.287,0.38,0.379,0.759,40,103,87,9,25,3,1,1,12,1,12,8,1,0
Sarah Gonzalez,Bowling Green,0.168,0.276,0.244,0.521,54,158,131,16,22,1,0,3,15,0,20,43,2,0
Sarah Longley,Florida,0.167,0.268,0.24,0.507,44,116,96,19,16,4,0,1,9,1,13,18,1,1
Sarah Ostaszewski,Saint Joseph's,0.35,0.428,0.58,1.007,46,180,157,44,55,14,2,6,43,1,21,15,13,1
Sarah Price,USC Upstate,0.34,0.395,0.397,0.793,46,177,156,35,53,7,1,0,22,1,14,19,20,2
Sarah Queen,Houston,0.345,0.418,0.662,1.08,50,170,148,30,51,6,1,13,34,2,18,16,4,5
Sarah Ratcliffe,UMass Lowell,0.361,0.441,0.505,0.947,31,111,97,15,35,3,1,3,18,1,13,27,1,0
Sarah Schneider,Penn,0.231,0.259,0.462,0.721,9,27,26,4,6,0,0,2,4,0,1,3,4,0
Sarah Seamans,Pittsburgh,0.293,0.373,0.647,1.02,46,151,133,27,39,6,1,13,35,0,17,27,3,1
Sarah Starks,UC Davis,0.293,0.391,0.526,0.917,43,156,133,20,39,1,0,10,34,4,18,24,5,1
Sarah Taffet,Fordham,0.275,0.386,0.527,0.913,46,158,131,32,36,8,2,7,24,0,25,32,2,0
Savana Sikes,Georgia,0.244,0.34,0.452,0.793,55,197,168,41,41,10,2,7,19,8,17,19,0,0
Savanah Wallace,Tennessee State,0.175,0.218,0.223,0.441,37,112,103,6,18,5,0,0,10,4,2,13,2,0
Savannah Behabetz,Incarnate Word,0.261,0.34,0.326,0.666,39,105,92,12,24,4,1,0,7,0,11,15,5,0
Savannah Channell,Liberty,0.256,0.348,0.353,0.701,57,183,156,27,40,3,0,4,29,2,20,36,1,0
Savannah Favre,Cal State Northridge,0.22,0.297,0.329,0.626,25,91,82,11,18,3,0,2,6,1,8,14,5,0
Savannah Grigsby,USC Upstate,0.281,0.345,0.385,0.73,46,149,135,17,38,6,1,2,18,4,9,15,7,2
Savannah Rodriguez,Western Illinois,0.336,0.396,0.595,0.991,45,144,131,14,44,10,0,8,33,0,13,29,0,0
Savannah Sudduth,Jacksonville State,0.266,0.319,0.297,0.616,44,142,128,22,34,2,1,0,2,0,10,13,7,1
Savannah Tourville,Grand Canyon,0.354,0.458,0.504,0.962,49,158,127,24,45,8,1,3,21,9,17,8,4,1
Savannah Woodard,Alabama,0.292,0.343,0.385,0.727,46,140,130,26,38,1,1,3,26,0,10,29,5,0
Schuylar Broussard,Fresno State,0.226,0.358,0.349,0.707,49,138,106,15,24,4,0,3,15,8,16,18,3,0
SeaEnna Satcher,Charleston Southern,0.225,0.259,0.324,0.583,34,109,102,6,23,1,0,3,10,4,1,11,0,0
Serena Starks,Princeton,0.333,0.4,0.444,0.844,3,11,9,0,3,1,0,0,0,1,0,0,0,0
Seriah Brokenborough,Florida A&M,0.345,0.411,0.44,0.851,28,97,84,7,29,5,0,1,12,0,10,7,3,0
Shaidan Knapp,Central Michigan,0.336,0.467,0.485,0.953,48,173,134,31,45,9,1,3,20,7,27,31,4,2
Shanel Stott,UMBC,0.284,0.304,0.419,0.723,29,79,74,10,21,3,2,1,13,0,3,14,2,0
Shanice Akins,Arkansas-Pine Bluff,0.277,0.33,0.41,0.739,30,93,83,13,23,4,2,1,9,1,6,12,3,1
Shannon Doherty,UCF,0.307,0.382,0.562,0.944,60,175,153,19,47,6,0,11,37,5,14,12,2,0
Shannon Glover,North Florida,0.3,0.324,0.421,0.746,44,148,140,14,42,11,0,2,22,2,4,16,1,3
Shannon Rhodes,Texas,0.353,0.408,0.676,1.085,55,199,173,53,61,9,1,15,55,5,12,34,10,1
Shannon Stein,Central Michigan,0.284,0.356,0.482,0.838,48,163,141,21,40,10,0,6,38,3,15,22,0,0
Sharlize Palacios,Arizona,0.348,0.431,0.715,1.146,55,182,158,33,55,4,0,18,57,1,22,36,0,0
Shauna Nuss,Stony Brook,0.284,0.333,0.295,0.628,41,108,95,18,27,1,0,0,5,4,3,17,1,0
Shaye Bowden,Oregon,0.233,0.289,0.398,0.688,43,116,103,7,24,5,0,4,14,1,8,9,1,1
Shaylee Ackerman,Texas A&M,0.285,0.37,0.604,0.974,51,167,144,29,41,10,0,12,37,3,17,30,4,0
Shaylon Govan,Stephen F. Austin,0.383,0.497,0.759,1.256,47,175,141,39,54,8,0,15,52,4,29,14,1,1
Shea Walsh,Marist,0.356,0.385,0.402,0.787,27,92,87,16,31,2,1,0,6,1,3,11,8,2
Shealee Perkins,Idaho State,0.292,0.353,0.377,0.731,38,119,106,14,31,6,0,1,12,0,10,14,1,3
Shelbi Sunseri,LSU,0.234,0.404,0.5,0.904,56,166,128,14,30,6,2,8,26,5,32,27,0,0
Shelby Echols,Houston Christian,0.328,0.399,0.406,0.805,39,146,128,25,42,2,1,2,6,0,15,11,4,1
Shelby Jeffries,Cal Poly,0.308,0.351,0.486,0.837,34,114,107,11,33,7,0,4,24,0,7,19,0,0
Shelby Smith,Seton Hall,0.27,0.309,0.365,0.674,27,69,63,3,17,6,0,0,8,0,4,9,0,0
Shelby Stauffenberg,Illinois,0.229,0.27,0.271,0.542,35,75,70,3,16,3,0,0,9,1,3,16,1,1
Shelby Thompson,San Diego State,0.324,0.42,0.563,0.983,43,172,142,33,46,7,0,9,31,14,11,15,8,1
Sheridan Fisher,Sam Houston State,0.271,0.369,0.287,0.656,46,151,129,17,35,2,0,0,10,8,12,7,4,1
Shyanne Sheffield,UT Martin,0.381,0.435,0.524,0.959,42,144,126,23,48,5,2,3,17,0,12,15,11,1
Sidney Bloomfield,George Washington,0.434,0.459,0.491,0.95,37,114,106,25,46,4,1,0,8,0,5,9,5,2
Sidney Russell,Appalachian State,0.272,0.367,0.424,0.791,37,112,92,17,25,8,0,2,13,2,13,17,1,0
Sidney Sikes,Southern Illinois,0.176,0.336,0.193,0.529,50,152,119,6,21,2,0,0,11,14,15,23,2,0
Siena Sandoval,Utah Valley,0.308,0.403,0.556,0.959,49,159,133,24,41,9,0,8,32,6,17,26,0,0
Sierra Frazier,UAB,0.371,0.517,0.682,1.199,50,172,132,32,49,12,1,9,26,8,32,10,1,0
