game_date,inning,outs_when_up,pitch_number,pitch_name,p_throws,description,events,launch_speed,launch_angle,hit_distance_sc,launch_speed_angle,zone,release_speed,release_spin_rate
2024-09-28,4,1,5,4-Seam Fastball,R,swinging_strike,strikeout,NA,NA,NA,NA,12,94.9,2165
2024-09-28,4,1,4,Changeup,R,ball,,NA,NA,NA,NA,13,86.5,1474
2024-09-28,4,1,3,4-Seam Fastball,R,foul,,68.2,-26,6,NA,4,94.7,2121
2024-09-28,4,1,2,Slider,R,ball,,NA,NA,NA,NA,3,87.5,2292
2024-09-28,4,1,1,Curveball,R,called_strike,,NA,NA,NA,NA,7,79.4,2726
2024-09-28,1,2,5,Sweeper,R,swinging_strike,strikeout,NA,NA,NA,NA,14,86.5,2304
2024-09-28,1,2,4,4-Seam Fastball,R,foul,,77.6,16,177,NA,11,99.5,2229
2024-09-28,1,2,3,4-Seam Fastball,R,ball,,NA,NA,NA,NA,12,100.7,2391
2024-09-28,1,2,2,Slider,R,called_strike,,NA,NA,NA,NA,6,87.1,2371
2024-09-28,1,2,1,4-Seam Fastball,R,called_strike,,NA,NA,NA,NA,12,100.8,2413
2024-09-28,6,1,6,4-Seam Fastball,R,foul_tip,strikeout,NA,NA,NA,NA,2,97.4,2295
2024-09-28,9,1,6,Sinker,L,swinging_strike,strikeout,NA,NA,NA,NA,12,100.6,2394
2024-09-28,6,1,5,4-Seam Fastball,R,swinging_strike,,NA,NA,NA,NA,2,97.2,2371
2024-09-28,9,1,5,4-Seam Fastball,L,foul,,86.4,56,232,NA,6,99.9,2526
2024-09-28,8,0,5,Sinker,R,called_strike,strikeout,NA,NA,NA,NA,8,94,2430
2024-09-28,8,0,4,4-Seam Fastball,R,foul,,NA,NA,NA,NA,4,94.5,2510
2024-09-28,9,1,4,Slider,L,ball,,NA,NA,NA,NA,14,89.7,2362
2024-09-28,6,1,4,Split-Finger,R,ball,,NA,NA,NA,NA,14,90.7,1795
2024-09-28,9,1,3,4-Seam Fastball,L,called_strike,,NA,NA,NA,NA,8,99.2,2560
2024-09-28,6,1,3,4-Seam Fastball,R,ball,,NA,NA,NA,NA,12,97.3,2409
2024-09-28,8,0,3,Slider,R,ball,,NA,NA,NA,NA,14,86.8,2594
2024-09-28,6,1,2,4-Seam Fastball,R,swinging_strike,,NA,NA,NA,NA,3,96.6,2395
2024-09-28,8,0,2,Slider,R,called_strike,,NA,NA,NA,NA,8,86.4,2568
2024-09-28,9,1,2,Slider,L,ball,,NA,NA,NA,NA,13,88.8,2325
2024-09-28,8,0,1,Cutter,R,foul,,81.4,63,168,NA,8,89,2618
2024-09-28,6,1,1,Curveball,R,ball,,NA,NA,NA,NA,13,75.6,2273
2024-09-28,9,1,1,4-Seam Fastball,L,ball,,NA,NA,NA,NA,12,99.7,2482
2024-09-26,4,0,6,Sweeper,R,blocked_ball,walk,NA,NA,NA,NA,14,86.8,3039
2024-09-26,4,0,5,Sinker,R,called_strike,,NA,NA,NA,NA,5,97.8,2609
2024-09-26,4,0,4,Cutter,R,ball,,NA,NA,NA,NA,14,94.9,2834
2024-09-26,4,0,3,Cutter,R,foul,,75.2,20,195,NA,5,93.1,2892
2024-09-26,4,0,2,Sinker,R,ball,,NA,NA,NA,NA,13,96.1,2528
2024-09-26,4,0,1,Sweeper,R,ball,,NA,NA,NA,NA,14,84.1,2993
2024-09-26,7,1,2,4-Seam Fastball,R,hit_into_play,home_run,110.9,42,394,6,5,96.2,2165
2024-09-26,7,1,1,Changeup,R,ball,,NA,NA,NA,NA,14,83.9,1927
2024-09-26,6,1,5,Sinker,R,ball,walk,NA,NA,NA,NA,13,95.4,2178
2024-09-26,6,1,4,Slider,R,ball,,NA,NA,NA,NA,14,88.5,2495
2024-09-26,1,2,6,Cutter,R,swinging_strike,strikeout,NA,NA,NA,NA,6,94.1,2936
2024-09-26,6,1,3,Slider,R,ball,,NA,NA,NA,NA,14,87.5,2504
2024-09-26,1,2,5,Sweeper,R,swinging_strike,,NA,NA,NA,NA,9,85.4,3141
2024-09-26,6,1,2,Changeup,R,swinging_strike,,NA,NA,NA,NA,7,91.1,1779
2024-09-26,1,2,4,Sinker,R,ball,,NA,NA,NA,NA,14,98.2,2616
2024-09-26,6,1,1,Sinker,R,ball,,NA,NA,NA,NA,14,96,2228
2024-09-26,1,2,3,Cutter,R,foul,,77.3,24,225,NA,5,94.1,2877
2024-09-26,1,2,2,Cutter,R,ball,,NA,NA,NA,NA,14,94.1,2899
2024-09-26,1,2,1,Cutter,R,ball,,NA,NA,NA,NA,14,94.7,2976
2024-09-25,5,2,7,Sinker,R,hit_into_play,single,113.3,7,165,5,6,92,1992
2024-09-25,5,2,6,Cutter,R,ball,,NA,NA,NA,NA,14,89.6,2047
2024-09-25,5,2,5,Cutter,R,foul,,78.9,60,194,NA,4,90.5,2124
2024-09-25,5,2,4,Changeup,R,ball,,NA,NA,NA,NA,14,88.5,1640
2024-09-25,5,2,3,Sweeper,R,ball,,NA,NA,NA,NA,14,82,2312
2024-09-25,5,2,2,Curveball,R,swinging_strike,,NA,NA,NA,NA,14,81.1,2490
2024-09-25,5,2,1,Curveball,R,foul,,110.7,28,370,NA,4,79.5,2289
2024-09-25,3,1,1,Sinker,R,hit_into_play,field_out,115.3,4,99,5,8,93.6,2072
2024-09-25,9,1,7,Sweeper,R,hit_into_play,home_run,112.7,33,412,6,7,84,2596
2024-09-25,9,1,6,Sweeper,R,foul,,80.1,63,204,NA,6,83.4,2518
2024-09-25,9,1,5,Sinker,R,ball,,NA,NA,NA,NA,14,92.8,2049
2024-09-25,9,1,4,Cutter,R,ball,,NA,NA,NA,NA,14,91,2110
2024-09-25,9,1,3,Sweeper,R,foul,,64.6,14,110,NA,6,82.9,2658
2024-09-25,9,1,2,Sweeper,R,swinging_strike,,NA,NA,NA,NA,8,83.4,2483
2024-09-25,9,1,1,Sweeper,R,ball,,NA,NA,NA,NA,14,84.4,2468
2024-09-25,1,1,5,Sweeper,R,ball,walk,NA,NA,NA,NA,14,79.8,2432
2024-09-25,1,1,4,Cutter,R,ball,,NA,NA,NA,NA,14,91.8,2234
2024-09-25,1,1,3,Sweeper,R,ball,,NA,NA,NA,NA,14,80.1,2414
2024-09-25,1,1,2,Sweeper,R,ball,,NA,NA,NA,NA,14,78.7,2492
2024-09-25,1,1,1,Cutter,R,foul,,87.4,47,268,NA,9,89.9,2112
2024-09-25,7,1,1,Sweeper,L,hit_into_play,field_out,92.4,3,68,4,4,79.5,2618
2024-09-24,4,0,6,Split-Finger,R,hit_into_play,home_run,110.4,33,407,6,8,83.3,953
2024-09-24,4,0,5,Split-Finger,R,ball,,NA,NA,NA,NA,14,84.3,1153
2024-09-24,4,0,4,Split-Finger,R,swinging_strike,,NA,NA,NA,NA,7,84.4,1317
2024-09-24,4,0,3,Sinker,R,foul,,75.8,45,214,NA,5,94,2109
2024-09-24,4,0,2,Sinker,R,ball,,NA,NA,NA,NA,14,94.6,2058
2024-09-24,4,0,1,Cutter,R,ball,,NA,NA,NA,NA,14,88.5,2267
2024-09-24,8,0,4,Sinker,R,hit_into_play,field_out,101.5,25,359,6,8,95.7,2104
2024-09-24,8,0,3,Sinker,R,ball,,NA,NA,NA,NA,9,95.5,2188
2024-09-24,6,1,4,Changeup,L,ball,walk,NA,NA,NA,NA,14,86.3,2084
2024-09-24,8,0,2,Sinker,R,called_strike,,NA,NA,NA,NA,9,95.7,2173
2024-09-24,6,1,3,Changeup,L,ball,,NA,NA,NA,NA,14,84.4,2081
2024-09-24,8,0,1,Sinker,R,ball,,NA,NA,NA,NA,14,95.3,2153
2024-09-24,6,1,2,Slider,L,ball,,NA,NA,NA,NA,14,88.2,2572
2024-09-24,1,1,3,Cutter,R,hit_into_play,force_out,NA,NA,NA,NA,9,89.6,2479
2024-09-24,6,1,1,Slider,L,ball,,NA,NA,NA,NA,14,85.7,2442
2024-09-24,1,1,2,Sinker,R,called_strike,,NA,NA,NA,NA,9,94.2,2246
2024-09-24,1,1,1,Sinker,R,called_strike,,NA,NA,NA,NA,9,94.1,2233
2024-09-22,5,0,2,Sweeper,R,hit_into_play,double,90.6,15,183,4,6,79.3,2494
2024-09-22,5,0,1,4-Seam Fastball,R,ball,,NA,NA,NA,NA,1,91.7,2197
2024-09-22,3,1,6,Sinker,R,hit_into_play,home_run,110.9,34,407,6,8,92.6,2326
2024-09-22,3,1,5,4-Seam Fastball,R,ball,,NA,NA,NA,NA,1,94.3,2358
2024-09-22,3,1,4,Slider,R,ball,,NA,NA,NA,NA,14,84.8,2456
2024-09-22,3,1,3,Changeup,R,foul,,NA,NA,NA,NA,11,85.5,1608
2024-09-22,3,1,2,4-Seam Fastball,R,ball,,NA,NA,NA,NA,12,93.2,2314
2024-09-22,3,1,1,4-Seam Fastball,R,swinging_strike,,NA,NA,NA,NA,3,94,2463
2024-09-22,9,0,10,Sinker,L,blocked_ball,walk,NA,NA,NA,NA,13,91.7,2266
2024-09-22,9,0,9,Sinker,L,foul,,72.6,-36,3,NA,8,92.5,2203
2024-09-22,9,0,8,Sinker,L,foul,,NA,NA,NA,NA,7,92.9,2107
2024-09-22,9,0,7,Sinker,L,foul,,NA,NA,NA,NA,14,92,2049
2024-09-22,1,1,8,Sweeper,R,hit_into_play,field_out,89.2,27,322,3,9,80.1,2422
2024-09-22,1,1,7,4-Seam Fastball,R,foul,,78,12,142,NA,9,92.4,2430
2024-09-22,9,0,6,Sinker,L,foul,,93.7,-24,5,NA,8,91.1,2167
2024-09-22,9,0,5,Sinker,L,foul,,NA,NA,NA,NA,14,91.2,2237
2024-09-22,1,1,6,Sinker,R,foul,,67.4,53,175,NA,4,91.3,2236
2024-09-22,1,1,5,4-Seam Fastball,R,ball,,NA,NA,NA,NA,12,93.4,2477
2024-09-22,9,0,4,Sinker,L,ball,,NA,NA,NA,NA,13,91.9,2194
2024-09-22,1,1,4,4-Seam Fastball,R,ball,,NA,NA,NA,NA,12,93.3,2447
2024-09-22,9,0,3,Sinker,L,called_strike,,NA,NA,NA,NA,7,92.4,2247
2024-09-22,1,1,3,Sinker,R,swinging_strike,,NA,NA,NA,NA,13,91.2,2250
2024-09-22,9,0,2,Changeup,L,ball,,NA,NA,NA,NA,14,83.3,1559
2024-09-22,1,1,2,4-Seam Fastball,R,called_strike,,NA,NA,NA,NA,14,93,2424
2024-09-22,9,0,1,Sinker,L,ball,,NA,NA,NA,NA,14,91.5,2136
2024-09-22,1,1,1,Sinker,R,ball,,NA,NA,NA,NA,13,91.5,2288
2024-09-22,7,1,4,4-Seam Fastball,R,ball,walk,NA,NA,NA,NA,14,98.6,2409
2024-09-22,7,1,3,Sinker,R,ball,,NA,NA,NA,NA,11,97.9,2242
2024-09-22,7,1,2,Slider,R,ball,,NA,NA,NA,NA,14,86.8,2088
2024-09-22,7,1,1,4-Seam Fastball,R,ball,,NA,NA,NA,NA,12,99.6,2537
2024-09-21,4,2,6,4-Seam Fastball,L,called_strike,strikeout,NA,NA,NA,NA,11,91.2,1979
2024-09-21,4,2,5,4-Seam Fastball,L,foul,,74.9,34,238,NA,14,92.2,2054
2024-09-21,4,2,4,Sweeper,L,ball,,NA,NA,NA,NA,13,79.9,2325
2024-09-21,4,2,3,Changeup,L,ball,,NA,NA,NA,NA,14,84,1586
2024-09-21,4,2,2,4-Seam Fastball,L,foul,,84.4,62,220,NA,1,89.8,2057
2024-09-21,4,2,1,4-Seam Fastball,L,foul,,75.4,24,214,NA,6,91.8,2052
2024-09-21,3,0,1,Changeup,L,hit_into_play,single,77.2,27,230,3,14,84.9,1668
2024-09-21,1,0,9,4-Seam Fastball,L,ball,walk,NA,NA,NA,NA,14,93.5,2122
2024-09-21,1,0,8,Changeup,L,ball,,NA,NA,NA,NA,12,84.5,1707
2024-09-21,1,0,7,Changeup,L,foul,,38.3,-53,1,NA,13,83.7,1754
2024-09-21,1,0,6,Sweeper,L,ball,,NA,NA,NA,NA,13,81.5,2378
2024-09-21,1,0,5,4-Seam Fastball,L,foul,,68.1,55,185,NA,1,93,2100
2024-09-21,1,0,4,4-Seam Fastball,L,foul,,72.1,29,222,NA,6,93.3,2102
2024-09-21,7,0,1,Slider,R,hit_into_play,home_run,107.2,34,425,6,1,81.8,2410
2024-09-21,1,0,3,Slider,L,called_strike,,NA,NA,NA,NA,8,79.9,2325
2024-09-21,1,0,2,Changeup,L,foul,,75.9,61,214,NA,5,84,1637
2024-09-21,1,0,1,Sinker,L,ball,,NA,NA,NA,NA,13,90.4,1862
2024-09-20,4,2,5,4-Seam Fastball,R,swinging_strike,strikeout,NA,NA,NA,NA,14,94.1,2071
2024-09-20,4,2,4,Changeup,R,ball,,NA,NA,NA,NA,14,88.5,1534
2024-09-20,4,2,3,Slider,R,swinging_strike,,NA,NA,NA,NA,14,84.6,2148
2024-09-20,4,2,2,Slider,R,swinging_strike,,NA,NA,NA,NA,9,84.7,2242
2024-09-20,4,2,1,Sinker,R,ball,,NA,NA,NA,NA,14,93.8,1970
2024-09-20,6,2,5,Slider,R,ball,walk,NA,NA,NA,NA,11,83.3,1871
2024-09-20,6,2,4,Sinker,R,foul,,92.8,-27,5,NA,5,96.9,2178
2024-09-20,6,2,3,Slider,R,ball,,NA,NA,NA,NA,14,85,2122
2024-09-20,6,2,2,4-Seam Fastball,R,ball,,NA,NA,NA,NA,14,96.4,2266
2024-09-20,6,2,1,4-Seam Fastball,R,ball,,NA,NA,NA,NA,14,95.7,2467
2024-09-20,1,2,4,Sinker,R,hit_into_play,field_out,79,65,138,3,2,93.9,2089
2024-09-20,1,2,3,Changeup,R,ball,,NA,NA,NA,NA,14,88.5,1704
2024-09-20,1,2,2,Sinker,R,ball,,NA,NA,NA,NA,13,93,2065
2024-09-20,1,2,1,Sinker,R,foul,,75.9,42,258,NA,9,93.3,1969
2024-09-20,9,1,2,4-Seam Fastball,R,hit_into_play,field_out,101.3,58,254,3,5,100.5,2534
2024-09-20,9,1,1,4-Seam Fastball,R,foul_tip,,NA,NA,NA,NA,6,101.5,2642
2024-09-19,5,1,6,Split-Finger,R,blocked_ball,walk,NA,NA,NA,NA,14,87,632
2024-09-19,5,1,5,Split-Finger,R,ball,,NA,NA,NA,NA,13,85.2,561
2024-09-19,5,1,4,Curveball,R,swinging_strike,,NA,NA,NA,NA,14,81.4,2413
2024-09-19,5,1,3,Slider,R,swinging_strike,,NA,NA,NA,NA,8,90,1783
2024-09-19,5,1,2,Split-Finger,R,ball,,NA,NA,NA,NA,8,84.9,628
2024-09-19,5,1,1,Slider,R,ball,,NA,NA,NA,NA,14,90.1,2023
2024-09-19,3,2,1,4-Seam Fastball,R,hit_into_play,single,87.2,10,135,4,1,98.1,2281
2024-09-19,1,1,1,4-Seam Fastball,R,hit_into_play,fielders_choice,99.5,-4,29,2,6,98.1,2313
2024-09-19,7,1,1,Sweeper,R,hit_into_play,field_out,110.5,41,362,6,3,84.1,2701
2024-09-18,6,0,8,Sinker,R,called_strike,strikeout,NA,NA,NA,NA,12,94.6,2429
2024-09-18,6,0,7,Sweeper,R,ball,,NA,NA,NA,NA,14,84.9,2390
2024-09-18,6,0,6,Split-Finger,R,foul,,83.9,53,241,NA,6,85.3,1030
2024-09-18,6,0,5,4-Seam Fastball,R,foul,,88.3,56,248,NA,2,95.1,2450
2024-09-18,6,0,4,Split-Finger,R,foul,,84,67,218,NA,1,84.3,1048
2024-09-18,6,0,3,Split-Finger,R,called_strike,,NA,NA,NA,NA,9,84,1018
2024-09-18,6,0,2,Sweeper,R,ball,,NA,NA,NA,NA,14,83.2,2337
2024-09-18,6,0,1,4-Seam Fastball,R,ball,,NA,NA,NA,NA,12,93.7,2482
2024-09-18,8,2,4,Slider,R,swinging_strike,strikeout,NA,NA,NA,NA,6,87.9,2294
2024-09-18,8,2,3,Slider,R,blocked_ball,,NA,NA,NA,NA,14,89.7,2327
2024-09-18,8,2,2,Slider,R,foul,,68.6,37,203,NA,4,88.7,2322
2024-09-18,8,2,1,4-Seam Fastball,R,called_strike,,NA,NA,NA,NA,5,100.2,2200
2024-09-18,1,1,8,Split-Finger,R,swinging_strike,strikeout,NA,NA,NA,NA,13,84,1088
2024-09-18,1,1,7,Split-Finger,R,foul,,67.6,-28,4,NA,7,87.3,1135
2024-09-18,1,1,6,Sweeper,R,foul,,72.5,10,113,NA,6,84.3,2282
2024-09-18,1,1,5,4-Seam Fastball,R,foul,,80.2,57,226,NA,2,96.4,2538
2024-09-18,1,1,4,Split-Finger,R,ball,,NA,NA,NA,NA,14,86.8,1141
2024-09-18,1,1,3,Split-Finger,R,ball,,NA,NA,NA,NA,14,85.8,1371
2024-09-18,1,1,2,Split-Finger,R,swinging_strike,,NA,NA,NA,NA,8,86.5,1095
2024-09-18,1,1,1,Sinker,R,called_strike,,NA,NA,NA,NA,9,96.2,2521
2024-09-17,4,2,5,Changeup,R,swinging_strike_blocked,strikeout,NA,NA,NA,NA,13,90.2,1914
2024-09-17,4,2,4,4-Seam Fastball,R,swinging_strike,,NA,NA,NA,NA,1,95.2,2289
2024-09-17,4,2,3,Sinker,R,foul,,76.5,-21,5,NA,8,95.2,2215
2024-09-17,4,2,2,Sweeper,R,ball,,NA,NA,NA,NA,11,81.5,2485
2024-09-17,4,2,1,Sweeper,R,ball,,NA,NA,NA,NA,14,84,2438
2024-09-17,2,2,4,4-Seam Fastball,R,hit_into_play,single,92.7,11,166,4,5,97.4,2467
2024-09-17,2,2,3,4-Seam Fastball,R,swinging_strike,,NA,NA,NA,NA,14,97.4,2446
2024-09-17,2,2,2,Sinker,R,foul,,78.4,-27,5,NA,6,96.9,2465
2024-09-17,2,2,1,Sinker,R,ball,,NA,NA,NA,NA,14,96.6,2406
2024-09-17,8,1,6,4-Seam Fastball,L,hit_into_play,field_out,104,59,244,3,4,89.5,2138
2024-09-17,8,1,5,Slider,L,ball,,NA,NA,NA,NA,14,78.8,2753
2024-09-17,8,1,4,Changeup,L,ball,,NA,NA,NA,NA,14,82.6,1942
2024-09-17,8,1,3,4-Seam Fastball,L,foul,,69.3,30,209,NA,1,89.3,2215
2024-09-17,8,1,2,Changeup,L,ball,,NA,NA,NA,NA,13,81.6,1895
2024-09-17,8,1,1,Curveball,L,called_strike,,NA,NA,NA,NA,5,72.5,2869
2024-09-17,6,2,6,Cutter,R,ball,walk,NA,NA,NA,NA,14,88.9,2435
2024-09-17,6,2,5,Curveball,R,ball,,NA,NA,NA,NA,11,74.5,2750
2024-09-17,6,2,4,Curveball,R,blocked_ball,,NA,NA,NA,NA,14,76.5,2903
2024-09-17,6,2,3,4-Seam Fastball,R,swinging_strike,,NA,NA,NA,NA,6,93.4,2365
2024-09-17,6,2,2,Cutter,R,foul,,75.8,0,40,NA,5,86.5,2419
2024-09-17,6,2,1,Cutter,R,ball,,NA,NA,NA,NA,14,88.4,2396
2024-09-17,1,0,2,Slider,R,hit_into_play,double,105.3,14,223,5,8,86.1,2277
2024-09-17,1,0,1,Slider,R,ball,,NA,NA,NA,NA,14,86.2,2298
2024-09-15,5,1,5,Cutter,R,ball,walk,NA,NA,NA,NA,14,88,2445
2024-09-15,5,1,4,4-Seam Fastball,R,ball,,NA,NA,NA,NA,11,92.9,2491
2024-09-15,5,1,3,Cutter,R,called_strike,,NA,NA,NA,NA,14,88.2,2401
2024-09-15,5,1,2,Sweeper,R,ball,,NA,NA,NA,NA,14,80.5,2380
2024-09-15,5,1,1,Cutter,R,ball,,NA,NA,NA,NA,14,86.7,2464
2024-09-15,3,0,2,4-Seam Fastball,R,hit_into_play,home_run,112.1,29,445,6,5,92.2,2478
2024-09-15,3,0,1,Sweeper,R,foul,,83.7,74,149,NA,5,80,2180
2024-09-15,7,1,5,Sweeper,R,ball,walk,NA,NA,NA,NA,1,86.2,2464
2024-09-15,7,1,4,Changeup,R,ball,,NA,NA,NA,NA,13,88.7,1869
2024-09-15,7,1,3,Changeup,R,ball,,NA,NA,NA,NA,13,89.5,1835
2024-09-15,7,1,2,Sweeper,R,foul,,73,71,144,NA,6,87.1,2538
2024-09-15,7,1,1,Sweeper,R,ball,,NA,NA,NA,NA,14,87.2,2669
2024-09-15,1,2,3,Split-Finger,R,swinging_strike,strikeout,NA,NA,NA,NA,8,83.4,1264
2024-09-15,1,2,2,Sweeper,R,foul,,70.8,29,214,NA,2,80.7,2282
2024-09-15,1,2,1,Cutter,R,foul,,67.7,-25,6,NA,6,87.9,2607
2024-09-14,6,0,6,Sinker,R,hit_into_play,field_out,109.6,18,336,6,14,96.9,2031
2024-09-14,6,0,5,Sinker,R,called_strike,,NA,NA,NA,NA,9,96.9,2066
2024-09-14,6,0,4,Sinker,R,ball,,NA,NA,NA,NA,13,96.5,2082
2024-09-14,6,0,3,4-Seam Fastball,R,ball,,NA,NA,NA,NA,11,97.2,2203
2024-09-14,6,0,2,Sinker,R,called_strike,,NA,NA,NA,NA,13,96.4,2103
2024-09-14,6,0,1,Sinker,R,ball,,NA,NA,NA,NA,13,97.4,2190
2024-09-14,3,1,3,Sinker,R,hit_into_play,field_out,98.8,36,319,5,9,95.8,2124
2024-09-14,3,1,2,Sinker,R,ball,,NA,NA,NA,NA,13,96,2034
2024-09-14,3,1,1,Sinker,R,foul,,67.3,55,180,NA,4,97.2,2040
2024-09-14,8,0,5,Sinker,R,hit_into_play,double,115.3,12,291,6,8,96.1,1973
2024-09-14,8,0,4,Sinker,R,ball,,NA,NA,NA,NA,14,96.1,1914
2024-09-14,8,0,3,Slider,R,ball,,NA,NA,NA,NA,14,86.6,2459
2024-09-14,8,0,2,Slider,R,called_strike,,NA,NA,NA,NA,12,88.3,2414
2024-09-14,8,0,1,Sinker,R,called_strike,,NA,NA,NA,NA,9,95.7,1932
2024-09-14,1,2,5,Sinker,R,called_strike,strikeout,NA,NA,NA,NA,12,95,2190
2024-09-14,1,2,4,Sweeper,R,ball,,NA,NA,NA,NA,14,86.3,2414
2024-09-14,1,2,3,Sinker,R,called_strike,,NA,NA,NA,NA,6,95.4,2166
2024-09-14,1,2,2,Sweeper,R,ball,,NA,NA,NA,NA,14,84.9,2429
2024-09-14,1,2,1,Sinker,R,called_strike,,NA,NA,NA,NA,8,93.1,2097
2024-09-13,3,1,9,4-Seam Fastball,R,swinging_strike,strikeout,NA,NA,NA,NA,2,95.5,2400
2024-09-13,3,1,8,4-Seam Fastball,R,foul,,86.2,69,205,NA,2,95.2,2340
2024-09-13,3,1,7,Sweeper,R,ball,,NA,NA,NA,NA,14,85.6,2397
2024-09-13,3,1,6,Sweeper,R,foul,,72.2,6,86,NA,6,84.7,2317
2024-09-13,3,1,5,4-Seam Fastball,R,foul,,79,40,250,NA,2,97.2,2355
2024-09-13,3,1,4,4-Seam Fastball,R,swinging_strike,,NA,NA,NA,NA,2,96.3,2410
2024-09-13,3,1,3,Slider,R,ball,,NA,NA,NA,NA,14,87,2388
2024-09-13,3,1,2,4-Seam Fastball,R,swinging_strike,,NA,NA,NA,NA,6,95.8,2391
2024-09-13,3,1,1,Sweeper,R,ball,,NA,NA,NA,NA,11,85,2197
2024-09-13,1,2,5,4-Seam Fastball,R,ball,walk,NA,NA,NA,NA,12,95.8,2385
2024-09-13,1,2,4,Slider,R,ball,,NA,NA,NA,NA,14,86.3,2529
2024-09-13,1,2,3,Sweeper,R,ball,,NA,NA,NA,NA,12,83.1,2480
2024-09-13,1,2,2,Sweeper,R,ball,,NA,NA,NA,NA,14,84.8,2566
2024-09-13,7,0,3,4-Seam Fastball,L,hit_into_play,home_run,101.9,29,369,6,5,95.5,2003
2024-09-13,1,2,1,Slider,R,called_strike,,NA,NA,NA,NA,9,87.9,2411
2024-09-13,7,0,2,4-Seam Fastball,L,ball,,NA,NA,NA,NA,3,95.5,1958
2024-09-13,7,0,1,Cutter,L,blocked_ball,,NA,NA,NA,NA,13,90.2,2148
2024-09-13,6,0,1,Cutter,R,hit_into_play,single,106.2,13,243,5,8,94.8,2444
2024-09-12,5,1,1,Changeup,R,hit_into_play,grounded_into_double_play,104.7,6,117,4,4,83.6,1511
2024-09-12,3,2,1,Slider,R,hit_into_play,field_out,99.9,26,380,6,8,81.5,2523
2024-09-12,1,1,1,Sinker,R,hit_into_play,field_out,99.9,29,353,6,4,89.3,1886
2024-09-12,7,2,2,Cutter,R,hit_into_play,single,88.1,17,199,4,9,94.3,2508
2024-09-12,7,2,1,Sweeper,R,called_strike,,NA,NA,NA,NA,8,85.6,2648
2024-09-11,6,1,6,Knuckle Curve,L,swinging_strike,strikeout,NA,NA,NA,NA,7,81.7,2364
2024-09-11,6,1,5,Changeup,L,ball,,NA,NA,NA,NA,13,85.2,2070
2024-09-11,6,1,4,4-Seam Fastball,L,foul,,75.8,28,234,NA,4,94.5,2600
2024-09-11,6,1,3,4-Seam Fastball,L,ball,,NA,NA,NA,NA,12,93.2,2547
2024-09-11,6,1,2,4-Seam Fastball,L,ball,,NA,NA,NA,NA,12,96,2614
2024-09-11,6,1,1,Cutter,L,swinging_strike,,NA,NA,NA,NA,13,88.4,2551
2024-09-11,4,1,6,Changeup,L,blocked_ball,walk,NA,NA,NA,NA,13,84.4,2099
2024-09-11,4,1,5,4-Seam Fastball,L,ball,,NA,NA,NA,NA,13,96.5,2583
2024-09-11,4,1,4,4-Seam Fastball,L,swinging_strike,,NA,NA,NA,NA,2,96.1,2583
2024-09-11,4,1,3,Slider,L,ball,,NA,NA,NA,NA,13,85.2,2337
2024-09-11,4,1,2,Cutter,L,foul,,82,40,244,NA,5,89.1,2396
2024-09-11,4,1,1,4-Seam Fastball,L,ball,,NA,NA,NA,NA,13,95,2555
2024-09-11,1,2,6,Changeup,L,hit_into_play,field_out,92.7,70,107,3,6,86.6,2079
2024-09-11,1,2,5,Changeup,L,swinging_strike,,NA,NA,NA,NA,14,86.7,2154
2024-09-11,8,2,4,Slider,R,hit_into_play,single,108.1,8,164,4,8,86.5,2051
2024-09-11,1,2,4,4-Seam Fastball,L,called_strike,,NA,NA,NA,NA,8,95.1,2527
2024-09-11,1,2,3,4-Seam Fastball,L,ball,,NA,NA,NA,NA,14,95.1,2536
2024-09-11,8,2,3,Slider,R,called_strike,,NA,NA,NA,NA,9,86.1,2102
2024-09-11,8,2,2,Sinker,R,foul,,NA,NA,NA,NA,4,99.5,1987
2024-09-11,1,2,2,Cutter,L,ball,,NA,NA,NA,NA,13,89.7,2564
2024-09-11,1,2,1,4-Seam Fastball,L,ball,,NA,NA,NA,NA,13,97.7,2533
2024-09-11,8,2,1,Slider,R,ball,,NA,NA,NA,NA,14,88.1,2306
2024-09-10,7,0,7,Sinker,R,called_strike,strikeout,NA,NA,NA,NA,6,93.5,2452
2024-09-10,7,0,6,Slider,R,ball,,NA,NA,NA,NA,14,87.4,2756
2024-09-10,7,0,5,Cutter,R,foul,,76,21,202,NA,3,89.1,2311
2024-09-10,7,0,4,Curveball,R,foul,,73,63,152,NA,9,80.7,3321
2024-09-10,7,0,3,Slider,R,called_strike,,NA,NA,NA,NA,6,86.3,2482
2024-09-10,7,0,2,Cutter,R,called_strike,,NA,NA,NA,NA,9,85.9,2168
2024-09-10,7,0,1,Slurve,R,ball,,NA,NA,NA,NA,14,74.3,2872
2024-09-10,4,1,4,Slider,R,hit_into_play,field_out,71.1,-5,22,2,5,86.9,2742
2024-09-10,4,1,3,Changeup,R,ball,,NA,NA,NA,NA,14,89,2031
2024-09-10,4,1,2,Cutter,R,ball,,NA,NA,NA,NA,12,88.3,2355
2024-09-10,4,1,1,Curveball,R,swinging_strike,,NA,NA,NA,NA,12,78.6,3363
2024-09-10,9,2,7,Sweeper,R,hit_into_play,field_out,88.2,57,221,3,8,80.7,2554
2024-09-10,9,2,6,4-Seam Fastball,R,foul,,NA,NA,NA,NA,6,93.9,2111
2024-09-10,1,1,5,Slurve,R,swinging_strike,strikeout,NA,NA,NA,NA,8,80,3168
