"Season","Series","City","Country","Year","Month","Day","Distance","Round","Group","Num_Skater","Name","Nationality","Rank_In_Group","Start_Position","Time","Qualification","rank_lap1","time_lap1","rank_lap2","time_lap2","rank_lap3","time_lap3","rank_lap4","time_lap4","rank_lap5","time_lap5","Time_Event"
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Heats",4,129,"LIU Shaolin Sandor","HUN",1,2,41.412,"Q",2,6.87,2,8.95,2,8.4,1,8.48,1,8.72,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Heats",4,148,"KNEGT Sjinkie","NED",2,1,41.467,"Q",1,6.71,1,9,1,8.46,2,8.61,2,8.69,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Heats",4,114,"SHI Jingnan","CHN",3,3,41.545,"q",3,7.02,3,8.92,3,8.38,3,8.5,3,8.73,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Heats",4,138,"NIKISHA Denis","KAZ",4,5,43.571,"",4,7.53,4,9.24,4,8.72,4,8.84,4,9.25,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Heats",4,108,"Patrick DUFFY","CAN",5,4,53.999,"",5,9.97,5,13.46,5,10.24,5,10,5,10.33,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Heats",5,151,"AN Victor","RUS",1,2,42.199,"Q",1,6.93,1,8.82,1,8.5,1,8.8,1,9.15,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Heats",5,144,"SIN da Woon","KOR",2,1,42.233,"Q",2,7.1,2,8.89,2,8.49,2,8.7,2,9.06,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Heats",5,118,"FAUCONNET Thibaut","FRA",3,4,42.729,"",3,7.21,3,9,3,8.48,3,8.94,3,9.1,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Heats",5,131,"Yuri CONFORTOLA","ITA",4,3,42.767,"",4,7.33,4,9.02,4,8.53,4,8.83,4,9.06,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Heats",6,152,"ELISTRATOV Semen","RUS",1,3,41.903,"Q",2,7.01,2,8.93,2,8.47,1,8.65,1,8.85,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Heats",6,143,"SEO Yi Ra","KOR",2,2,41.96,"Q",1,6.77,1,8.95,1,8.68,2,8.79,2,8.77,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Heats",6,109,"GIRARD Samuel","CAN",3,1,42.275,"",3,7.06,3,9.04,3,8.74,3,8.69,3,8.75,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Heats",6,161,"CARROLL Keith","USA",4,4,46.139,"",4,7.17,4,9.26,4,9.26,4,9.84,4,10.61,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",1,125,"Torsten KROEGER","GER",1,3,43.45,"",3,7.39,3,9.23,3,8.85,1,8.94,1,9.04,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",1,156,"NG Lucas","SGP",2,4,44.808,"",4,7.59,4,9.41,4,9.08,2,9.22,2,9.51,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",1,157,"YARDIMCI Firat","TUR",3,2,58.196,"",1,7.11,1,9.32,1,8.93,3,20.39,3,12.45,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",1,132,"DOTTI Tommaso","ITA",,1,,"PEN",2,7.22,2,9.32,2,8.85,,,,,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",2,150,"Freek van der WART","NED",1,1,42.696,"",1,7.08,1,9.09,1,8.64,1,8.85,1,9.04,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",2,159,"Dmytro POLTAVETS","UKR",2,2,43.243,"",2,7.29,2,9.04,2,8.74,2,8.97,2,9.21,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",2,117,"Martin KOLENC","CRO",3,3,44.699,"",3,7.64,3,9.31,3,9.01,3,9.27,3,9.47,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",3,102,"JUNG Hyun Woo (Andy)","AUS",1,2,42.96,"",1,6.94,1,9.16,1,8.76,1,8.86,1,9.24,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",3,136,"Yuma SAKURAI","JPN",2,1,43.081,"",2,7.16,2,9.17,2,8.68,2,8.83,2,9.25,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",3,158,"Serhiy LIFYRENKO","UKR",3,3,43.538,"",3,7.25,3,9.2,3,8.85,3,8.97,3,9.27,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",3,106,"GEORGIEV Dimitar","BUL",4,4,44.312,"",4,7.5,4,9.3,4,9.03,4,9.16,4,9.33,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",4,137,"YOKOYAMA Hiroki","JPN",1,1,42.997,"",1,6.91,1,8.99,1,8.77,1,8.99,1,9.34,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",4,101,"BODA Pierre","AUS",2,2,43.082,"",2,7.18,2,8.97,2,8.64,2,8.99,2,9.31,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",4,103,"Mathias VOSTE","BEL",3,3,43.249,"",3,7.3,3,9,3,8.57,3,8.99,3,9.39,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",4,105,"Maksim SIARHEYU","BLR",4,4,43.874,"",4,7.54,4,9.24,4,8.88,4,9.01,4,9.21,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",1,138,"NIKISHA Denis","KAZ",1,3,42.798,"",2,7.07,2,9.18,1,8.95,1,8.83,1,8.77,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",1,108,"Patrick DUFFY","CAN",2,5,42.88,"",3,7.19,3,9.11,2,8.95,2,8.88,2,8.75,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",1,131,"Yuri CONFORTOLA","ITA",3,2,43.232,"",4,7.28,4,9.11,3,8.93,3,9.05,3,8.87,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",1,118,"FAUCONNET Thibaut","FRA",4,1,43.516,"",1,6.92,1,9.25,4,9.19,4,9.17,4,8.99,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",1,161,"CARROLL Keith","USA",5,4,43.614,"",5,7.37,5,9.14,5,9.04,5,9.05,5,9.02,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",2,163,"KRUEGER John-Henry","USA",1,2,42.114,"",1,6.89,1,8.96,1,8.64,1,8.72,1,8.91,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",2,145,"Roberto PUKITIS","LAT",2,3,42.184,"",4,7.34,4,8.98,4,8.4,2,8.62,2,8.85,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",2,109,"GIRARD Samuel","CAN",3,4,42.209,"",2,7.02,2,8.95,2,8.6,3,8.78,3,8.86,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","RankingRaces",2,139,"ZHUMAGAZIYEV Nurbergen","KAZ",4,1,42.394,"",3,7.21,3,8.86,3,8.55,4,8.91,4,8.87,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Quarterfinals",1,110,"HAMELIN Charles","CAN",1,1,41.017,"Q",1,6.82,1,8.81,1,8.33,1,8.46,1,8.6,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Quarterfinals",1,113,"HAN Tianyu","CHN",2,2,41.113,"Q",2,6.9,2,8.89,2,8.31,2,8.42,2,8.6,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Quarterfinals",1,121,"Jon ELEY","GBR",3,3,41.635,"",3,6.93,3,9.03,3,8.45,3,8.51,3,8.72,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Quarterfinals",1,146,"BREEUWSMA Daan","NED",4,4,41.746,"",4,7.11,4,8.9,4,8.49,4,8.58,4,8.67,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Quarterfinals",2,114,"SHI Jingnan","CHN",1,2,41.662,"Q",2,6.89,2,8.96,1,8.5,1,8.61,1,8.71,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Quarterfinals",2,127,"KNOCH Viktor","HUN",2,3,42.201,"Q",3,6.94,4,9.13,4,8.46,3,8.72,2,8.96,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Quarterfinals",2,142,"PARK Se Yeong","KOR",3,1,42.592,"",1,6.75,1,8.99,2,8.61,2,8.77,3,9.48,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Quarterfinals",2,151,"AN Victor","RUS",4,4,,"",4,7.07,3,8.86,3,8.54,4,11.23,,,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Quarterfinals",3,129,"LIU Shaolin Sandor","HUN",1,1,41.33,"Q",1,6.89,1,8.87,1,8.4,1,8.5,1,8.67,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Quarterfinals",3,148,"KNEGT Sjinkie","NED",2,2,41.411,"Q",2,7.11,2,8.82,2,8.32,2,8.48,2,8.69,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Quarterfinals",3,143,"SEO Yi Ra","KOR",3,4,41.465,"",3,7.14,3,8.91,3,8.26,3,8.64,3,8.52,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Quarterfinals",3,124,"WHELBOURNE Jack","GBR",4,3,43.255,"",4,7.25,4,9.32,4,8.37,4,8.64,4,9.68,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Quarterfinals",4,115,"WU Dajing","CHN",1,1,40.892,"Q",1,6.58,1,8.7,1,8.38,1,8.54,1,8.7,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Quarterfinals",4,152,"ELISTRATOV Semen","RUS",2,3,40.972,"Q",2,6.78,2,8.68,2,8.35,2,8.49,2,8.68,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Quarterfinals",4,119,"LEPAPE Sebastien","FRA",3,2,41.066,"",3,6.94,3,8.79,3,8.27,3,8.42,3,8.65,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Quarterfinals",4,144,"SIN da Woon","KOR",4,4,42.383,"",4,7.16,4,8.77,4,8.37,4,8.78,4,9.31,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Semifinals",1,113,"HAN Tianyu","CHN",1,2,41.081,"QA",2,6.85,1,8.61,1,8.42,1,8.5,1,8.71,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Semifinals",1,148,"KNEGT Sjinkie","NED",2,3,41.233,"QA",3,6.94,2,8.73,2,8.3,2,8.55,2,8.72,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Semifinals",1,114,"SHI Jingnan","CHN",3,4,41.346,"QB",4,7.16,3,8.7,3,8.17,3,8.49,3,8.83,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Semifinals",1,110,"HAMELIN Charles","CAN",4,1,,"QB",1,6.71,4,16.67,4,21.35,,,,,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Semifinals",2,115,"WU Dajing","CHN",1,1,40.799,"QA",1,6.56,1,8.7,1,8.38,1,8.43,1,8.73,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Semifinals",2,129,"LIU Shaolin Sandor","HUN",2,3,40.839,"QA",3,6.95,3,8.7,3,8.21,3,8.41,2,8.57,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Semifinals",2,152,"ELISTRATOV Semen","RUS",3,2,40.875,"QB",2,6.77,2,8.66,2,8.32,2,8.41,3,8.72,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","Semifinals",2,127,"KNOCH Viktor","HUN",4,4,41.355,"QB",4,7.06,4,8.69,4,8.32,4,8.41,4,8.88,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","FinalB",1,114,"SHI Jingnan","CHN",1,2,41.462,"",2,6.9,2,8.93,2,8.4,1,8.47,1,8.77,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","FinalB",1,110,"HAMELIN Charles","CAN",2,4,41.56,"",4,7.1,3,8.81,3,8.42,3,8.49,2,8.74,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","FinalB",1,152,"ELISTRATOV Semen","RUS",3,1,41.601,"",1,6.84,1,8.91,1,8.41,2,8.58,3,8.87,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","FinalB",1,127,"KNOCH Viktor","HUN",4,3,41.687,"",3,7.01,4,8.98,4,8.47,4,8.58,4,8.65,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","FinalA",2,115,"WU Dajing","CHN",1,1,41.032,"",1,6.62,1,8.79,1,8.41,1,8.5,1,8.72,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","FinalA",2,129,"LIU Shaolin Sandor","HUN",2,2,41.133,"",2,6.84,2,8.76,2,8.33,2,8.49,2,8.72,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","FinalA",2,113,"HAN Tianyu","CHN",3,3,41.202,"",3,7.03,3,8.72,3,8.32,3,8.45,3,8.69,2015.20502283105
"2014/2015","World Championships","Moscow","RUS",2015,3,15,"500m","FinalA",2,148,"KNEGT Sjinkie","NED",4,4,41.248,"",4,7.15,4,8.72,4,8.33,4,8.45,4,8.6,2015.20502283105
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",1,18,"LEPAPE Sebastien","FRA",1,2,42.798,"Q",2,7.16,1,9.14,1,8.71,1,8.73,1,9.08,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",1,153,"Rafal ANIKIEJ","POL",2,1,43.894,"Q",1,7.03,2,9.31,2,8.98,2,9.06,2,9.53,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",1,187,"JANSSON Jacob","SWE",3,3,44.902,"",3,7.44,4,9.57,4,9.28,4,9.27,3,9.342,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",1,175,"HANDEI Volodymyr","UKR",4,4,44.903,"",4,7.46,3,9.4,3,9.03,3,9.34,4,9.673,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",2,27,"Dmitry MIGUNOV","RUS",1,3,42.48,"Q",1,6.92,1,9,1,8.63,1,8.77,1,9.17,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",2,138,"Jose CAVALLI","SUI",2,2,44.704,"Q",3,7.51,3,9.41,3,8.96,2,9.24,2,9.61,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",2,40,"GEORGIEV Dimitar","BUL",3,1,44.819,"",2,7.26,2,9.47,2,9.14,3,9.53,3,9.43,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",3,5,"ELISTRATOV Semen","RUS",1,1,41.98,"Q",1,6.95,1,9,1,8.58,1,8.68,1,8.79,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",3,80,"JEANNE Vincent","FRA",2,2,42.728,"Q",2,7.45,2,9,2,8.64,2,8.78,2,8.87,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",3,69,"SCHUBERT Christoph","GER",3,3,43.074,"q",3,7.55,3,9.07,3,8.69,3,8.77,3,9.02,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",3,170,"AGDESTEIN Einar","NOR",4,4,45.261,"",4,7.74,4,9.48,4,9.11,4,9.28,4,9.67,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",4,1,"KNEGT Sjinkie","NED",1,3,41.935,"Q",2,7.06,2,9.05,1,8.41,1,8.67,1,8.76,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",4,16,"WHELBOURNE Jack","GBR",2,2,42.058,"Q",1,7,1,9.03,2,8.61,2,8.78,2,8.65,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",4,145,"NASRI Klaudio","BUL",3,1,44.504,"",3,7.41,3,9.46,3,9.02,3,9.23,3,9.4,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",4,158,"SPIEGL Felix","GER",4,4,,"",4,13.05,4,17.17,4,11.24,4,10.27,4,13.72,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",5,6,"LIU Shaolin Sandor","HUN",1,3,42.444,"Q",2,7.12,1,8.89,1,8.55,1,8.85,1,9.05,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",5,41,"Serhiy LIFYRENKO","UKR",2,2,44.025,"Q",1,7.05,2,9.24,2,8.95,2,9.19,2,9.61,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",5,165,"Tomass BAKEVICS","LAT",3,1,44.527,"",3,7.4,3,9.39,3,9.05,3,9.26,3,9.44,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",5,190,"Oliver RINGER","SVK",4,4,,"",4,7.59,4,9.62,4,25.58,4,19.99,,,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",6,48,"LIU Shaoang","HUN",1,2,42.808,"Q",1,7,1,8.94,1,8.71,1,8.93,1,9.24,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",6,119,"Yauheni RYZHOU","BLR",2,3,43.76,"Q",2,7.29,2,9.18,2,8.96,2,9.05,2,9.3,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",6,189,"Ivan MOJSILOVIC","SRB",3,1,50.067,"",4,8.12,3,10.35,3,10.15,3,10.58,3,10.88,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",6,183,"Roger VALLVERDU IMBERNON","ESP",4,4,50.477,"",3,7.91,4,10.66,4,10.61,4,10.64,4,10.68,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",7,12,"BREEUWSMA Daan","NED",1,1,42.472,"Q",1,6.94,1,8.99,1,8.65,1,8.83,1,9.08,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",7,102,"ALMEY Jens","BEL",2,2,42.844,"Q",2,7.09,2,9.12,2,8.73,2,8.86,2,9.07,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",7,139,"DUFBERG SUH Fabrice","SWE",3,4,43.877,"q",3,7.16,3,9.25,3,8.95,3,9.04,3,9.5,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",7,188,"Bor Luka URLEP","SLO",4,3,48.038,"",4,7.77,4,9.99,4,9.63,4,10.25,4,10.41,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",8,14,"KNOCH Viktor","HUN",1,1,42.571,"Q",1,7.11,1,8.99,1,8.7,1,8.79,1,9,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",8,36,"YARDIMCI Firat","TUR",2,3,44.599,"Q",3,7.6,2,9.46,2,9.09,2,9.21,2,9.25,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",8,157,"BRANKOVIC Edin","BIH",3,2,45.805,"",2,7.48,3,9.63,3,9.46,3,9.55,3,9.71,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",9,131,"Artem KOZLOV","RUS",1,4,43.689,"Q",3,7.27,2,9.25,2,8.87,2,9.06,1,9.26,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",9,89,"DESMET Stijn","BEL",2,3,43.781,"Q",1,7.14,1,9.24,1,8.92,1,9.07,2,9.43,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",9,182,"Nihad BASIC","BIH",3,1,47.5,"",4,7.63,4,9.6,4,9.43,4,10.02,3,10.85,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",9,154,"TREACY Farrell","GBR",4,2,59.005,"",2,7.2,3,9.43,3,8.84,3,9.03,4,24.59,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",10,171,"Bartosz KONOPKO","POL",1,2,42.265,"Q",1,6.76,1,8.92,1,8.68,1,8.83,1,9.1,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",10,26,"DOTTI Tommaso","ITA",2,1,43.949,"Q",2,7.29,2,9.28,2,8.87,2,9.12,2,9.41,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",10,37,"Maksim SIARHEYU","BLR",3,4,43.987,"",3,7.42,3,9.25,3,8.86,3,9.12,3,9.35,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",10,191,"Philemon RAINER","AUT",4,3,47.183,"",4,7.81,4,9.87,4,9.71,4,9.76,4,10.05,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",11,20,"Freek van der WART","NED",1,1,42.717,"Q",1,6.98,1,9.06,1,8.68,1,8.92,1,9.1,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",11,21,"Yuri CONFORTOLA","ITA",2,3,43.561,"Q",3,7.48,2,9.31,2,8.77,2,8.92,2,9.1,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",11,111,"EREN Menderes","TUR",3,2,44.194,"",2,7.35,3,9.53,3,9.02,3,9.07,3,9.24,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Preliminaries",11,38,"Martin KOLENC","CRO",4,4,44.314,"",4,7.65,4,9.32,4,9.07,4,9.05,4,9.24,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Heats",1,5,"ELISTRATOV Semen","RUS",1,1,41.566,"Q",1,6.86,1,8.78,1,8.42,1,8.73,1,8.79,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Heats",1,171,"Bartosz KONOPKO","POL",2,2,41.831,"Q",2,6.96,2,8.91,2,8.45,2,8.66,2,8.87,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Heats",1,69,"SCHUBERT Christoph","GER",3,3,43.432,"q",3,7.34,3,9.12,3,8.69,3,9.06,3,9.26,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Heats",1,138,"Jose CAVALLI","SUI",4,4,44.545,"",4,7.56,4,9.25,4,9.06,4,9.17,4,9.52,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Heats",2,6,"LIU Shaolin Sandor","HUN",1,1,41.732,"Q",1,6.94,1,9,1,8.46,1,8.6,1,8.74,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Heats",2,20,"Freek van der WART","NED",2,2,41.789,"Q",2,7.09,2,8.96,2,8.43,2,8.56,2,8.74,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Heats",2,119,"Yauheni RYZHOU","BLR",3,3,42.619,"q",3,7.19,3,9.04,3,8.63,3,8.76,3,9.01,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Heats",2,36,"YARDIMCI Firat","TUR",4,4,42.83,"",4,7.48,4,9.15,4,8.62,4,8.74,4,8.85,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Heats",3,16,"WHELBOURNE Jack","GBR",1,1,41.789,"Q",2,6.96,2,8.89,2,8.38,1,8.64,1,8.94,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Heats",3,27,"Dmitry MIGUNOV","RUS",2,2,41.913,"Q",1,6.83,1,8.9,1,8.49,2,8.72,2,8.973,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Heats",3,18,"LEPAPE Sebastien","FRA",3,3,41.923,"q",3,7.11,3,8.85,3,8.43,3,8.65,3,8.883,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Heats",3,89,"DESMET Stijn","BEL",4,4,43.193,"",4,7.28,4,9,4,8.74,4,8.94,4,9.25,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Heats",4,12,"BREEUWSMA Daan","NED",1,1,42.352,"Q",1,6.86,1,9.01,1,8.62,1,8.78,1,9.1,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Heats",4,102,"ALMEY Jens","BEL",2,2,43.152,"Q",3,7.2,3,9.2,2,8.79,2,8.91,2,9.07,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Heats",4,41,"Serhiy LIFYRENKO","UKR",3,4,43.547,"",4,7.29,4,9.24,3,8.89,3,8.93,3,9.21,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Heats",4,153,"Rafal ANIKIEJ","POL",4,3,,"",2,6.99,2,9.02,4,29.55,,,,,2016.05753424658
"2015/2016","European Championships","Sochi","RUS",2016,1,22,"500m","Heats",5,14,"KNOCH Viktor","HUN",1,1,42.25,"Q",1,6.94,1,8.97,1,8.54,1,8.76,1,9.06,2016.05753424658
