game_id,stint_id,home_lineup,away_lineup,n_pos,home_points,away_points,minutes,margin
0022200010,6,203497_203937_1627752_1629162_1629669,1629647_1630526_1630544_1631114_1631172,14,7,11,3.130000000000001,-28.571428571428573
0022200010,7,203497_203937_1626156_1627752_1627854,1629647_1630526_1630544_1630581_1631172,5,3,0,1.1199999999999992,60
0022200010,8,203497_1626156_1627752_1627854_1630183,1629647_1630197_1630544_1630581_1631172,4,5,0,0.6500000000000021,125
0022200010,9,1626156_1626157_1627752_1627854_1630183,1629647_1629652_1630197_1630544_1630581,4,0,4,1.1199999999999974,-100
0022200010,10,1626156_1626157_1627752_1627854_1630183,1628983_1629026_1629647_1629652_1630544,1,3,0,0.5,300
0022200010,11,1626156_1626157_1627752_1630162_1630183,1628983_1629026_1629652_1630544_1631114,5,0,5,0.9600000000000009,-100
0022200010,13,1626157_1627752_1629162_1630162_1630183,1628983_1629026_1629652_1630544_1630581,4,4,2,0.6099999999999994,50
0022200010,14,203497_1626157_1629162_1630162_1630183,203488_1628983_1629026_1629652_1630581,10,8,5,2.490000000000002,30
0022200010,15,203497_1626157_1629162_1630162_1630183,203488_1628983_1629026_1629652_1630544,24,13,11,5.199999999999999,8.333333333333334
0022200010,16,203497_1626156_1626157_1630162_1630183,1628983_1629652_1630197_1630581_1630647,9,0,9,1.879999999999999,-100
0022200010,17,203937_1626156_1626157_1630162_1630183,1628983_1629652_1630197_1630581_1630647,2,0,3,0.75,-150
0022200010,18,203937_1626156_1626157_1629669_1630162,1628983_1629652_1630197_1630581_1630647,4,0,2,0.990000000000002,-50
0022200010,19,203937_1626156_1626157_1627752_1629669,1628983_1629652_1630197_1630544_1630647,1,2,0,0,200
0022200010,20,203937_1626156_1626157_1627752_1629669,1628983_1629647_1630197_1630544_1630647,8,3,7,1.8399999999999999,-50
0022200010,21,203497_203937_1627752_1629162_1629669,1628983_1629026_1629647_1630544_1630647,7,0,6,1.509999999999998,-85.71428571428571
0022200010,22,203497_203937_1629669_1630162_1630183,1628983_1629026_1629647_1630544_1631172,3,4,0,0.490000000000002,133.33333333333334
0022200010,23,203085_203497_203937_1629669_1630183,203488_1628983_1629026_1630198_1630544,10,5,2,1.7999999999999972,30
0022200010,24,203497_203937_1626156_1629669_1630183,1629026_1629647_1630544_1630581_1631172,5,3,0,0.7100000000000009,60
0022200010,25,203497_203937_1626156_1629669_1630183,1629026_1629647_1630544_1630581_1630647,5,2,2,1.1499999999999986,0
0022200010,26,203497_203937_1626156_1626157_1629669,1628983_1629026_1629652_1630197_1630647,2,2,2,0.6700000000000017,0
0022200010,27,203497_203937_1626156_1626157_1629669,203488_1628983_1629652_1630197_1630647,2,0,0,0.30000000000000426,0
0022200010,28,203937_1626156_1626157_1629669_1630183,203488_1628983_1629652_1630197_1630647,4,4,0,0.8499999999999943,100
0022200010,29,203937_1626156_1626157_1629669_1630183,203488_1628983_1629652_1630197_1630581,4,2,5,1.0100000000000051,-75
0022200010,30,1626156_1626157_1629669_1630162_1630183,203488_1628983_1629652_1630197_1630581,3,0,2,0.3399999999999963,-66.66666666666667
0022200010,31,203085_1626156_1626157_1630162_1630183,1628983_1629652_1630197_1630581_1630647,1,2,0,0.0799999999999983,200
0022200010,32,203497_1626156_1626157_1630162_1630183,1628983_1629652_1630197_1630581_1630647,9,4,4,1.9899999999999949,0
0022200010,33,203497_1626156_1626157_1630162_1630183,1628983_1629026_1629652_1630197_1630581,1,0,0,0.30000000000000426,0
0022200010,34,203497_1626156_1626157_1630162_1630183,1628983_1629026_1629652_1630581_1630647,5,2,0,1.3099999999999952,40
0022200010,35,203085_203497_1626156_1626157_1630183,203488_1628983_1629652_1630544_1630581,1,0,0,0.12000000000000455,0
0022200010,36,203085_1626156_1626157_1630162_1630183,1628983_1629026_1629652_1630581_1630647,1,0,0,0,0
0022200010,37,203085_203497_203937_1630162_1630183,203488_1628983_1629652_1630544_1630581,1,0,2,0.02999999999999403,-200
0022200010,39,203085_203497_203937_1630162_1630183,203488_1628983_1629652_1630544_1630581,4,3,0,0.13000000000000256,75
0022200005,1,203991_1627749_1628381_1629027_1629631,201569_1628981_1629645_1630224_1631095,25,8,14,5.47,-24
0022200005,2,203991_1627749_1628381_1629027_1629631,1628981_1629645_1630224_1630231_1631095,6,6,2,1.08,66.66666666666667
0022200005,3,203991_1627749_1629027_1629631_1630552,1628981_1629645_1630224_1630231_1631095,3,2,2,0.7999999999999998,0
0022200005,4,203200_1628988_1629027_1630168_1630552,1628981_1629645_1630224_1630231_1631106,2,1,0,0.40000000000000036,50
0022200005,5,203200_1628988_1629027_1630168_1630552,1629645_1630224_1630231_1630578_1631106,8,5,0,1.5199999999999996,62.5
0022200005,6,203200_1628988_1629027_1630168_1630552,201569_1629726_1630231_1630578_1631106,17,6,8,4.0600000000000005,-11.764705882352942
0022200005,7,203200_1627749_1628381_1628988_1630168,201569_1629726_1630528_1630578_1631106,7,4,2,1.549999999999999,28.571428571428573
0022200005,8,203200_1627749_1628381_1628988_1630168,201569_1629726_1630528_1630578_1631095,7,4,9,1.5200000000000014,-71.42857142857143
0022200005,9,1627749_1628381_1629027_1629631_1630168,1629645_1630224_1630528_1630578_1631095,8,8,2,1.4699999999999989,75
0022200005,10,203991_1627749_1628381_1629027_1629631,1628981_1629645_1630224_1630231_1631095,16,13,10,3.6799999999999997,18.75
0022200005,11,203991_1627749_1628381_1629027_1629631,201569_1628981_1629645_1630224_1631095,31,15,14,7.18,3.225806451612903
0022200005,12,203991_1627749_1628381_1629027_1629631,1628981_1629645_1630224_1630231_1631095,7,3,0,1.370000000000001,42.857142857142854
0022200005,14,203991_1628381_1628988_1629027_1629631,1629645_1630224_1630231_1630578_1631095,1,2,0,0.10000000000000142,200
0022200005,15,203991_1628988_1629027_1629631_1630552,1629645_1630224_1630231_1630578_1631106,12,0,6,1.8699999999999974,-50
0022200005,16,203200_1628988_1629027_1630168_1630552,201569_1629645_1630231_1630578_1631106,7,3,6,1.730000000000004,-42.857142857142854
0022200005,17,203200_1628988_1629027_1630168_1630552,201569_1629726_1630231_1630578_1631106,14,9,7,3.269999999999996,14.285714285714286
0022200005,18,203200_1627749_1628381_1628988_1630168,201569_1629726_1630528_1630578_1631095,5,0,4,1.0899999999999963,-80
0022200005,19,203200_1627749_1628381_1629631_1630168,201569_1629726_1630528_1630578_1631095,6,4,2,1.8299999999999983,33.333333333333336
0022200005,20,1627749_1628381_1629027_1629631_1630168,1629645_1630224_1630528_1630578_1631095,6,7,2,1.0800000000000054,83.33333333333333
0022200005,21,1627749_1628381_1629027_1629631_1630168,1628981_1629645_1630224_1630231_1631095,4,0,3,0.8200000000000003,-75
0022200005,22,203991_1627749_1628381_1629027_1629631,1628981_1629645_1630224_1630231_1631095,16,9,9,3.6300000000000026,0
0022200005,24,203200_1627749_1628381_1629027_1629631,201569_1629645_1630224_1630231_1631095,7,6,3,0.8299999999999983,42.857142857142854
0022200012,1,201144_203482_203903_1628374_1629020,203484_203932_203999_1627750_1629008,28,19,15,5.97,14.285714285714286
0022200012,2,203482_203903_1628374_1629012_1631117,203484_203932_203999_1628971_1629008,3,3,2,1.13,33.333333333333336
0022200012,3,200752_203903_1628374_1629012_1631117,203484_203932_203999_1628971_1629008,3,0,2,0.5300000000000002,-66.66666666666667
0022200012,4,200752_1627736_1628374_1629012_1631117,203932_203999_1628432_1628971_1630538,2,2,2,0.25,0
0022200012,5,200752_1627736_1628374_1629012_1631117,201145_203999_1628432_1628971_1630538,7,6,4,1.6500000000000004,28.571428571428573
0022200012,6,200752_1627736_1629012_1629659_1631117,201145_201599_1628432_1628971_1630538,19,12,5,3.4499999999999993,36.8421052631579
0022200012,7,200752_201144_1627736_1629020_1629659,201145_201599_1627750_1628971_1630538,4,5,0,1.2799999999999994,125
0022200012,8,200752_201144_1627736_1629020_1629659,201145_203932_1627750_1628971_1629008,4,4,0,0.6300000000000008,100
0022200012,9,201144_203482_1627736_1629020_1629659,203484_203932_203999_1627750_1629008,1,0,2,0.5,-200
0022200012,10,201144_203482_1627736_1629020_1629659,202397_203484_203932_203999_1629008,4,3,4,1.299999999999999,-25
0022200012,11,201144_203482_203903_1628374_1629020,202397_203484_203932_203999_1629008,2,0,0,0.4499999999999993,0
0022200012,12,201144_203482_203903_1628374_1631117,202397_203484_203932_203999_1629008,4,3,2,0.9400000000000013,25
0022200012,13,200752_203903_1628374_1629012_1631117,202397_203484_203932_203999_1629008,1,0,2,0.5599999999999987,-200
0022200012,14,200752_203903_1628374_1629012_1631117,203484_203932_203999_1627750_1629008,16,12,8,3.1400000000000006,25
0022200012,15,200752_201144_203903_1628374_1631117,201599_203484_203932_1627750_1629008,7,6,5,1.5100000000000016,14.285714285714286
0022200012,16,200752_201144_203903_1627736_1631117,201599_203484_203932_1627750_1629008,6,0,5,0.8499999999999979,-83.33333333333333
0022200012,17,200752_201144_203903_1628374_1629020,203484_203932_203999_1627750_1629008,7,3,4,1.629999999999999,-14.285714285714286
0022200012,18,200752_201144_203903_1628374_1631117,203484_203932_203999_1627750_1629008,7,2,3,2.200000000000003,-14.285714285714286
0022200012,19,200752_203903_1628374_1629012_1631117,203484_203932_203999_1627750_1629008,3,1,0,0.5,33.333333333333336
0022200012,20,200752_203903_1628374_1629012_1631117,203484_203932_203999_1628971_1629008,5,0,4,1.1799999999999997,-80
0022200012,21,200752_203903_1628374_1629012_1631117,203932_203999_1628971_1629008_1630538,3,2,2,0.8000000000000007,0
0022200012,22,200752_1627736_1628374_1629012_1631117,201145_203999_1628971_1629008_1630538,2,2,0,0.29999999999999716,100
0022200012,23,1627736_1628374_1629012_1629659_1631117,201145_203999_1628971_1629008_1630538,5,2,0,1.1000000000000014,40
0022200012,24,1627736_1628374_1629012_1629659_1631117,201145_203484_1628432_1628971_1630538,2,0,2,0.45000000000000284,-100
0022200012,25,201144_1627736_1629012_1629659_1631117,201145_203484_1628432_1628971_1630538,4,5,2,1.3500000000000014,75
0022200012,26,201144_1627736_1629012_1629659_1631117,201145_203484_1628432_1628971_1631128,1,2,0,0,200
0022200012,27,201144_1627736_1629012_1629659_1631117,201145_203484_1628971_1629008_1630538,14,2,8,2.470000000000006,-42.857142857142854
0022200012,28,201144_203482_203903_1627736_1629020,201145_203484_1628971_1629008_1630538,3,0,0,0.6499999999999986,0
0022200012,29,201144_203482_203903_1627736_1629020,201145_203932_1628971_1629008_1630538,2,2,2,0.4200000000000017,0
0022200012,30,201144_203903_1627736_1629020_1631117,203932_203999_1627750_1628971_1630538,2,0,2,0.75,-100
0022200012,31,201144_203903_1627736_1629020_1631117,203484_203932_203999_1627750_1628971,1,2,0,0.09000000000000341,200
0022200012,32,201144_203903_1627736_1628374_1629020,203484_203932_203999_1627750_1628971,3,2,2,0.5,0
0022200012,33,201144_203903_1627736_1628374_1629020,203484_203932_203999_1627750_1629008,3,0,0,0.75,0
0022200012,34,200752_201144_203903_1627736_1628374,203484_203932_203999_1627750_1629008,4,6,2,0.8800000000000026,100
0022200012,35,200752_201144_1627736_1628374_1629012,203484_203932_203999_1627750_1629008,16,8,4,3.3500000000000014,25
0022200012,36,200752_201144_1627736_1628374_1629012,202397_1628427_1630192_1631128_1631212,3,0,0,0.5499999999999972,0
0022200012,37,1629638_1630195_1630534_1631117_1631323,202397_1628427_1630192_1631128_1631212,5,4,0,0.9200000000000017,80
0022200004,1,1627741_1630169_1630188_1630537_1630678,203078_204001_1628398_1628420_1630166,14,6,11,2.82,-35.714285714285715
0022200004,2,1627741_1630169_1630537_1630543_1630678,203078_204001_1628398_1628420_1630166,11,5,10,2.4100000000000006,-45.45454545454545
0022200004,3,1630169_1630537_1630543_1630678_1631097,203078_204001_1628398_1628420_1629060,4,0,2,0.7799999999999994,-50
0022200004,4,204456_1630169_1630543_1630678_1631097,203078_204001_1628398_1628420_1629060,3,2,2,0.7800000000000002,0
0022200004,5,204456_1630169_1630543_1630678_1631097,203078_204001_1626153_1628398_1629060,2,2,0,0.40000000000000036,100
0022200004,6,204456_1629052_1630169_1630543_1631097,203078_204001_1626153_1628398_1629060,11,2,6,1.9699999999999998,-36.36363636363637
0022200004,7,204456_1629052_1630174_1630543_1631097,203115_1626153_1629060_1629655_1630264,13,6,5,2.880000000000001,7.6923076923076925
0022200004,8,204456_1629052_1630174_1630188_1631097,203115_1626153_1629060_1629655_1630264,15,6,5,3.34,6.666666666666667
0022200004,9,204456_1627741_1630174_1630188_1630678,203115_1626153_1628398_1629060_1629655,1,0,2,0.29999999999999893,-200
0022200004,10,204456_1627741_1629048_1630174_1630678,203078_1626153_1628398_1629060_1629655,2,3,1,0.6000000000000014,100
0022200004,11,1627741_1629048_1630169_1630174_1630678,203078_1626153_1628398_1629060_1629655,1,0,0,0.030000000000001137,0
0022200004,12,1627741_1629048_1630169_1630174_1630678,203078_204001_1626153_1628398_1629060,4,5,0,1.1799999999999997,125
0022200004,13,1627741_1629048_1630169_1630174_1630678,203078_204001_1628398_1628420_1630166,6,2,4,1.5199999999999996,-33.333333333333336
0022200004,14,1627741_1629048_1630169_1630537_1630678,203078_204001_1628398_1628420_1630166,2,0,0,0.28000000000000114,0
0022200004,15,1627741_1630169_1630537_1630543_1630678,203078_204001_1628398_1628420_1630166,4,0,2,0.6400000000000006,-50
0022200004,16,1627741_1630169_1630537_1630543_1630678,203078_203115_204001_1628398_1628420,13,7,10,3.0799999999999983,-23.076923076923077
0022200004,17,1627741_1630169_1630537_1630543_1631097,203078_203115_1626153_1628398_1629655,27,18,19,6.419999999999998,-3.7037037037037037
0022200004,18,1627741_1630169_1630188_1630678_1631097,203078_204001_1628398_1628420_1629060,3,0,2,0.7100000000000009,-66.66666666666667
0022200004,19,1627741_1629048_1630169_1630678_1631097,203078_204001_1628398_1628420_1629060,7,5,0,1.7999999999999972,71.42857142857143
0022200004,20,1629048_1629052_1630169_1630174_1631097,203115_1626153_1628398_1629060_1629655,2,0,2,0.6500000000000057,-100
0022200004,21,204456_1629048_1629052_1630174_1631097,203115_1626153_1628398_1629060_1629655,4,0,0,0.5499999999999972,0
0022200004,22,204456_1629048_1629052_1630174_1631097,203078_203115_1626153_1629060_1629655,12,4,8,3.3400000000000034,-33.333333333333336
