X,Date,Time,Player1,Player2,Sets_P1,Sets_P2,P1_G1,P2_G1,P1_G2,P2_G2,P1_G3,P2_G3,P1_G4,P2_G4,P1_G5,P2_G5,HomeWinner
1,6/10/2022,1:05:00,Marchuk M.,Polysynskyi M.,3,1,11,8,11,6,6,11,11,8,NA,NA,1
2,6/10/2022,1:25:00,Sokolov S.,Sachuk S.,0,3,12,14,8,11,5,11,NA,NA,NA,NA,0
3,6/10/2022,1:35:00,Samofal Y.,Bambutsa R.,3,1,4,11,11,5,11,6,11,9,NA,NA,1
4,6/10/2022,1:55:00,Kyilo V.,Chernyshov D.,3,1,6,11,11,1,15,13,11,7,NA,NA,1
5,6/10/2022,2:05:00,Polysynskyi M.,Kostiuk B.,3,0,12,10,11,9,11,6,NA,NA,NA,NA,1
6,6/10/2022,2:30:00,Sachuk S.,Diachenko M.,2,3,11,9,11,9,5,11,10,12,0,11,0
7,6/10/2022,2:35:00,Balakiriev M.,Marchuk M.,3,1,11,8,11,7,3,11,11,9,NA,NA,1
8,6/10/2022,2:55:00,Hryshchenko O.,Sokolov S.,3,2,11,8,7,11,11,3,9,11,11,9,1
9,6/10/2022,3:05:00,Samofal Y.,Polysynskyi M.,0,3,9,11,9,11,8,11,NA,NA,NA,NA,0
10,6/10/2022,3:25:00,Kyilo V.,Sachuk S.,2,3,9,11,5,11,11,7,11,6,9,11,0
11,6/10/2022,3:35:00,Marchuk M.,Bambutsa R.,3,0,11,6,13,11,11,3,NA,NA,NA,NA,1
12,6/10/2022,3:55:00,Sokolov S.,Chernyshov D.,3,2,11,7,12,10,5,11,6,11,11,9,1
13,6/10/2022,4:05:00,Balakiriev M.,Kostiuk B.,3,2,11,5,13,11,7,11,8,11,11,8,1
14,6/10/2022,4:25:00,Hryshchenko O.,Diachenko M.,3,2,11,7,11,5,9,11,8,11,12,10,1
15,6/10/2022,4:50:00,Samofal Y.,Marchuk M.,0,3,3,11,3,11,9,11,NA,NA,NA,NA,0
16,6/10/2022,4:55:00,Kyilo V.,Sokolov S.,2,3,10,12,8,11,11,7,11,5,8,11,0
17,6/10/2022,5:10:00,Balakiriev M.,Polysynskyi M.,3,2,11,5,11,8,9,11,6,11,11,5,1
18,6/10/2022,5:25:00,Hryshchenko O.,Sachuk S.,3,2,11,9,11,5,13,15,6,11,11,9,1
19,6/10/2022,5:35:00,Bambutsa R.,Kostiuk B.,3,1,7,11,13,11,11,8,11,8,NA,NA,1
20,6/10/2022,5:55:00,Chernyshov D.,Diachenko M.,1,3,12,10,8,11,3,11,6,11,NA,NA,0
21,6/10/2022,6:05:00,Samofal Y.,Balakiriev M.,3,2,7,11,15,13,11,8,4,11,11,9,1
22,6/10/2022,6:25:00,Kyilo V.,Hryshchenko O.,3,1,9,11,12,10,11,5,11,9,NA,NA,1
23,6/10/2022,6:35:00,Marchuk M.,Kostiuk B.,3,2,6,11,8,11,11,7,11,6,15,13,1
24,6/10/2022,6:55:00,Sokolov S.,Diachenko M.,2,3,7,11,8,11,11,6,11,6,6,11,0
25,6/10/2022,7:00:00,Baday M.,Tupyk M.,3,1,10,12,11,9,11,8,11,7,NA,NA,1
26,6/10/2022,7:05:00,Polysynskyi M.,Bambutsa R.,3,2,11,7,6,11,11,8,6,11,11,6,1
27,6/10/2022,7:20:00,Lutskyi V.,Maltsev D.,3,2,10,12,11,3,11,1,9,11,12,10,1
28,6/10/2022,7:25:00,Hordiichuk O.,Kuzmych V.,3,1,11,7,14,12,9,11,12,10,NA,NA,1
29,6/10/2022,7:25:00,Sachuk S.,Chernyshov D.,3,2,11,6,7,11,11,5,7,11,11,9,1
30,6/10/2022,7:30:00,Sedin V.,Zaitsev O.,0,3,7,11,12,14,9,11,NA,NA,NA,NA,0
31,6/10/2022,7:50:00,Vons V.,Daragan S.,3,1,12,10,12,10,6,11,11,4,NA,NA,1
32,6/10/2022,7:55:00,Torba R.,Nikolenko S.,2,3,18,16,11,8,7,11,9,11,6,11,0
33,6/10/2022,8:00:00,Fedoryshyn I.,Tupyk M.,3,0,11,6,11,6,11,4,NA,NA,NA,NA,1
34,6/10/2022,8:00:00,Stukalov V.,Yurenev O.,3,1,9,11,11,8,11,4,11,7,NA,NA,1
35,6/10/2022,8:05:00,Skripnik S.,Mishchenko V.,2,3,11,4,7,11,11,8,3,11,9,11,0
36,6/10/2022,8:20:00,Fylypiv R.,Slozka M.,3,2,11,6,12,10,11,13,10,12,11,9,1
37,6/10/2022,8:20:00,Romanenko I.,Semipeadnii V.,1,3,7,11,3,11,11,4,8,11,NA,NA,0
38,6/10/2022,8:25:00,Rak S.,Nakliutskyi A.,3,0,11,9,11,8,11,7,NA,NA,NA,NA,1
39,6/10/2022,8:30:00,Baday M.,Sedin V.,3,0,11,4,11,8,11,8,NA,NA,NA,NA,1
40,6/10/2022,8:30:00,Yakubov M.,Ponomarenko O.,1,3,11,13,9,11,11,7,9,11,NA,NA,0
41,6/10/2022,8:35:00,Kolbasenko O.,Mrykh M.,3,1,9,11,12,10,11,8,11,4,NA,NA,1
42,6/10/2022,8:50:00,Lutskyi V.,Daragan S.,3,2,17,15,11,5,9,11,10,12,11,8,1
43,6/10/2022,8:50:00,Mul S.,Lipkan D.,3,0,11,5,11,4,11,8,NA,NA,NA,NA,1
44,6/10/2022,8:50:00,Turek T.,Marko J.,2,3,11,9,9,11,9,11,11,9,10,12,0
45,6/10/2022,8:55:00,Hordiichuk O.,Nikolenko S.,0,3,6,11,7,11,8,11,NA,NA,NA,NA,0
46,6/10/2022,8:55:00,Masko Y.,Cherevko R.,1,3,9,11,8,11,11,7,12,14,NA,NA,0
47,6/10/2022,9:00:00,Fedoryshyn I.,Zaitsev O.,1,3,11,8,7,11,9,11,7,11,NA,NA,0
48,6/10/2022,9:00:00,Tsoi K.,Kunchurov D.,0,3,7,11,7,11,3,11,NA,NA,NA,NA,0
49,6/10/2022,9:05:00,Sklyarenko A.,Nadporozhskyi O.,3,1,11,7,13,15,12,10,11,6,NA,NA,1
50,6/10/2022,9:15:00,Hrstka T.,Brozek M.,1,3,13,11,7,11,8,11,7,11,NA,NA,0
51,6/10/2022,9:20:00,Dubrovin V.,Shkepu S.,3,1,11,6,10,12,11,5,11,3,NA,NA,1
52,6/10/2022,9:20:00,Mikus D.,Papirnik O.,3,0,11,9,11,2,13,11,NA,NA,NA,NA,1
53,6/10/2022,9:20:00,Slozka M.,Maltsev D.,3,2,7,11,11,9,11,7,9,11,11,5,1
54,6/10/2022,9:25:00,Melnik V.,Horbanenko O.,0,3,7,11,12,14,6,11,NA,NA,NA,NA,0
55,6/10/2022,9:25:00,Nakliutskyi A.,Kuzmych V.,3,2,11,6,5,11,11,6,4,11,11,7,1
56,6/10/2022,9:30:00,Sedin V.,Tupyk M.,3,2,9,11,7,11,11,3,11,4,11,6,1
57,6/10/2022,9:30:00,Stukalov V.,Ponomarenko O.,3,1,11,7,10,12,12,10,12,10,NA,NA,1
58,6/10/2022,9:35:00,Skripnik S.,Mrykh M.,2,3,11,7,6,11,11,8,5,11,9,11,0
59,6/10/2022,9:45:00,Lukes T.,Herink J.,2,3,11,1,8,11,11,6,9,11,10,12,0
60,6/10/2022,9:50:00,Cechvala R.,Zachar M.,1,3,7,11,11,5,10,12,9,11,NA,NA,0
61,6/10/2022,9:50:00,Romanenko I.,Lipkan D.,3,1,11,5,11,5,4,11,11,8,NA,NA,1
62,6/10/2022,9:50:00,Vons V.,Fylypiv R.,3,2,11,2,11,8,9,11,6,11,12,10,1
63,6/10/2022,9:55:00,Torba R.,Rak S.,3,1,11,4,11,6,12,14,11,9,NA,NA,1
64,6/10/2022,9:55:00,Zemiantsev S.,Baranovskiy S.,1,3,7,11,11,9,5,11,15,17,NA,NA,0
65,6/10/2022,10:00:00,Baday M.,Zaitsev O.,3,1,11,6,8,11,11,3,11,8,NA,NA,1
66,6/10/2022,10:00:00,Kunchurov D.,Yurenev O.,3,0,12,10,11,7,11,3,NA,NA,NA,NA,1
67,6/10/2022,10:05:00,Nadporozhskyi O.,Mishchenko V.,1,3,5,11,12,10,7,11,10,12,NA,NA,0
68,6/10/2022,10:15:00,Hrstka T.,Herink J.,1,3,6,11,2,11,14,12,6,11,NA,NA,0
69,6/10/2022,10:20:00,Lutskyi V.,Slozka M.,3,2,11,6,5,11,13,11,6,11,11,4,1
70,6/10/2022,10:20:00,Shkepu S.,Semipeadnii V.,3,0,11,2,11,4,13,11,NA,NA,NA,NA,1
71,6/10/2022,10:20:00,Turek T.,Papirnik O.,1,3,8,11,11,7,8,11,9,11,NA,NA,0
72,6/10/2022,10:25:00,Hordiichuk O.,Nakliutskyi A.,3,0,11,9,11,6,11,7,NA,NA,NA,NA,1
73,6/10/2022,10:25:00,Masko Y.,Horbanenko O.,3,2,11,8,8,11,6,11,11,5,11,9,1
74,6/10/2022,10:30:00,Fedoryshyn I.,Sedin V.,3,0,11,3,11,8,11,7,NA,NA,NA,NA,1
75,6/10/2022,10:30:00,Yakubov M.,Tsoi K.,3,2,18,16,11,13,7,11,11,3,11,6,1
76,6/10/2022,10:35:00,Kolbasenko O.,Sklyarenko A.,1,3,13,11,9,11,8,11,7,11,NA,NA,0
77,6/10/2022,10:45:00,Lukes T.,Brozek M.,3,1,5,11,11,3,11,5,11,4,NA,NA,1
78,6/10/2022,10:50:00,Fylypiv R.,Daragan S.,3,0,11,7,11,6,12,10,NA,NA,NA,NA,1
79,6/10/2022,10:50:00,Mul S.,Dubrovin V.,3,2,11,13,11,7,7,11,11,5,12,10,1
80,6/10/2022,10:50:00,Zachar M.,Marko J.,0,3,7,11,6,11,6,11,NA,NA,NA,NA,0
81,6/10/2022,10:55:00,Baranovskiy S.,Cherevko R.,3,1,11,6,12,10,8,11,11,8,NA,NA,1
82,6/10/2022,10:55:00,Rak S.,Nikolenko S.,3,1,11,5,9,11,11,6,11,7,NA,NA,1
83,6/10/2022,11:00:00,Stukalov V.,Kunchurov D.,2,3,11,8,11,13,11,9,8,11,8,11,0
84,6/10/2022,11:00:00,Zaitsev O.,Tupyk M.,2,3,7,11,11,3,7,11,11,6,8,11,0
85,6/10/2022,11:05:00,Skripnik S.,Nadporozhskyi O.,3,2,11,6,11,13,11,5,8,11,11,7,1
86,6/10/2022,11:15:00,Hrstka T.,Lukes T.,3,2,3,11,10,12,11,6,11,6,12,10,1
87,6/10/2022,11:20:00,Mikus D.,Cechvala R.,0,3,21,23,4,11,7,11,NA,NA,NA,NA,0
88,6/10/2022,11:20:00,Romanenko I.,Shkepu S.,3,1,11,9,9,11,11,6,11,9,NA,NA,1
89,6/10/2022,11:20:00,Vons V.,Maltsev D.,2,3,11,8,3,11,5,11,11,6,6,11,0
90,6/10/2022,11:25:00,Melnik V.,Zemiantsev S.,1,3,5,11,11,6,8,11,7,11,NA,NA,0
91,6/10/2022,11:25:00,Torba R.,Kuzmych V.,3,2,11,9,11,4,11,13,6,11,11,3,1
92,6/10/2022,11:30:00,Fedoryshyn I.,Baday M.,0,3,17,19,8,11,8,11,NA,NA,NA,NA,0
93,6/10/2022,11:35:00,Sklyarenko A.,Mrykh M.,3,2,8,11,13,11,11,3,5,11,11,6,1
94,6/10/2022,11:40:00,Tsoi K.,Ponomarenko O.,2,3,11,7,7,11,11,9,7,11,7,11,0
95,6/10/2022,11:45:00,Herink J.,Brozek M.,3,1,6,11,11,5,11,9,11,4,NA,NA,1
96,6/10/2022,11:50:00,Dubrovin V.,Lipkan D.,3,1,11,9,10,12,11,3,12,10,NA,NA,1
97,6/10/2022,11:50:00,Lutskyi V.,Fylypiv R.,1,3,9,11,11,13,11,5,9,11,NA,NA,0
98,6/10/2022,11:50:00,Turek T.,Zachar M.,3,1,4,11,11,8,11,6,11,8,NA,NA,1
99,6/10/2022,11:55:00,Hordiichuk O.,Rak S.,1,3,7,11,7,11,11,5,8,11,NA,NA,0
100,6/10/2022,11:55:00,Masko Y.,Baranovskiy S.,3,1,11,3,4,11,11,7,11,8,NA,NA,1
101,6/10/2022,12:00:00,Sedin V.,Fedoryshyn I.,3,0,11,9,11,8,11,6,NA,NA,NA,NA,1
102,6/10/2022,12:00:00,Yakubov M.,Yurenev O.,1,3,10,12,5,11,16,14,7,11,NA,NA,0
103,6/10/2022,12:05:00,Kolbasenko O.,Mishchenko V.,3,1,11,7,5,11,12,10,11,8,NA,NA,1
104,6/10/2022,12:20:00,Brozek M.,Hrstka T.,3,0,11,8,11,6,11,9,NA,NA,NA,NA,1
105,6/10/2022,12:20:00,Cechvala R.,Papirnik O.,3,2,11,8,9,11,8,11,11,4,11,7,1
106,6/10/2022,12:20:00,Mul S.,Semipeadnii V.,3,0,11,3,14,12,11,6,NA,NA,NA,NA,1
107,6/10/2022,12:20:00,Vons V.,Slozka M.,3,2,11,9,5,11,6,11,11,8,11,5,1
108,6/10/2022,12:25:00,Torba R.,Nakliutskyi A.,3,2,11,5,11,9,10,12,11,13,11,7,1
109,6/10/2022,12:25:00,Zemiantsev S.,Horbanenko O.,3,1,6,11,11,7,11,5,11,9,NA,NA,1
110,6/10/2022,12:30:00,Stukalov V.,Tsoi K.,3,2,11,6,7,11,4,11,11,9,11,9,1
111,6/10/2022,12:30:00,Zaitsev O.,Baday M.,0,3,7,11,10,12,7,11,NA,NA,NA,NA,0
112,6/10/2022,12:35:00,Skripnik S.,Sklyarenko A.,0,3,9,11,5,11,7,11,NA,NA,NA,NA,0
113,6/10/2022,12:50:00,Daragan S.,Maltsev D.,0,3,4,11,8,11,7,11,NA,NA,NA,NA,0
114,6/10/2022,12:50:00,Herink J.,Lukes T.,3,2,6,11,12,10,11,9,5,11,11,5,1
115,6/10/2022,12:50:00,Mikus D.,Marko J.,1,3,11,13,8,11,11,8,8,11,NA,NA,0
116,6/10/2022,12:50:00,Romanenko I.,Dubrovin V.,0,3,8,11,8,11,10,12,NA,NA,NA,NA,0
117,6/10/2022,12:55:00,Melnik V.,Cherevko R.,3,0,11,6,11,8,11,6,NA,NA,NA,NA,1
118,6/10/2022,12:55:00,Nikolenko S.,Kuzmych V.,3,2,11,6,10,12,12,14,11,5,12,10,1
119,6/10/2022,13:00:00,Yakubov M.,Kunchurov D.,2,3,11,9,12,10,2,11,3,11,3,11,0
120,6/10/2022,13:00:00,Zaporozhets R.,Hubenko M.,3,2,5,11,11,9,11,8,9,11,11,3,1
121,6/10/2022,13:05:00,Barsa T.,Luder J.,3,1,11,7,11,3,6,11,11,6,NA,NA,1
122,6/10/2022,13:05:00,Kolbasenko O.,Nadporozhskyi O.,1,3,9,11,9,11,12,10,8,11,NA,NA,0
123,6/10/2022,13:05:00,Zholubak R.,Yurchenko K.,2,3,11,8,11,9,10,12,9,11,6,11,0
124,6/10/2022,13:15:00,Plyska O.,Pavelka J.,3,0,11,7,13,11,14,12,NA,NA,NA,NA,1
125,6/10/2022,13:20:00,Lutskyi V.,Vons V.,3,0,13,11,11,9,11,6,NA,NA,NA,NA,1
126,6/10/2022,13:20:00,Mul S.,Shkepu S.,3,1,12,10,12,10,6,11,11,7,NA,NA,1
127,6/10/2022,13:20:00,Turek T.,Cechvala R.,0,3,9,11,4,11,9,11,NA,NA,NA,NA,0
128,6/10/2022,13:25:00,Masko Y.,Zemiantsev S.,3,2,13,15,8,11,11,4,11,7,11,6,1
129,6/10/2022,13:30:00,Hordiichuk O.,Torba R.,3,2,9,11,11,6,11,6,7,11,11,9,1
130,6/10/2022,13:30:00,Lushchyk A.,Maliuk S.,3,2,11,4,6,11,12,14,11,7,11,7,1
131,6/10/2022,13:30:00,Ponomarenko O.,Yurenev O.,3,2,5,11,11,7,11,8,5,11,11,4,1
132,6/10/2022,13:30:00,Zydel J.,Zezule O.,0,3,9,11,2,11,2,11,NA,NA,NA,NA,0
133,6/10/2022,13:35:00,Bochkovskyi V.,Honchar Y.,0,3,9,11,8,11,4,11,NA,NA,NA,NA,0
134,6/10/2022,13:35:00,Mrykh M.,Mishchenko V.,3,0,11,5,11,7,13,11,NA,NA,NA,NA,1
135,6/10/2022,13:45:00,Zimcik L.,Sprongl J.,3,0,11,9,11,5,11,3,NA,NA,NA,NA,1
136,6/10/2022,13:50:00,Fylypiv R.,Maltsev D.,3,1,4,11,11,9,11,6,11,3,NA,NA,1
137,6/10/2022,13:50:00,Lipkan D.,Semipeadnii V.,2,3,10,12,11,8,11,8,12,14,9,11,0
138,6/10/2022,13:50:00,Mikus D.,Zachar M.,3,0,11,8,11,8,11,8,NA,NA,NA,NA,1
139,6/10/2022,13:55:00,Melnik V.,Baranovskiy S.,3,0,11,7,15,13,15,13,NA,NA,NA,NA,1
140,6/10/2022,13:55:00,Rak S.,Kuzmych V.,3,2,11,8,7,11,11,8,7,11,11,5,1
141,6/10/2022,14:00:00,Barsa T.,Zezule O.,0,3,5,11,6,11,8,11,NA,NA,NA,NA,0
142,6/10/2022,14:00:00,Stukalov V.,Yakubov M.,3,0,11,8,11,9,11,6,NA,NA,NA,NA,1
143,6/10/2022,14:00:00,Ziakun O.,Miroshnychenko S.,1,3,7,11,11,5,6,11,9,11,NA,NA,0
144,6/10/2022,14:05:00,Drobov D.,Vilenchyts N.,3,0,11,5,11,5,11,3,NA,NA,NA,NA,1
145,6/10/2022,14:05:00,Skripnik S.,Kolbasenko O.,2,3,13,11,9,11,7,11,11,4,7,11,0
146,6/10/2022,14:15:00,Plyska O.,Sprongl J.,3,2,11,4,11,4,5,11,9,11,11,4,1
147,6/10/2022,14:20:00,Papirnik O.,Marko J.,0,3,8,11,10,12,9,11,NA,NA,NA,NA,0
148,6/10/2022,14:20:00,Romanenko I.,Mul S.,0,3,4,11,8,11,9,11,NA,NA,NA,NA,0
149,6/10/2022,14:20:00,Slozka M.,Daragan S.,3,2,4,11,10,12,11,3,11,8,11,6,1
150,6/10/2022,14:25:00,Horbanenko O.,Cherevko R.,2,3,11,9,6,11,11,8,10,12,8,11,0
151,6/10/2022,14:25:00,Nakliutskyi A.,Nikolenko S.,1,3,2,11,7,11,11,9,12,14,NA,NA,0
152,6/10/2022,14:30:00,Tsoi K.,Yurenev O.,3,2,11,13,12,10,9,11,11,7,11,5,1
153,6/10/2022,14:30:00,Zaporozhets R.,Maliuk S.,3,2,9,11,11,7,5,11,11,5,11,9,1
154,6/10/2022,14:30:00,Zydel J.,Luder J.,3,1,11,4,9,11,11,8,11,6,NA,NA,1
155,6/10/2022,14:35:00,Sklyarenko A.,Mishchenko V.,3,1,11,7,11,8,8,11,11,9,NA,NA,1
156,6/10/2022,14:35:00,Zholubak R.,Honchar Y.,3,2,9,11,9,11,11,7,11,4,12,10,1
157,6/10/2022,14:45:00,Zimcik L.,Pavelka J.,3,0,11,6,11,7,11,8,NA,NA,NA,NA,1
158,6/10/2022,14:50:00,Dubrovin V.,Semipeadnii V.,3,0,11,6,11,4,11,8,NA,NA,NA,NA,1
159,6/10/2022,14:50:00,Turek T.,Mikus D.,1,3,5,11,4,11,11,2,7,11,NA,NA,0
160,6/10/2022,14:55:00,Masko Y.,Melnik V.,0,3,5,11,7,11,10,12,NA,NA,NA,NA,0
161,6/10/2022,15:00:00,Barsa T.,Zydel J.,3,0,11,9,11,5,11,3,NA,NA,NA,NA,1
162,6/10/2022,15:00:00,Kunchurov D.,Ponomarenko O.,1,3,11,9,7,11,4,11,5,11,NA,NA,0
163,6/10/2022,15:00:00,Miroshnychenko S.,Hubenko M.,3,1,9,11,12,10,11,9,11,6,NA,NA,1
164,6/10/2022,15:05:00,Nadporozhskyi O.,Mrykh M.,2,3,17,19,12,10,13,15,11,7,8,11,0
165,6/10/2022,15:05:00,Tebenko Y.,Korobko V.,2,3,6,11,11,9,9,11,11,7,7,11,0
166,6/10/2022,15:05:00,Vilenchyts N.,Yurchenko K.,2,3,11,5,14,12,6,11,11,13,3,11,0
167,6/10/2022,15:15:00,Plyska O.,Zimcik L.,0,3,7,11,8,11,6,11,NA,NA,NA,NA,0
168,6/10/2022,15:20:00,Cechvala R.,Marko J.,3,0,11,7,13,11,12,10,NA,NA,NA,NA,1
169,6/10/2022,15:20:00,Shkepu S.,Lipkan D.,3,2,11,7,11,9,9,11,6,11,11,6,1
170,6/10/2022,15:25:00,Zemiantsev S.,Cherevko R.,1,3,11,13,11,9,9,11,8,11,NA,NA,0
171,6/10/2022,15:30:00,Huchok A.,Kolos Y.,3,0,11,5,11,5,11,6,NA,NA,NA,NA,1
172,6/10/2022,15:30:00,Lushchyk A.,Ziakun O.,3,2,5,11,15,13,11,6,10,12,11,5,1
173,6/10/2022,15:30:00,Zezule O.,Luder J.,3,2,9,11,5,11,11,3,12,10,11,3,1
174,6/10/2022,15:35:00,Bochkovskyi V.,Drobov D.,0,3,5,11,6,11,6,11,NA,NA,NA,NA,0
175,6/10/2022,15:35:00,Samofal Y.,Peretiatko A.,1,3,10,12,11,6,4,11,9,11,NA,NA,0
176,6/10/2022,15:45:00,Sprongl J.,Pavelka J.,3,1,5,11,11,8,11,9,11,7,NA,NA,1
177,6/10/2022,15:50:00,Pashkevich R.,Kovik I.,3,2,9,11,11,5,7,11,11,4,11,4,1
178,6/10/2022,15:50:00,Zachar M.,Papirnik O.,2,3,4,11,6,11,11,6,11,6,10,12,0
179,6/10/2022,15:55:00,Baranovskiy S.,Horbanenko O.,2,3,10,12,9,11,11,8,11,3,10,12,0
180,6/10/2022,15:55:00,Okopnyi V.,Budnikov A.,1,3,11,7,7,11,9,11,13,15,NA,NA,0
181,6/10/2022,16:00:00,Zaporozhets R.,Miroshnychenko S.,1,3,7,11,9,11,12,10,9,11,NA,NA,0
182,6/10/2022,16:05:00,Volkov P.,Sokoltsov Y.,1,3,11,3,9,11,9,11,10,12,NA,NA,0
183,6/10/2022,16:05:00,Zholubak R.,Vilenchyts N.,0,3,6,11,8,11,5,11,NA,NA,NA,NA,0
184,6/10/2022,16:20:00,Crainiucov G.,Uzun N.,1,3,6,11,11,7,9,11,8,11,NA,NA,0
185,6/10/2022,16:20:00,Zimcik L.,Plyska O.,3,0,11,4,11,8,11,9,NA,NA,NA,NA,1
186,6/10/2022,16:25:00,Tebenko Y.,Kolos Y.,2,3,5,11,11,6,21,19,9,11,9,11,0
187,6/10/2022,16:30:00,Marchuk M.,Chernyshov D.,3,2,5,11,8,11,11,8,11,4,11,8,1
188,6/10/2022,16:30:00,Ziakun O.,Maliuk S.,3,2,12,10,13,11,9,11,10,12,11,5,1
189,6/10/2022,16:35:00,Drobov D.,Honchar Y.,3,0,11,6,11,6,13,11,NA,NA,NA,NA,1
190,6/10/2022,16:35:00,Khorolskyi V.,Pereyaslavsky D.,3,1,11,6,6,11,11,3,14,12,NA,NA,1
191,6/10/2022,16:35:00,Zezule O.,Barsa T.,3,0,11,9,11,6,11,5,NA,NA,NA,NA,1
192,6/10/2022,16:50:00,Mischenko S.,Dobrzhinsky O.,3,1,11,3,16,14,8,11,11,9,NA,NA,1
193,6/10/2022,16:50:00,Pavelka J.,Sprongl J.,2,3,7,11,4,11,11,4,11,6,8,11,0
194,6/10/2022,16:55:00,Budnikov A.,Korobko V.,0,3,8,11,8,11,6,11,NA,NA,NA,NA,0
195,6/10/2022,16:55:00,Kyilo V.,Diachenko M.,2,3,11,6,2,11,7,11,11,3,10,12,0
196,6/10/2022,17:00:00,Cuba M.,Novak R.,3,1,11,9,6,11,11,3,11,7,NA,NA,1
197,6/10/2022,17:00:00,Lushchyk A.,Hubenko M.,2,3,11,5,11,9,8,11,6,11,9,11,0
198,6/10/2022,17:05:00,Bochkovskyi V.,Yurchenko K.,2,3,8,11,11,8,8,11,11,9,9,11,0
199,6/10/2022,17:05:00,Samofal Y.,Sokoltsov Y.,3,1,11,13,11,7,11,6,12,10,NA,NA,1
200,6/10/2022,17:20:00,Pashkevich R.,Uzun N.,0,3,6,11,10,12,7,11,NA,NA,NA,NA,0
201,6/10/2022,17:25:00,Huchok A.,Okopnyi V.,0,3,11,13,9,11,10,12,NA,NA,NA,NA,0
202,6/10/2022,17:25:00,Sachuk S.,Hryshchenko O.,3,2,4,11,11,5,12,10,5,11,13,11,1
203,6/10/2022,17:30:00,Svoboda V.,Melisek M.,2,3,4,11,11,7,12,14,11,7,8,11,0
204,6/10/2022,17:30:00,Zaporozhets R.,Ziakun O.,2,3,11,5,6,11,6,11,11,9,9,11,0
205,6/10/2022,17:35:00,Pereyaslavsky D.,Peretiatko A.,1,3,8,11,7,11,11,9,6,11,NA,NA,0
206,6/10/2022,17:40:00,Zholubak R.,Drobov D.,0,3,11,13,9,11,5,11,NA,NA,NA,NA,0
207,6/10/2022,17:45:00,Brichacek D.,Rulc L.,0,3,8,11,8,11,11,13,NA,NA,NA,NA,0
208,6/10/2022,17:50:00,Dobrzhinsky O.,Kovik I.,2,3,11,9,8,11,11,5,6,11,11,13,0
209,6/10/2022,17:55:00,Marchuk M.,Diachenko M.,0,3,7,11,10,12,6,11,NA,NA,NA,NA,0
210,6/10/2022,17:55:00,Tebenko Y.,Budnikov A.,2,3,4,11,11,7,11,9,8,11,10,12,0
211,6/10/2022,18:00:00,Cuba M.,Melisek M.,3,0,11,6,11,6,11,6,NA,NA,NA,NA,1
212,6/10/2022,18:00:00,Lushchyk A.,Miroshnychenko S.,3,1,8,11,11,5,11,6,11,6,NA,NA,1
213,6/10/2022,18:05:00,Bochkovskyi V.,Vilenchyts N.,0,3,5,11,8,11,8,11,NA,NA,NA,NA,0
214,6/10/2022,18:05:00,Pfleger M.,Fafek J.,1,3,3,11,10,12,11,6,8,11,NA,NA,0
215,6/10/2022,18:05:00,Volkov P.,Khorolskyi V.,3,2,9,11,11,2,11,3,3,11,11,8,1
216,6/10/2022,18:20:00,Crainiucov G.,Mischenko S.,3,1,11,7,6,11,11,6,12,10,NA,NA,1
217,6/10/2022,18:25:00,Hryshchenko O.,Chernyshov D.,0,3,9,11,6,11,7,11,NA,NA,NA,NA,0
218,6/10/2022,18:25:00,Okopnyi V.,Kolos Y.,3,1,9,11,14,12,11,4,12,10,NA,NA,1
219,6/10/2022,18:30:00,Brichacek D.,Fafek J.,3,1,11,5,6,11,12,10,11,6,NA,NA,1
220,6/10/2022,18:30:00,Svoboda V.,Novak R.,3,2,11,9,11,8,9,11,10,12,13,11,1
221,6/10/2022,18:35:00,Honchar Y.,Yurchenko K.,2,3,11,5,11,5,5,11,7,11,10,12,0
222,6/10/2022,18:35:00,Samofal Y.,Pereyaslavsky D.,2,3,11,7,11,2,8,11,13,15,6,11,0
223,6/10/2022,18:50:00,Pashkevich R.,Dobrzhinsky O.,3,2,3,11,13,11,7,11,11,9,12,10,1
224,6/10/2022,18:50:00,Pfleger M.,Rulc L.,0,3,4,11,7,11,7,11,NA,NA,NA,NA,0
225,6/10/2022,18:55:00,Kyilo V.,Sachuk S.,2,3,12,10,11,9,6,11,5,11,5,11,0
226,6/10/2022,19:00:00,Cuba M.,Svoboda V.,3,2,5,11,5,11,11,5,12,10,14,12,1
227,6/10/2022,19:00:00,Zaporozhets R.,Lushchyk A.,0,3,10,12,11,13,9,11,NA,NA,NA,NA,0
228,6/10/2022,19:05:00,Khorolskyi V.,Sokoltsov Y.,1,3,11,8,7,11,11,13,9,11,NA,NA,0
229,6/10/2022,19:05:00,Zholubak R.,Bochkovskyi V.,3,1,12,10,5,11,12,10,11,7,NA,NA,1
230,6/10/2022,19:15:00,Brichacek D.,Pfleger M.,3,1,17,15,9,11,11,6,11,7,NA,NA,1
231,6/10/2022,19:20:00,Huchok A.,Korobko V.,0,3,12,14,11,13,5,11,NA,NA,NA,NA,0
232,6/10/2022,19:20:00,Mischenko S.,Uzun N.,3,0,11,9,12,10,11,8,NA,NA,NA,NA,1
233,6/10/2022,19:25:00,Marchuk M.,Hryshchenko O.,0,3,6,11,6,11,6,11,NA,NA,NA,NA,0
