X,Date,Time,Player1,Player2,Sets_P1,Sets_P2,P1_G1,P2_G1,P1_G2,P2_G2,P1_G3,P2_G3,P1_G4,P2_G4,P1_G5,P2_G5,HomeWinner
6437,7/3/2022,18:55:00,Bambuleac C.,Dyrl V.,3,0,11,7,11,5,11,9,NA,NA,NA,NA,1
6438,7/3/2022,18:55:00,Chepurnyi A.,Tkachov S.,0,3,9,11,7,11,11,13,NA,NA,NA,NA,0
6439,7/3/2022,18:55:00,Hot S.,Mykhailovsky K.,3,0,11,2,11,8,11,6,NA,NA,NA,NA,1
6440,7/3/2022,19:00:00,Kolomiiets V.,Priadko Y.,3,0,11,8,11,5,11,5,NA,NA,NA,NA,1
6441,7/3/2022,19:05:00,Kulishov H.,Diachenko M.,1,3,5,11,11,9,13,15,5,11,NA,NA,0
6442,7/3/2022,19:15:00,Karpisek O.,Luder J.,2,3,11,8,8,11,4,11,11,5,7,11,0
6443,7/3/2022,19:20:00,Syniavskyi I.,Kodola V.,0,3,5,11,12,14,8,11,NA,NA,NA,NA,0
6444,7/3/2022,19:25:00,Chelpanov S.,Babenko P.,3,1,11,9,3,11,12,10,11,6,NA,NA,1
6445,7/3/2022,19:25:00,Nizioc I.,Panteleev S.,0,3,14,16,8,11,6,11,NA,NA,NA,NA,0
6446,7/3/2022,19:25:00,Shyshkin M.,Moriak A.,2,3,9,11,11,8,11,9,6,11,5,11,0
6447,7/3/2022,19:30:00,Ziakun V.,Boklah R.,3,1,11,3,9,11,11,3,11,9,NA,NA,1
6448,7/3/2022,19:35:00,Kyilo V.,Hryshchenko O.,2,3,8,11,13,11,12,14,11,8,4,11,0
6449,7/3/2022,19:45:00,Coubal V.,Provaznik L.,3,2,11,9,9,11,6,11,11,3,11,9,1
6450,7/3/2022,19:50:00,Shpak A.,Loboda M.,2,3,11,9,8,11,11,8,6,11,7,11,0
6451,7/3/2022,19:55:00,Hot S.,Sapuzhak O.,3,0,11,6,11,5,11,5,NA,NA,NA,NA,1
6452,7/3/2022,19:55:00,Tkachov S.,Dukhovenko O.,0,3,3,11,5,11,5,11,NA,NA,NA,NA,0
6453,7/3/2022,20:00:00,Cucerovschii S.,Ungurean M.,3,2,11,6,8,11,10,12,11,5,11,9,1
6454,7/3/2022,20:00:00,Lyman O.,Vasylets A.,3,2,11,7,6,11,11,7,6,11,11,9,1
6455,7/3/2022,20:05:00,Horchakov V.,Kulishov H.,2,3,4,11,11,8,5,11,19,17,9,11,0
6456,7/3/2022,20:20:00,Luder J.,Karpisek O.,1,3,6,11,11,9,9,11,5,11,NA,NA,0
6457,7/3/2022,20:20:00,Mazur R.,Potapov M.,3,2,11,3,7,11,10,12,11,6,11,8,1
6458,7/3/2022,20:25:00,Chepurnyi A.,Hrymovskyi O.,3,1,13,15,11,5,11,9,11,9,NA,NA,1
6459,7/3/2022,20:25:00,Moshovkyi V.,Mykhailovsky K.,1,3,10,12,5,11,11,3,5,11,NA,NA,0
6460,7/3/2022,20:30:00,Virlan A.,Sivovol S.,2,3,7,11,9,11,11,4,11,9,5,11,0
6461,7/3/2022,20:35:00,Kyilo V.,Chernyshov D.,3,1,11,5,6,11,11,6,14,12,NA,NA,1
6462,7/3/2022,20:50:00,Provaznik L.,Coubal V.,0,3,9,11,6,11,9,11,NA,NA,NA,NA,0
6463,7/3/2022,20:50:00,Syniavskyi I.,Shpak A.,0,3,0,11,6,11,9,11,NA,NA,NA,NA,0
6464,7/3/2022,20:55:00,Chelpanov S.,Tkachov S.,1,3,9,11,11,6,4,11,9,11,NA,NA,0
6465,7/3/2022,20:55:00,Shyshkin M.,Hot S.,0,3,6,11,5,11,5,11,NA,NA,NA,NA,0
6466,7/3/2022,21:00:00,Cucerovschii S.,Sivovol S.,3,2,7,11,11,9,11,8,9,11,11,8,1
6467,7/3/2022,21:05:00,Diachenko M.,Hryshchenko O.,3,0,14,12,12,10,11,8,NA,NA,NA,NA,1
6468,7/3/2022,21:15:00,Vitek M.,Tuma L.,0,3,9,11,4,11,4,11,NA,NA,NA,NA,0
6469,7/3/2022,21:20:00,Kodola V.,Potapov M.,3,1,9,11,12,10,11,9,12,10,NA,NA,1
6470,7/3/2022,21:25:00,Chepurnyi A.,Babenko P.,1,3,12,14,8,11,11,7,8,11,NA,NA,0
6471,7/3/2022,21:25:00,Moriak A.,Mykhailovsky K.,1,3,13,15,4,11,11,7,8,11,NA,NA,0
6472,7/3/2022,21:30:00,Virlan A.,Ungurean M.,3,0,11,5,11,4,11,7,NA,NA,NA,NA,1
6473,7/3/2022,21:35:00,Horchakov V.,Kyilo V.,3,1,9,11,11,7,11,5,11,6,NA,NA,1
6474,7/3/2022,21:45:00,Brozek M.,Stehlik M.,3,1,11,9,6,11,11,7,11,5,NA,NA,1
6475,7/3/2022,21:50:00,Loboda M.,Mazur R.,2,3,6,11,8,11,11,7,11,7,13,15,0
6476,7/3/2022,21:55:00,Dukhovenko O.,Hrymovskyi O.,3,2,9,11,11,9,11,2,5,11,13,11,1
6477,7/3/2022,21:55:00,Sapuzhak O.,Moshovkyi V.,1,3,6,11,7,11,14,12,7,11,NA,NA,0
6478,7/3/2022,22:00:00,Cucerovschii S.,Virlan A.,3,1,12,10,8,11,11,8,11,8,NA,NA,1
6479,7/3/2022,22:05:00,Kulishov H.,Hryshchenko O.,3,1,11,7,8,11,12,10,12,10,NA,NA,1
6480,7/3/2022,22:15:00,Vitek M.,Stehlik M.,3,1,8,11,11,7,11,5,11,6,NA,NA,1
6481,7/3/2022,22:25:00,Chelpanov S.,Chepurnyi A.,2,3,7,11,11,8,6,11,11,7,10,12,0
6482,7/3/2022,22:30:00,Sivovol S.,Ungurean M.,1,3,12,14,11,7,8,11,10,12,NA,NA,0
6483,7/3/2022,22:35:00,Chernyshov D.,Diachenko M.,3,1,11,8,11,6,7,11,11,6,NA,NA,1
6484,7/3/2022,22:45:00,Brozek M.,Tuma L.,1,3,7,11,13,11,11,13,5,11,NA,NA,0
6485,7/3/2022,22:55:00,Tkachov S.,Hrymovskyi O.,3,1,9,11,11,9,11,4,11,7,NA,NA,1
6486,7/3/2022,23:00:00,Rak S.,Valenda D.,3,2,11,9,8,11,11,8,5,11,11,7,1
6487,7/3/2022,23:05:00,Virlan A.,Cucerovschii S.,0,3,14,16,5,11,10,12,NA,NA,NA,NA,0
6488,7/3/2022,23:15:00,Vitek M.,Brozek M.,0,3,5,11,4,11,7,11,NA,NA,NA,NA,0
6489,7/3/2022,23:25:00,Babenko P.,Dukhovenko O.,0,3,11,13,7,11,9,11,NA,NA,NA,NA,0
6490,7/3/2022,23:30:00,Torba R.,Kuzmych V.,3,2,11,4,6,11,11,8,13,15,11,6,1
6491,7/3/2022,23:40:00,Ungurean M.,Sivovol S.,2,3,7,11,11,8,12,10,16,18,6,11,0
6492,7/3/2022,23:45:00,Stehlik M.,Tuma L.,0,3,9,11,8,11,7,11,NA,NA,NA,NA,0
6493,7/4/2022,0:00:00,Nikolenko S.,Vlasenko V.,3,2,6,11,11,9,7,11,11,9,11,7,1
6494,7/4/2022,0:15:00,Gomilko O.,Kovalchuk O.,3,0,11,7,11,8,11,9,NA,NA,NA,NA,1
6495,7/4/2022,0:15:00,Stehlik M.,Vitek M.,2,3,11,7,6,11,11,7,9,11,6,11,0
6496,7/4/2022,0:25:00,Volkov P.,Polysynskyi M.,3,1,5,11,11,6,11,6,12,10,NA,NA,1
6497,7/4/2022,0:30:00,Rak S.,Kuzmych V.,3,0,11,9,11,7,11,7,NA,NA,NA,NA,1
6498,7/4/2022,0:35:00,Rehotun D.,Lazuryk D.,1,3,11,8,5,11,5,11,8,11,NA,NA,0
6499,7/4/2022,0:45:00,Tuma L.,Brozek M.,0,3,7,11,7,11,7,11,NA,NA,NA,NA,0
6500,7/4/2022,0:55:00,Balakiriev M.,Bambutsa R.,0,3,7,11,10,12,18,20,NA,NA,NA,NA,0
6501,7/4/2022,1:00:00,Vlasenko V.,Valenda D.,2,3,11,7,11,3,9,11,12,14,9,11,0
6502,7/4/2022,1:05:00,Isakov V.,Solomko R.,1,3,7,11,5,11,11,9,8,11,NA,NA,0
6503,7/4/2022,1:25:00,Sokolov S.,Pitsyk S.,3,1,13,11,11,9,11,13,11,6,NA,NA,1
6504,7/4/2022,1:30:00,Torba R.,Nikolenko S.,3,0,11,6,11,6,11,8,NA,NA,NA,NA,1
6505,7/4/2022,1:35:00,Gomilko O.,Lazuryk D.,3,2,6,11,12,10,7,11,11,9,11,5,1
6506,7/4/2022,1:55:00,Volkov P.,Bambutsa R.,1,3,12,10,15,17,7,11,9,11,NA,NA,0
6507,7/4/2022,2:00:00,Rak S.,Vlasenko V.,3,2,11,4,9,11,5,11,12,10,12,10,1
6508,7/4/2022,2:05:00,Solomko R.,Kovalchuk O.,3,1,11,6,11,8,6,11,11,8,NA,NA,1
6509,7/4/2022,2:25:00,Pitsyk S.,Polysynskyi M.,3,0,11,8,11,3,11,8,NA,NA,NA,NA,1
6510,7/4/2022,2:30:00,Nikolenko S.,Kuzmych V.,2,3,11,3,10,12,11,4,10,12,4,11,0
6511,7/4/2022,2:35:00,Rehotun D.,Isakov V.,0,3,11,13,9,11,7,11,NA,NA,NA,NA,0
6512,7/4/2022,2:55:00,Balakiriev M.,Sokolov S.,2,3,13,11,9,11,9,11,11,6,7,11,0
6513,7/4/2022,3:00:00,Torba R.,Valenda D.,3,2,11,6,9,11,11,2,11,13,12,10,1
6514,7/4/2022,3:05:00,Gomilko O.,Solomko R.,1,3,10,12,11,5,2,11,3,11,NA,NA,0
6515,7/4/2022,3:25:00,Volkov P.,Pitsyk S.,3,0,11,8,11,6,11,3,NA,NA,NA,NA,1
6516,7/4/2022,3:30:00,Rak S.,Nikolenko S.,1,3,10,12,12,14,11,1,8,11,NA,NA,0
6517,7/4/2022,3:35:00,Isakov V.,Lazuryk D.,3,2,14,12,4,11,11,9,4,11,11,8,1
6518,7/4/2022,3:55:00,Sokolov S.,Bambutsa R.,3,1,11,9,9,11,11,8,13,11,NA,NA,1
6519,7/4/2022,4:00:00,Torba R.,Vlasenko V.,3,2,8,11,11,4,11,6,8,11,11,7,1
6520,7/4/2022,4:05:00,Rehotun D.,Kovalchuk O.,3,1,11,4,12,10,8,11,11,2,NA,NA,1
6521,7/4/2022,4:25:00,Balakiriev M.,Polysynskyi M.,3,0,11,8,11,9,11,6,NA,NA,NA,NA,1
6522,7/4/2022,4:30:00,Kuzmych V.,Valenda D.,0,3,9,11,3,11,12,14,NA,NA,NA,NA,0
6523,7/4/2022,4:35:00,Gomilko O.,Isakov V.,2,3,8,11,11,4,10,12,11,4,3,11,0
6524,7/4/2022,4:55:00,Volkov P.,Sokolov S.,1,3,15,13,2,11,9,11,10,12,NA,NA,0
6525,7/4/2022,5:00:00,Rak S.,Torba R.,1,3,10,12,11,9,5,11,9,11,NA,NA,0
6526,7/4/2022,5:05:00,Rehotun D.,Solomko R.,3,2,10,12,11,7,13,11,8,11,11,9,1
6527,7/4/2022,5:25:00,Balakiriev M.,Pitsyk S.,0,3,9,11,3,11,8,11,NA,NA,NA,NA,0
6528,7/4/2022,5:30:00,Nikolenko S.,Valenda D.,3,0,11,5,11,5,11,3,NA,NA,NA,NA,1
6529,7/4/2022,5:45:00,Lazuryk D.,Kovalchuk O.,2,3,11,5,5,11,11,7,12,14,8,11,0
6530,7/4/2022,5:55:00,Bambutsa R.,Polysynskyi M.,3,1,11,8,5,11,11,9,11,6,NA,NA,1
6531,7/4/2022,6:00:00,Vlasenko V.,Kuzmych V.,3,1,11,8,9,11,11,6,12,10,NA,NA,1
6532,7/4/2022,6:15:00,Gomilko O.,Rehotun D.,1,3,6,11,11,9,3,11,10,12,NA,NA,0
6533,7/4/2022,6:25:00,Volkov P.,Balakiriev M.,1,3,11,5,7,11,3,11,7,11,NA,NA,0
6534,7/4/2022,6:35:00,Isakov V.,Kovalchuk O.,3,2,4,11,11,8,11,4,9,11,14,12,1
6535,7/4/2022,6:55:00,Sokolov S.,Polysynskyi M.,1,3,7,11,11,9,10,12,6,11,NA,NA,0
6536,7/4/2022,7:00:00,Skrypnyk O.,Zhurba A.,0,3,5,11,9,11,6,11,NA,NA,NA,NA,0
6537,7/4/2022,7:05:00,Solomko R.,Lazuryk D.,2,3,11,6,7,11,3,11,12,10,10,12,0
6538,7/4/2022,7:20:00,Kodola V.,Mazur R.,0,3,10,12,6,11,4,11,NA,NA,NA,NA,0
6539,7/4/2022,7:25:00,Pitsyk S.,Bambutsa R.,3,0,11,5,11,7,11,9,NA,NA,NA,NA,1
6540,7/4/2022,7:25:00,Shyshkin M.,Tkachenko K.,3,0,11,8,11,8,11,9,NA,NA,NA,NA,1
6541,7/4/2022,7:30:00,Datsenko A.,Tur A.,1,3,10,12,11,7,6,11,8,11,NA,NA,0
6542,7/4/2022,7:50:00,Shpak A.,Syniavskyi I.,3,0,11,7,11,7,11,4,NA,NA,NA,NA,1
6543,7/4/2022,7:55:00,Hot S.,Mykhailovsky K.,3,1,12,10,11,5,9,11,11,9,NA,NA,1
6544,7/4/2022,8:00:00,Skrypnyk O.,Tur A.,3,2,3,11,11,5,11,7,5,11,12,10,1
6545,7/4/2022,8:00:00,Tymofieiev O.,Ponomarenko O.,1,3,6,11,9,11,11,9,7,11,NA,NA,0
6546,7/4/2022,8:05:00,Martyniuk A.,Kolesnykov V.,2,3,7,11,15,13,11,4,8,11,7,11,0
6547,7/4/2022,8:20:00,Loboda M.,Potapov M.,3,0,11,6,11,7,11,9,NA,NA,NA,NA,1
6548,7/4/2022,8:25:00,Moriak A.,Kovalchuk O.,2,3,11,4,11,6,8,11,4,11,8,11,0
6549,7/4/2022,8:30:00,Datsenko A.,Zhurba A.,3,2,8,11,11,9,12,10,7,11,11,4,1
6550,7/4/2022,8:30:00,Emets I.,Stukalov V.,3,0,11,7,11,7,11,6,NA,NA,NA,NA,1
6551,7/4/2022,8:35:00,Sokur M.,Bondarenko I.,3,2,4,11,3,11,11,8,11,4,11,7,1
6552,7/4/2022,8:50:00,Kodola V.,Syniavskyi I.,0,3,7,11,9,11,10,12,NA,NA,NA,NA,0
6553,7/4/2022,8:50:00,Martinka S.,Remen M.,3,1,8,11,11,5,11,4,11,6,NA,NA,1
6554,7/4/2022,8:50:00,Rotaru S.,Melnic F.,3,2,7,11,13,15,11,7,12,10,11,9,1
6555,7/4/2022,8:55:00,Korobov A.,Yaremenko R.,3,0,11,5,11,9,12,10,NA,NA,NA,NA,1
6556,7/4/2022,8:55:00,Shyshkin M.,Mykhailovsky K.,0,3,10,12,10,12,7,11,NA,NA,NA,NA,0
6557,7/4/2022,9:00:00,Skrypnyk O.,Datsenko A.,3,0,11,9,11,8,11,6,NA,NA,NA,NA,1
6558,7/4/2022,9:00:00,Yakimenko S.,Tsoi K.,3,1,11,4,6,11,11,4,11,6,NA,NA,1
6559,7/4/2022,9:00:00,Skrypnyk O.,Datsenko A.,3,0,11,9,11,8,11,6,NA,NA,NA,NA,1
6560,7/4/2022,9:05:00,Mytsyk A.,Volynets O.,2,3,11,7,8,11,11,9,6,11,8,11,0
6561,7/4/2022,9:15:00,Suvorov M.,Sochor A.,0,3,10,12,7,11,9,11,NA,NA,NA,NA,0
6562,7/4/2022,9:20:00,Gribkov D.,Mutu V.,3,2,11,6,8,11,11,5,11,13,11,5,1
6563,7/4/2022,9:20:00,Leshchanka D.,Doubek K.,2,3,11,9,7,11,9,11,12,10,9,11,0
6564,7/4/2022,9:20:00,Potapov M.,Mazur R.,3,1,11,6,9,11,11,7,11,8,NA,NA,1
6565,7/4/2022,9:25:00,Kovalchuk O.,Tkachenko K.,3,0,11,8,11,9,12,10,NA,NA,NA,NA,1
6566,7/4/2022,9:25:00,Onykyienko V.,Ryndia V.,3,0,11,9,11,2,12,10,NA,NA,NA,NA,1
6567,7/4/2022,9:30:00,Tur A.,Zhurba A.,0,3,10,12,7,11,4,11,NA,NA,NA,NA,0
6568,7/4/2022,9:30:00,Tymofieiev O.,Stukalov V.,3,0,11,6,11,6,11,7,NA,NA,NA,NA,1
6569,7/4/2022,9:35:00,Martyniuk A.,Bondarenko I.,1,3,5,11,7,11,11,6,5,11,NA,NA,0
6570,7/4/2022,9:45:00,Janostik P.,Adam L.,0,3,3,11,9,11,6,11,NA,NA,NA,NA,0
6571,7/4/2022,9:50:00,Kalev L.,Melnic F.,3,0,11,3,11,8,11,7,NA,NA,NA,NA,1
6572,7/4/2022,9:50:00,Shpak A.,Loboda M.,1,3,6,11,10,12,11,7,8,11,NA,NA,0
6573,7/4/2022,9:55:00,Hot S.,Moriak A.,3,2,11,13,10,12,11,9,12,10,11,8,1
6574,7/4/2022,9:55:00,Janik A.,Tutura M.,3,1,11,7,11,7,11,13,11,8,NA,NA,1
6575,7/4/2022,9:55:00,Stepanchuk Y.,Reva Y.,2,3,11,4,7,11,4,11,12,10,7,11,0
6576,7/4/2022,10:00:00,Datsenko A.,Skrypnyk O.,2,3,11,8,6,11,11,3,5,11,8,11,0
6577,7/4/2022,10:00:00,Tsoi K.,Ponomarenko O.,1,3,11,13,11,5,9,11,7,11,NA,NA,0
6578,7/4/2022,10:05:00,Volynets O.,Kolesnykov V.,2,3,7,11,11,9,12,14,12,10,5,11,0
6579,7/4/2022,10:15:00,Suvorov M.,Adam L.,3,1,11,9,9,11,11,4,11,9,NA,NA,1
6580,7/4/2022,10:20:00,Kodola V.,Potapov M.,2,3,8,11,11,7,11,7,6,11,8,11,0
6581,7/4/2022,10:20:00,Martinka S.,Doubek K.,2,3,11,8,7,11,11,9,7,11,7,11,0
6582,7/4/2022,10:25:00,Korobov A.,Ryndia V.,2,3,9,11,11,8,11,3,4,11,6,11,0
6583,7/4/2022,10:25:00,Shyshkin M.,Kovalchuk O.,1,3,13,11,5,11,8,11,5,11,NA,NA,0
6584,7/4/2022,10:30:00,Emets I.,Yakimenko S.,1,3,15,17,9,11,11,3,3,11,NA,NA,0
6585,7/4/2022,10:30:00,Zhurba A.,Tur A.,3,0,11,9,11,8,11,4,NA,NA,NA,NA,1
6586,7/4/2022,10:45:00,Janostik P.,Sochor A.,3,0,13,11,11,5,11,8,NA,NA,NA,NA,1
6587,7/4/2022,10:45:00,Sokur M.,Mytsyk A.,3,2,11,7,11,13,6,11,11,6,14,12,1
6588,7/4/2022,10:50:00,Loboda M.,Syniavskyi I.,3,0,11,9,11,2,12,10,NA,NA,NA,NA,1
6589,7/4/2022,10:50:00,Rotaru S.,Gribkov D.,3,1,12,10,11,4,8,11,11,5,NA,NA,1
6590,7/4/2022,10:55:00,Moriak A.,Mykhailovsky K.,1,3,11,7,3,11,1,11,7,11,NA,NA,0
6591,7/4/2022,10:55:00,Reva Y.,Yaremenko R.,3,1,5,11,11,8,11,4,11,4,NA,NA,1
6592,7/4/2022,10:55:00,Tutura M.,Remen M.,0,3,8,11,8,11,10,12,NA,NA,NA,NA,0
6593,7/4/2022,11:00:00,Tymofieiev O.,Tsoi K.,0,3,6,11,6,11,8,11,NA,NA,NA,NA,0
6594,7/4/2022,11:00:00,Zhurba A.,Datsenko A.,3,1,11,1,11,8,9,11,11,7,NA,NA,1
6595,7/4/2022,11:05:00,Martyniuk A.,Volynets O.,1,3,6,11,11,8,7,11,9,11,NA,NA,0
6596,7/4/2022,11:15:00,Suvorov M.,Janostik P.,3,0,11,7,12,10,11,7,NA,NA,NA,NA,1
6597,7/4/2022,11:20:00,Kalev L.,Mutu V.,3,1,11,7,3,11,11,1,11,9,NA,NA,1
6598,7/4/2022,11:20:00,Leshchanka D.,Janik A.,3,0,11,3,11,7,11,5,NA,NA,NA,NA,1
6599,7/4/2022,11:20:00,Shpak A.,Mazur R.,2,3,11,7,4,11,5,11,11,9,15,17,0
6600,7/4/2022,11:25:00,Hot S.,Tkachenko K.,1,3,6,11,11,6,11,13,7,11,NA,NA,0
6601,7/4/2022,11:25:00,Onykyienko V.,Stepanchuk Y.,3,0,11,7,11,7,11,4,NA,NA,NA,NA,1
6602,7/4/2022,11:30:00,Tur A.,Skrypnyk O.,3,1,11,9,6,11,11,4,11,9,NA,NA,1
6603,7/4/2022,11:30:00,Yakimenko S.,Stukalov V.,3,2,8,11,3,11,11,7,11,8,13,11,1
6604,7/4/2022,11:35:00,Mytsyk A.,Bondarenko I.,0,3,2,11,6,11,7,11,NA,NA,NA,NA,0
6605,7/4/2022,11:45:00,Adam L.,Sochor A.,3,1,4,11,11,7,11,8,11,4,NA,NA,1
6606,7/4/2022,11:50:00,Gribkov D.,Melnic F.,3,0,11,9,13,11,11,7,NA,NA,NA,NA,1
6607,7/4/2022,11:50:00,Martinka S.,Tutura M.,2,3,10,12,11,9,7,11,15,13,8,11,0
6608,7/4/2022,11:55:00,Kodola V.,Loboda M.,1,3,11,13,5,11,11,9,2,11,NA,NA,0
6609,7/4/2022,11:55:00,Korobov A.,Reva Y.,3,1,9,11,11,3,11,6,11,8,NA,NA,1
6610,7/4/2022,11:55:00,Shyshkin M.,Moriak A.,0,3,7,11,8,11,9,11,NA,NA,NA,NA,0
6611,7/4/2022,12:00:00,Emets I.,Ponomarenko O.,1,3,9,11,12,14,11,7,6,11,NA,NA,0
6612,7/4/2022,12:00:00,Zhurba A.,Skrypnyk O.,3,0,11,3,11,9,12,10,NA,NA,NA,NA,1
6613,7/4/2022,12:05:00,Sokur M.,Kolesnykov V.,3,2,11,8,11,8,10,12,3,11,11,5,1
6614,7/4/2022,12:15:00,Sochor A.,Janostik P.,3,2,11,2,6,11,11,2,8,11,11,4,1
6615,7/4/2022,12:20:00,Shpak A.,Potapov M.,0,3,8,11,4,11,7,11,NA,NA,NA,NA,0
6616,7/4/2022,12:25:00,Hot S.,Kovalchuk O.,3,2,7,11,11,4,7,11,11,8,11,5,1
6617,7/4/2022,12:25:00,Stepanchuk Y.,Ryndia V.,2,3,11,5,8,11,8,11,11,4,5,11,0
6618,7/4/2022,12:30:00,Janik A.,Doubek K.,1,3,10,12,3,11,11,9,5,11,NA,NA,0
6619,7/4/2022,12:30:00,Tur A.,Datsenko A.,3,2,12,14,11,6,6,11,11,8,11,4,1
6620,7/4/2022,12:30:00,Tymofieiev O.,Yakimenko S.,1,3,11,3,7,11,8,11,3,11,NA,NA,0
6621,7/4/2022,12:35:00,Martyniuk A.,Mytsyk A.,3,1,6,11,11,9,11,9,13,11,NA,NA,1
6622,7/4/2022,12:45:00,Adam L.,Suvorov M.,2,3,11,4,7,11,11,2,6,11,7,11,0
6623,7/4/2022,12:50:00,Kalev L.,Gribkov D.,3,1,8,11,11,6,11,6,11,8,NA,NA,1
6624,7/4/2022,12:50:00,Leshchanka D.,Remen M.,1,3,11,9,9,11,6,11,4,11,NA,NA,0
6625,7/4/2022,12:50:00,Syniavskyi I.,Mazur R.,3,0,11,9,11,9,14,12,NA,NA,NA,NA,1
6626,7/4/2022,12:55:00,Mykhailovsky K.,Tkachenko K.,3,2,15,13,12,10,10,12,7,11,11,8,1
6627,7/4/2022,12:55:00,Onykyienko V.,Yaremenko R.,3,2,11,7,8,11,3,11,11,3,11,6,1
6628,7/4/2022,13:00:00,Emets I.,Tsoi K.,0,3,4,11,8,11,7,11,NA,NA,NA,NA,0
6629,7/4/2022,13:00:00,Panchenko B.,Zaitsev O.,3,1,11,9,11,7,7,11,11,8,NA,NA,1
6630,7/4/2022,13:05:00,Kolbasenko O.,Borysiuk O.,3,2,13,11,7,11,11,7,6,11,11,7,1
6631,7/4/2022,13:05:00,Sokur M.,Volynets O.,1,3,5,11,9,11,11,7,6,11,NA,NA,0
6632,7/4/2022,13:15:00,Fiser P.,Plyska O.,3,1,11,4,4,11,12,10,11,7,NA,NA,1
6633,7/4/2022,13:20:00,Kodola V.,Shpak A.,3,2,11,13,11,13,11,7,11,6,11,8,1
6634,7/4/2022,13:20:00,Martinka S.,Janik A.,1,3,11,9,7,11,9,11,9,11,NA,NA,0
6635,7/4/2022,13:20:00,Rotaru S.,Mutu V.,3,0,11,7,11,6,11,4,NA,NA,NA,NA,1
6636,7/4/2022,13:25:00,Korobov A.,Stepanchuk Y.,3,2,3,11,4,11,11,6,11,5,11,8,1
6637,7/4/2022,13:25:00,Shyshkin M.,Hot S.,0,3,9,11,8,11,6,11,NA,NA,NA,NA,0
6638,7/4/2022,13:30:00,Chuhai S.,Lushchyk A.,3,2,12,10,11,8,6,11,10,12,11,9,1
6639,7/4/2022,13:30:00,Stukalov V.,Ponomarenko O.,3,0,11,6,11,2,12,10,NA,NA,NA,NA,1
6640,7/4/2022,13:35:00,Bondarenko I.,Kolesnykov V.,3,1,10,12,11,6,11,8,11,5,NA,NA,1
6641,7/4/2022,13:35:00,Skripnik S.,Mishchenko V.,3,2,11,8,9,11,13,11,7,11,12,10,1
6642,7/4/2022,13:40:00,Semenets S.,Klymenko K.,1,3,3,11,7,11,11,2,8,11,NA,NA,0
6643,7/4/2022,13:45:00,Sabuka D.,Provaznik L.,3,1,11,8,11,3,7,11,11,7,NA,NA,1
6644,7/4/2022,13:50:00,Leshchanka D.,Tutura M.,3,0,11,1,11,6,11,6,NA,NA,NA,NA,1
6645,7/4/2022,13:55:00,Loboda M.,Mazur R.,2,3,7,11,4,11,11,9,11,7,7,11,0
6646,7/4/2022,13:55:00,Moriak A.,Tkachenko K.,2,3,8,11,11,6,10,12,11,9,6,11,0
6647,7/4/2022,13:55:00,Onykyienko V.,Reva Y.,2,3,11,9,9,11,12,10,7,11,6,11,0
6648,7/4/2022,14:00:00,Tymofieiev O.,Emets I.,2,3,12,10,7,11,10,12,11,8,7,11,0
6649,7/4/2022,14:05:00,Martyniuk A.,Sokur M.,3,0,11,8,11,2,11,6,NA,NA,NA,NA,1
6650,7/4/2022,14:05:00,Mrykh M.,Sklyarenko A.,3,0,12,10,12,10,11,6,NA,NA,NA,NA,1
6651,7/4/2022,14:10:00,Minenko A.,Khairov D.,3,0,11,6,11,7,11,6,NA,NA,NA,NA,1
6652,7/4/2022,14:15:00,Fiser P.,Provaznik L.,1,3,5,11,11,2,16,18,4,11,NA,NA,0
6653,7/4/2022,14:20:00,Doubek K.,Remen M.,1,3,6,11,9,11,11,8,8,11,NA,NA,0
6654,7/4/2022,14:20:00,Kalev L.,Rotaru S.,1,3,7,11,10,12,12,10,9,11,NA,NA,0
6655,7/4/2022,14:20:00,Potapov M.,Syniavskyi I.,3,2,7,11,11,8,11,7,8,11,11,6,1
6656,7/4/2022,14:25:00,Kovalchuk O.,Mykhailovsky K.,2,3,11,9,9,11,11,9,7,11,5,11,0
6657,7/4/2022,14:25:00,Ryndia V.,Yaremenko R.,3,1,11,9,10,12,11,6,11,3,NA,NA,1
6658,7/4/2022,14:30:00,Yakimenko S.,Ponomarenko O.,3,1,5,11,11,7,13,11,11,9,NA,NA,1
6659,7/4/2022,14:35:00,Kolbasenko O.,Mishchenko V.,2,3,11,5,8,11,11,2,9,11,10,12,0
6660,7/4/2022,14:35:00,Mytsyk A.,Kolesnykov V.,3,1,11,8,6,11,11,6,14,12,NA,NA,1
6661,7/4/2022,14:40:00,Solomko S.,Burdelnyi S.,3,1,11,3,9,11,12,10,11,7,NA,NA,1
6662,7/4/2022,14:40:00,Ziakun O.,Arzanov D.,3,2,6,11,11,5,11,8,7,11,11,7,1
6663,7/4/2022,14:45:00,Sabuka D.,Plyska O.,3,2,11,7,10,12,11,5,10,12,11,9,1
6664,7/4/2022,14:50:00,Martinka S.,Leshchanka D.,1,3,8,11,11,5,5,11,3,11,NA,NA,0
6665,7/4/2022,14:50:00,Verbianyi V.,Danyliuk N.,3,1,11,8,8,11,11,5,11,9,NA,NA,1
6666,7/4/2022,14:55:00,Korobov A.,Onykyienko V.,0,3,10,12,7,11,5,11,NA,NA,NA,NA,0
6667,7/4/2022,14:55:00,Rak S.,Yurchenko K.,2,3,11,9,2,11,11,7,12,14,4,11,0
